position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
de,Tim Crowder,"Tyler, Texas",John Tyler,78,227,,4,,3,Texas,2003
de,Victor Abiamiri,"Baltimore, Maryland",Gilman School,78,245,,5,,3,Notre Dame,2003
k,Mason Crosby,"Georgetown, Texas",Georgetown,78,180,,3,,3,Colorado,2003
wr,Robert Meachem,"Tulsa, Oklahoma",Booker T. Washington,78,200,,5,,3,Tennessee,2003
rb,Demetris Summers,"Lexington, South Carolina","",78,200,,5,,3,South Carolina,2003
qb,Marcus Stone,"Harrisburg, Pennsylvania",Bishop McDevitt,78,230,,4,,3,North Carolina State,2003
rb,Farod Jackson,"Little Rock, Arkansas",Mills,78,235,,4,,3,Arkansas,2003
ol,Andrew Bain,"Lauderdale, Florida",Blanche Ely,78,320,,4,,3,Miami (FL),2003
qb,Tommy Grady,"Huntington Beach, California",Edison,78,215,,4,,3,Oklahoma,2003
te,Louis Irizarry,"Youngstown, Ohio",Ursuline,78,235,,4,,3,Ohio State,2003
ol,Ryan Poles,"Canandaigua, New York",Academy,78,290,,4,,3,Boston College,2003
dt,Carnell Stewart,"River Ridge, Louisiana",John Curtis,78,297,,4,,3,LSU,2003
lb,Thomas Williams,"Vacaville, California",Vacaville,78,225,,4,,3,USC,2003
ol,John Sullivan,"Greenwich, Connecticut","",78,270,,4,,3,Notre Dame,2003
db,Tony Cade,"Lewisville, Texas","",78,200,,4,,3,Oklahoma,2003
rb,David Marrero,"Ft. Lauderdale, Florida",St. Thomas Aquinas,65,190,,4,,3,Stanford,2003
db,Reggie Nelson,"Palm Bay, Florida","",78,175,,4,,4,Florida,2003
ol,Sam Baker,"Tustin, California",Tustin,78,305,,4,,4,USC,2003
te,Vernon Davis,"Washington, District of Columbia",Dunbar,78,220,,4,,4,Maryland,2003
lb,Earl Everett,"Webster, Florida",South Sumter,78,210,,4,,4,Florida,2003
rb,Michael Turner,"Fort Worth, Texas",Dunbar,65,185,,4,,4,Wisconsin,2003
db,Tarell Brown,"Mesquite, Texas",North Mesquite,65,178,,4,,4,Texas,2003
de,Sean Merrill,"D'Iberville, Mississippi","",78,292,,4,,4,LSU,2003
wr,Sean Bailey,"Alpharetta, Georgia",Milton,78,165,,4,,4,Georgia,2003
ol,Dallas Griffin,"Katy, Texas",Taylor,78,265,,4,,4,Texas,2003
ath,Tim Castille,"Birmingham, Alabama",Briarwood Christian,65,220,,4,,,Alabama,2003
lb,Daniel Brooks,"Jackson, Tennessee",Central Merry,78,230,,4,,4,Tennessee,2003
rb,Alley Broussard,"Lafayette, Louisiana",Acadiana,78,228,,4,,4,LSU,2003
qb,Clayton Richard,"Lafayette, Indiana",Mccutcheon,78,225,,4,,4,Michigan,2003
ol,Brian Daniels,"Denver, Colorado",Mullen,78,280,,4,,4,Colorado,2003
dt,Xavier Lawson-Kennedy,"Duncanville, Texas","",78,305,,4,,4,Oklahoma State,2003
de,Kyle Caldwell,"Scottsdale, Arizona",Saguaro,78,255,,4,,4,Arizona State,2003
k,Alexander Feinberg,"Thomasville, Georgia",Thomasville,78,185,,3,,4,Duke,2003
rb,Lance Ball,"Teaneck, New Jersey","",65,221,,3,,4,Maryland,2003
qb,Tyler Donovan,"Hartland, Wisconsin",Arrowhead,78,185,,4,,4,Wisconsin,2003
dt,Sedrick Ellis,"Chino, California",Chino,78,260,,4,,5,USC,2003
lb,Tavares Gooden,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,220,,4,,5,Miami (FL),2003
ath,LaRon Landry,"Hahnville, Louisiana",Hahnville,78,185,,4,,,LSU,2003
rb,Albert Young,"Moorestown, New Jersey","",65,205,,4,,5,Iowa,2003
db,Freddie Parish,"Long Beach, California",Poly,78,195,,4,,5,Notre Dame,2003
wr,Adarius Bowman,"Chattanooga, Tennessee",Notre Dame,78,210,,4,,5,North Carolina,2003
te,Chris Barrett,"Tustin, California",Tustin,78,250,,4,,5,USC,2003
de,Alonzo Dotson,"Alief, Texas",Hastings,78,225,,4,,5,Oklahoma,2003
qb,Kevin McCabe,"Wexford, Pennsylvania",Pine-Richland,78,205,,4,,5,Virginia,2003
rb,Tyrone Moss,"Pompano Beach, Florida",Blanche Ely,65,210,,4,,5,Miami (FL),2003
de,Doug Van Dyke,"Marshall, Michigan","",78,245,,4,,5,Purdue,2003
k,Chris Jackson,"River Ridge, Louisiana",John Curtis,78,180,,3,,5,LSU,2003
lb,Kirston Pittman,"Reserve, Louisiana",East St. John,78,235,,4,,5,LSU,2003
ol,Will Oliver,"Lindale, Texas","",78,265,,3,,5,TCU,2003
db,Kenny Scott,"Daytona Beach, Florida",Seabreeze,78,176,,4,,5,Georgia Tech,2003
ol,Joel Holler,"Lancaster, Pennsylvania",McCaskey,78,330,,4,,5,Penn State,2003
qb,Syvelle Newton,"Bennetsville, South Carolina",Marlboro County,78,210,,4,,5,South Carolina,2003
rb,Jehuu Caulcrick,"Clymer, New York","",78,235,,3,,5,Michigan State,2003
ol,Jeff Zuttah,"Princeton, New Jersey",The Hun School,78,276,,4,,5,Michigan,2003
db,Antonio Cromartie,"Tallahassee, Florida",Lincoln,78,200,,4,,6,Florida State,2003
de,Lawrence Jackson,"Inglewood, California",Inglewood,78,245,,4,,6,USC,2003
qb,JaMarcus Russell,"Mobile, Alabama",Williamson,78,225,,4,,6,LSU,2003
dt,Marcus Thomas,"Jacksonville, Florida",Mandarin,78,285,,4,,6,Florida,2003
lb,Jonathan Beason,"Hollywood, Florida",Chaminade,78,212,,4,,6,Miami (FL),2003
rb,Chris Alexander,"Humble, Texas","",65,230,,3,,6,Texas A&M,2003
wr,Mark Bradford,"Los Angeles, California",Fremont,78,185,,4,,6,Stanford,2003
rb,Darrell Blackman,"Williamsport, Pennsylvania",Williamsport,78,185,,4,,6,North Carolina State,2003
ol,Ryan Kalil,"Anaheim, California",Servite,78,255,,3,,6,USC,2003
ath,Jimmie Sutton III,"Boca Raton, Florida",Boca Raton,78,170,,4,,,North Carolina State,2003
db,Ryan Mundy,"Pittsburgh, Pennsylvania",Woodland Hills,78,200,,4,,6,Michigan,2003
de,Junior Lemau'u,"Long Beach, California",Poly,78,240,,4,,6,UCLA,2003
te,Jonathan Stupar,"State College, Pennsylvania",State College Area,78,245,,4,,6,Virginia,2003
qb,Omarr Conner,"Macon, Mississippi",Noxubee County,78,190,,4,,6,Mississippi State,2003
ol,Donovan Davis,"Jackson, Mississippi",Callaway,78,330,,4,,6,Mississippi State,2003
lb,Demarrio Pleasant,"Lewisville, Texas","",78,215,,4,,6,Oklahoma,2003
ol,Donnie Woods,"Tampa, Florida",Jefferson,78,290,,4,,6,Maryland,2003
k,Zach Myatt,"College Station, Texas",A&M Consolidated,65,165,,3,,6,Louisiana Tech,2003
rb,Anton Campbell,"O'Fallon, Missouri",Fort Zumwalt West,78,183,,3,,6,Michigan,2003
de,Claude McBride,"Camden, New Jersey",Wilson,78,235,,4,,7,Tennessee,2003
k,Eric Wilbur,"Winter Park, Florida",Trinity Prep,78,185,,3,,7,Florida,2003
ol,Aubrey McPhadden,"Jacksonville, Florida",First Coast,78,320,,4,,7,Florida State,2003
lb,Desmond Williams,"Dacula, Georgia","",78,238,,4,,7,Georgia,2003
rb,Lynell Hamilton,"Stockton, California",Edison,78,195,,4,,7,San Diego State,2003
dt,David Patterson,"Warrensville Heights, Ohio","",78,260,,4,,7,Ohio State,2003
te,Will Paul,"St. Louis, Missouri",Parkway West,78,254,,4,,7,Michigan,2003
de,Jason Jack,"Humble, Texas","",78,250,,4,,7,Texas A&M,2003
qb,Robert Johnson,"Waco, Texas","",78,195,,4,,7,Arkansas,2003
db,Willie Cooper,"St. Augustine, Florida",St. Augustine,78,190,,4,,7,Miami (FL),2003
wr,Jayson Swain,"Huntsville, Alabama",Grissom,78,200,,4,,7,Tennessee,2003
rb,Shawn Jordan,"El Paso, Texas",Riverside,65,225,,3,,7,LSU,2003
db,Nick Child,"Metairie, Louisiana",Rummel,78,170,,4,,7,LSU,2003
ath,Marcus Johnson,"Abilene, Texas","",78,175,,4,,,Oklahoma,2003
lb,Quinton McCrary,"Columbus, Mississippi","",78,210,,4,,7,Memphis,2003
ol,Tripp Carroll,"Jacksonville, Florida",Andrew Jackson,78,280,,4,,7,Virginia Tech,2003
qb,Andre Woodson,"Radcliff, Kentucky",North Hardin,78,220,,4,,7,Kentucky,2003
qb,Justin Midgett,"Punta Gorda, Florida",Charlotte,78,195,,4,,8,Florida,2003
ol,Eric Young,"Union, South Carolina","",78,260,,4,,8,Tennessee,2003
lb,Robert Killebrew,"Klein, Texas","",78,205,,4,,8,Texas,2003
rb,Chauncey Washington,"South Torrance, California",South Torrance,78,210,,4,,8,USC,2003
ol,Chris Yoder,"Kingwood, Texas","",78,280,,3,,8,Texas A&M,2003
lb,Marquis McBeath,"Moss Point, Mississippi","",78,215,,4,,8,Mississippi,2003
te,Garret Bushong,"Ionia, Michigan","",78,225,,4,,8,Purdue,2003
ath,Alex Ghebreselassie,"Chula Vista, California",Bonita Vista,78,185,,4,,,UCLA,2003
db,Phillip Brown,"Hampton, Virginia",Phoebus,65,185,,4,,8,Virginia,2003
rb,James Roderick,"Radnor, Pennsylvania",Archbishop Carroll,78,260,,3,,8,Howard,2003
de,Tim Washington,"Sugar Land, Texas",Dulles,78,235,,4,,8,LSU,2003
wr,Anthony Hill,"Jacksonville, Florida",First Coast,78,195,,4,,8,LSU,2003
de,Chris Ellis,"Hampton, Virginia",Bethel,78,230,,4,,8,Virginia Tech,2003
qb,James Battle,"Denton, Texas",Ryan,78,195,,4,,8,TCU,2003
db,Ira Guilford,"Hoboken, New Jersey","",65,183,,4,,8,Ohio State,2003
db,William Cooper,"Flint, Michigan",Northern High School,78,185,,4,,8,Michigan State,2003
dt,Leon Drummer,"Berkeley, California",St. Mary's,78,285,,4,,8,California,2003
k,Rick Krautman,"Franklin Lakes, New Jersey",Ramapo,65,180,,3,,8,Syracuse,2003
ol,John Frady,"Jacksonville, Florida",Bolles,78,275,,4,,8,Florida State,2003
rb,Marcus Woods,"Farmington Hills, Michigan",Harrison,65,180,,3,,8,Missouri,2003
db,Michael Griffin,"Austin, Texas",Bowie,78,180,,4,,9,Texas,2003
ol,Brian Zimpel,"Broken Arrow, Oklahoma","",78,310,,4,,9,Oklahoma,2003
de,Alex Boston,"Bartow, Florida","",78,225,,4,,9,Florida State,2003
db,Erick Jackson,"Duncanville, Texas","",78,170,,4,,9,Texas,2003
dt,Carl Pendleton,"Sapulpa, Oklahoma","",78,270,,4,,9,Oklahoma,2003
lb,Jermaine Dias,"Hackensack, New Jersey","",78,215,,4,,9,Virginia,2003
ol,John Rochford,"Linwood, New Jersey",Mainland,78,295,,3,,9,Miami (FL),2003
wr,Dorien Bryant,"Swedesboro, New Jersey",Kingsway Regional,65,165,,4,,9,Boston College,2003
rb,Harold Stanback,"Forestville, Maryland",McNamara,78,225,,3,,9,Connecticut,2003
te,Josh Barbo,"Conway Springs, Kansas","",78,252,,4,,9,Missouri,2003
qb,Sam Keller,"San Ramon, California",San Ramon Valley,78,210,,4,,9,Arizona State,2003
de,Richard Cook,"Tignall, Georgia",Washington Wilkes,78,265,,4,,9,Georgia,2003
ol,Will Arnold,"Centreville, Mississippi",Centreville Academy,78,325,,4,,9,LSU,2003
rb,Thomas Flowers,"Mableton, Georgia",Pebblebrook,65,183,,3,,9,Georgia,2003
ath,Donovan Woods,"Oklahoma City, Oklahoma",Millwood,78,205,,4,,,Oklahoma State,2003
k,Jesse Ainsworth,"Thousand Oaks, California","",78,205,,3,,9,Arizona State,2003
rb,LenDale White,"Littleton, Colorado",Chatfield,78,225,,4,,9,USC,2003
lb,Lamar Mitchell,"Dayton, Texas","",78,235,,4,,9,Texas A&M,2003
qb,Tommy Zbikowski,"Buffalo Grove, Illinois","",78,190,,4,,9,Notre Dame,2003
db,Darien Williams,"Mesquite, Texas",North Mesquite,78,190,,4,,10,Oklahoma,2003
lb,Lance Broadus,"Woodland Hills, California",Taft,78,225,,4,,10,Oregon,2003
qb,Bernard Jackson,"Corona, California",Santiago,78,190,,4,,10,Colorado,2003
rb,Barrington Edwards,"Bowie, Maryland",Bowie,78,210,,4,,10,LSU,2003
dt,Isaiah Thomas,"Winston-Salem, North Carolina",Carver,78,300,,4,,10,North Carolina,2003
ol,Kevin Brown,"Long Beach, California",Poly,78,285,,4,,10,UCLA,2003
lb,Bo Ruud,"Lincoln, Nebraska",Southeast,78,210,,4,,10,Nebraska,2003
te,Josh Mueller,"Columbus, Nebraska",Lakeview High School,78,250,,4,,10,Nebraska,2003
rb,Tez Doolittle,"Opelika, Alabama","",78,260,,4,,10,Auburn,2003
rb,Scooter McDougle,"East Cleveland, Ohio",Shaw,78,230,,3,,10,Toledo,2003
de,Eric Moncur,"Miami, Florida",Carol City,78,230,,4,,10,Miami (FL),2003
ath,Steve Richardson,"Garland, Texas","",65,170,,4,,,Texas,2003
wr,Mike Mason,"Rocky Mount, North Carolina",Senior,78,175,,4,,10,North Carolina,2003
db,Leon Hall,"Vista, California",Vista,65,177,,4,,10,Michigan,2003
k,Cody Freeby,"Ft. Worth, Texas",Christian,78,210,,3,,10,Oklahoma,2003
ol,Adam Kraus,"New Orleans, Louisiana",Brother Martin,78,270,,4,,10,Michigan,2003
rb,Kolby Smith,"Tallahassee, Florida",Rickards,78,195,,3,,10,Louisville,2003
qb,Brady Quinn,"Dublin, Ohio",Coffman,78,215,,4,,10,Notre Dame,2003
ol,Preston Clover,"Laguna Hills, California",Laguna Hills,78,270,,3,,10,Stanford,2003
lb,Lewis Baker,"Lewisville, Texas",Hebron,78,200,,4,,11,Oklahoma,2003
ath,Marcus Thomas,"Tolleson, Arizona",Tolleson,78,185,,4,,,Arizona,2003
rb,Erik Hardeman,"Pflugerville, Texas","",78,200,,4,,11,Texas,2003
ol,Zeb McKinzey,"Lilburn, Georgia",Parkview,78,280,,4,,11,Georgia,2003
de,Mario Williams,"Richlands, North Carolina","",78,250,,4,,11,North Carolina State,2003
qb,Blake Mitchell,"LaGrange, Georgia","",78,180,,4,,11,South Carolina,2003
te,Jamesly Jean,"Tampa, Florida",Jefferson,78,220,,3,,11,North Carolina State,2003
db,Darnell Terrell,"Eureka, Missouri",Eureka,78,200,,4,,11,Missouri,2003
de,Vegas Franklin,"Reserve, Louisiana",East St. John,78,220,,4,,11,Miami (FL),2003
dt,Bryan Pata,"Miami, Florida",Central,78,260,,4,,11,Miami (FL),2003
wr,Craig Chambers,"Mill Creek, Washington",Jackson,78,190,,4,,11,Washington,2003
db,Ambrose Wooden,"Baltimore, Maryland",Gilman School,78,190,,4,,11,Notre Dame,2003
qb,Devin Williams,"Arlington, Texas",Sam Houston,78,210,,3,,11,Louisiana-Lafayette,2003
ol,Tobi Kaiyewu,"Sugar Land, Texas",Dulles,78,320,,3,,11,Stephen F. Austin,2003
rb,Rodney Kinlaw,"Goose Creek, South Carolina",Stratford,65,177,,3,,11,Penn State,2003
k,Barrett Peppers,"Bastrop, Louisiana","",65,160,,3,,11,Tulane,2003
ol,Steven Jones,"Brentwood, Tennessee","",78,291,,4,,11,Tennessee,2003
rb,Jason Jude,"Athens, Alabama","",78,220,,3,,11,Mississippi State,2003
lb,Dane Zaslaw,"Edmond, Oklahoma",Memorial,78,241,,4,,11,Oklahoma,2003
de,Stanley McClover,"Fort Lauderdale, Florida",Dillard,78,245,,4,,12,Auburn,2003
rb,Joey Razzano,"Milford, Ohio","",78,235,,3,,12,Kentucky,2003
db,Ryan Gilliam,"Tallahassee, Florida",Lincoln,65,172,,4,,12,Oregon,2003
te,Joey Thomas,"Austin, Texas",Westlake,78,205,,3,,12,Texas A&M,2003
qb,Patrick Carter,"St. Petersburg, Florida",Lakewood,78,185,,3,,12,Georgia Tech,2003
dt,Tim Duckworth,"Taylorsville, Mississippi",Taylorsville,78,287,,4,,12,Auburn,2003
de,Quentin Groves,"Greenville, Mississippi",Greenville Weston,78,235,,4,,12,Auburn,2003
dt,Matt Malele,"Carson, California",Carson,78,310,,4,,12,California,2003
lb,Vince Hall,"Chesapeake, Virginia",Western Branch,78,230,,4,,12,Virginia Tech,2003
lb,Xavier Adibi,"Hampton, Virginia",Phoebus,78,215,,4,,12,Virginia Tech,2003
db,Daryl Johnson,"New Orleans, Louisiana",O. Perry Walker,78,195,,4,,12,LSU,2003
wr,Craig Davis,"New Orleans, Louisiana",O. Perry Walker,78,185,,4,,12,LSU,2003
ol,Trey Chandler,"Buford, Georgia","",78,255,,4,,12,Georgia,2003
k,David Dyches,"Spring, Texas",Westfield,78,185,,3,,12,Nebraska,2003
ol,Hercules Satele,"Long Beach, California",Poly,78,252,,3,,12,Hawaii,2003
ath,Noah Smith,"Woodland Hills, California",Taft,78,165,,4,,,California,2003
rb,Jason Evans,"Kennesaw, Georgia",Harrison,78,190,,4,,12,Stanford,2003
qb,T.C. Ostrander,"Atherton, California",Menlo Atherton,78,205,,4,,12,Stanford,2003
ol,P.J. Irvin,"Agoura, California","",78,270,,4,,12,UCLA,2003
rb,Eric Packer,"Camden, Alabama",Wilcox Central,65,185,,3,,12,Alabama,2003
wr,Limas Sweed,"Brenham, Texas","",78,203,,4,,13,Texas,2003
k,Jad Dean,"Greenwood, South Carolina",Greenwood High School,65,190,,3,,13,Clemson,2003
db,Chris Felder,"Thomasville, Alabama","",65,170,,4,,13,Alabama,2003
ath,Billy Pittman,"Cameron, Texas",Yoe,78,180,,4,,,Texas,2003
lb,Drean Rucker,"Moreno Valley, California",Canyon Springs,78,229,,4,,13,USC,2003
db,LeRue Rumph,"Clearwater, Florida",Central Catholic,78,210,,4,,13,North Carolina State,2003
ol,Chris Vangas,"Dayton, Ohio",Chaminade-Julienne,78,290,,3,,13,Pittsburgh,2003
dt,Tolifili Liufau,"Honolulu, Hawaii",St. Louis,78,290,,4,,13,Washington State,2003
de,Vince Redd,"Elizabethton, Tennessee",Elizabethton High School,78,240,,4,,13,Virginia,2003
dt,Chris Anderson,"Jacksonville, Florida","",78,295,,4,,13,Florida State,2003
ol,Aaron Sears,"Russellville, Alabama","",78,300,,4,,13,Tennessee,2003
lb,Dana Graydon,"Albany, Georgia",Dougherty,78,210,,4,,13,Georgia,2003
te,Keith Zinger,"Leesville, Louisiana",Leesvile,78,260,,3,,13,LSU,2003
ol,Jarrod Britt,"Marietta, Georgia",Mceachern,78,270,,4,,13,Auburn,2003
de,Chris Patrick,"Ithaca, Michigan","",78,245,,3,,13,Nebraska,2003
qb,Michael Affleck,"Provo, Utah",Timpview,78,225,,4,,13,Arizona State,2003
rb,Breyone Evans,"Bristol, Connecticut",Bristol Central,78,240,,3,,13,Syracuse,2003
rb,Charles Burnley,"Valencia, California",Valencia High,78,180,,3,,13,Oregon State,2003
qb,Joe Dailey,"Jersey City, New Jersey",Saint Peter's Prep,78,202,,3,,13,Nebraska,2003
rb,Lorenzo Bursey,"Long Beach, California",Poly,65,165,,3,,14,Washington State,2003
qb,Drew Tate,"Baytown, Texas",Tyler Lee,78,170,,4,,14,Iowa,2003
db,Ashton Youboty,"Klein, Texas","",78,186,,4,,14,Ohio State,2003
de,Marcus Dixon,"Lindale, Georgia",Pepperrell,78,260,,4,,14,Vanderbilt,2003
ol,Ryan Schuler,"Sioux Falls, South Dakota",Washington,78,270,,4,,14,Nebraska,2003
ath,Courtney Denson,"Miami, Florida",Central,78,185,,4,,,Auburn,2003
rb,Brian Dennison,"Jacksonville, Florida",Mandarin,65,194,,4,,14,North Carolina State,2003
ol,Ian-Yates Cunningham,"Lewisville, Texas",Hebron,78,300,,4,,14,Virginia,2003
wr,Bret Smith,"Warren, Arkansas",Warren,78,175,,4,,14,Tennessee,2003
qb,Kelcy Luke,"Phenix City, Alabama",Central,78,196,,3,,14,Auburn,2003
lb,Danny Verdun,"Thomson, Georgia","",78,230,,4,,14,Georgia,2003
de,Lloyd Blevins,"Birmingham, Alabama",Wenonah,78,220,,3,,14,Auburn,2003
k,Patrick Fisher,"Hyattsville, Maryland",DeMatha,78,240,,3,,14,LSU,2003
lb,Joe Kedra,"Cherry Hill, New Jersey",Camden Catholic,78,225,,4,,14,North Carolina,2003
te,Jon Hamlett,"Forest, Virginia",Jefferson Forest,78,260,,3,,14,North Carolina,2003
db,Dareus Hiley,"Cleveland, Ohio",Glenville Academic Campus,78,180,,4,,14,Ohio State,2003
dt,Brian Soi,"Provo, Utah",Timpview,78,295,,4,,14,Brigham Young,2003
ol,Trevor Rees,"Pearland, Texas","",78,260,,3,,14,Northwestern,2003
dt,Brad Girtman,"Houston, Texas",McAllen Memorial,78,300,,4,,15,Oklahoma State,2003
db,Chris Russell,"Nashville, Tennessee",Hillsboro,78,185,,4,,15,Colorado,2003
qb,Reggie Ball,"Stone Mountain, Georgia",Stephenson,78,185,,3,,15,Georgia Tech,2003
ol,David Price,"Jacksonville, Florida",Mandarin,78,315,,4,,15,Mississippi State,2003
wr,DeCody Fagg,"Quincy, Florida",Shanks,78,185,,4,,15,Florida State,2003
k,Eric Azorr,"Milwaukie, Oregon",Clackamas,65,170,,3,,15,Portland State,2003
lb,Kory Gedin,"Washington, District of Columbia",Gonzaga,78,233,,4,,15,North Carolina,2003
db,Lorenzo Sims,"Fresno, California",Edison,65,180,,4,,15,Colorado,2003
de,Chad Green,"Nashville, North Carolina",Northern Nash,78,215,,3,,15,North Carolina State,2003
rb,Reggie Davis,"Tallahassee, Florida",Godby,78,220,,3,,15,North Carolina State,2003
rb,Jerome Jackson,"Saginaw, Michigan",Saginaw,78,195,,4,,15,Michigan,2003
lb,Rob Lewis,"Van Nuys, California",Montclair College Prep,78,215,,4,,15,Washington,2003
te,Trey Koziol,"Hinsdale, Illinois",Hinsdale Central,78,240,,3,,15,Boston College,2003
de,Marcus Hands,"Wilmington, North Carolina",Laney,78,255,,4,,15,North Carolina,2003
ath,Kenneth Frank,"Cerritos, California",Cerritos,65,180,,3,,,California,2003
ol,Thomas Eckers,"West Point, Mississippi","",78,285,,3,,15,Mississippi,2003
qb,Richard Kovalcheck,"San Diego, California",St. Augustine,78,205,,4,,15,Arizona,2003
ol,Dan Mazan,"Carteret, New Jersey","",78,295,,4,,15,Penn State,2003
rb,Skyler Thornton,"LaGrange, Georgia",La Grange,78,195,,4,,16,Florida,2003
ol,Mike Jones,"Oak Lawn, Illinois",HL Richards,78,305,,4,,16,Iowa,2003
lb,Ali Highsmith,"Miami, Florida",Central,78,220,,3,,16,Miami (FL),2003
k,Ryan Havens,"Odessa, Texas",Permian,65,170,,3,,16,Baylor,2003
dt,Trevor Laws,"Apple Valley, Minnesota","",78,285,,4,,16,Notre Dame,2003
lb,Travis Berry,"New Orleans, Louisiana",O. Perry Walker,78,225,,4,,16,Colorado,2003
de,Ray Edwards,"Cincinnati, Ohio",Woodward,78,235,,4,,16,Purdue,2003
ath,Jermaine Moreira,"Palm Beach, Florida",Palm Beach Dwyer,65,175,,3,,,Kansas State,2003
de,Dominic Cooper,"New Orleans, Louisiana",O. Perry Walker,78,217,,3,,16,LSU,2003
qb,Matt Flynn,"Tyler, Texas",Tyler Lee,78,216,,4,,16,LSU,2003
ol,Cody Wallace,"Cuero, Texas","",78,295,,3,,16,Texas A&M,2003
db,Maurice Nelson,"Sumter, South Carolina",Crestwood,78,210,,4,,16,Clemson,2003
db,Tony Gonzalez,"Cleveland, Ohio",St. Ignatius,78,187,,4,,16,Ohio State,2003
te,John Carlson,"Litchfield, Minnesota","",78,220,,3,,16,Notre Dame,2003
rb,Josh Balloon,"Tampa, Florida",Jefferson,78,212,,3,,16,South Florida,2003
rb,Brenton Bolden,"Houston, Texas",Clear Creek,78,190,,3,,16,Arizona,2003
de,Chris Harrington,"Houston, Texas",St. Pius X,78,245,,3,,17,Texas A&M,2003
