position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
te,Austin Seferian-Jenkins,"Gig Harbor, Washington",Gig Harbor,78,250,,4,,2,Washington,2011
ath,Colt Lyerla,"Hillsboro, Oregon",Hillsboro,78,225,,5,,2,Oregon,2011
ol,Mo Latu,"Gilbert, Arizona",Perry,0,306,,4,,2,Arizona State,2011
wr,Trey Metoyer,"Whitehouse, Texas",Whitehouse,78,198,,5,,2,Oklahoma,2011
rb,Trayion Durham,"Cincinnati, Ohio",Colerain,78,230,,3,,2,Kent State,2011
k,Andre Heidari,"Bakersfield, California",Stockdale,65,185,,3,,2,USC,2011
lb,Stephone Anthony,"Wadesboro, North Carolina",Anson,78,220,,5,,3,Clemson,2011
wr,Sammy Watkins,"Fort Myers, Florida",South Fort Myers,78,180,,5,,3,Clemson,2011
ath,Marqise Lee,"Gardena, California",Junipero Serra,78,187,,4,,3,USC,2011
de,Aaron Lynch,"Cape Coral, Florida",Island Coast,78,245,,4,,3,Notre Dame,2011
ol,Landon Turner,"Harrisonburg, Virginia",Harrisonburg,0,311,,4,,3,North Carolina,2011
te,Jace Amaro,"San Antonio, Texas",Macarthur,78,237,,4,,3,Texas Tech,2011
de,Anthony Chickillo,"Tampa, Florida",Alonso,0,226,,4,,3,Miami (FL),2011
rb,Justice Hayes,"Grand Blanc, Michigan",Grand Blanc,0,175,,4,,3,Michigan,2011
qb,Max Wittek,"Santa Ana, California",Mater Dei,78,215,,4,,3,USC,2011
qb,Jacoby Brissett,"West Palm Beach, Florida",Dwyer,78,225,,4,,3,Florida,2011
lb,Lamar Dawson,"Danville, Kentucky",Boyle County,78,230,,4,,3,USC,2011
ol,Brian Bobek,"Palatine, Illinois",Fremd,0,278,,4,,3,Ohio State,2011
dt,Michael Bennett,"Centerville, Ohio",Centerville,78,275,,4,,3,Ohio State,2011
db,Damian Swann,"Atlanta, Georgia",Grady,78,175,,4,,3,Georgia,2011
db,Erique Florence,"Valley, Alabama",Valley,78,181,,4,,3,Auburn,2011
ol,Christian Westerman,"Chandler, Arizona",Hamilton,78,288,,4,,3,Auburn,2011
rb,Brandon Williams,"Brookshire, Texas",Royal,78,188,,5,,3,Oklahoma,2011
k,Kyle Christy,"Brownsburg, Indiana",Brownsburg,78,175,,3,,3,Florida,2011
ath,LaDarius Brown,"Waxahachie, Texas",Waxahachie,78,190,,4,,4,TCU,2011
rb,Isaiah Crowell,"Columbus, Georgia",Carver,65,210,,5,,4,Georgia,2011
ol,Brandon Shell,"Charleston, South Carolina",Goose Creek,78,290,,4,,4,South Carolina,2011
wr,Jarvis Landry,"Lutcher, Louisiana",Lutcher,65,178,,5,,4,LSU,2011
dt,Jordan Phillips,"Towanda, Kansas",Circle,78,290,,4,,4,Oklahoma,2011
db,Gerod Holliman,"Miami, Florida",Southridge,78,180,,4,,4,Louisville,2011
de,Xzavier Dickson,"Griffin, Georgia",Griffin,78,238,,4,,4,Alabama,2011
lb,Steve Edmond,"Daingerfield, Texas",Daingerfield,78,245,,4,,4,Texas,2011
rb,Amir Carlisle,"Sunnyvale, California",Kings Academy,0,181,,4,,4,USC,2011
db,Quandre Diggs,"Angleton, Texas",Angleton,65,188,,4,,4,Texas,2011
te,Jay Rome,"Valdosta, Georgia",Valdosta,78,255,,4,,4,Georgia,2011
ol,Ryne Reeves,"Crete, Nebraska",Crete,78,300,,4,,4,Nebraska,2011
rb,Tyler Cierski,"Hoschton, Georgia",Mill Creek,78,240,,3,,4,Maryland,2011
ol,Cyrus Hobbi,"Scottsdale, Arizona",Saguaro,78,285,,4,,4,USC,2011
de,Jeoffrey Pagan,"Asheville, North Carolina",Asheville,78,272,,4,,4,Alabama,2011
lb,James Vaughters,"Tucker, Georgia",Tucker,78,233,,4,,4,Stanford,2011
qb,J.W. Walsh,"Denton, Texas",Guyer,78,190,,4,,4,Oklahoma State,2011
qb,Christian LeMay,"Matthews, North Carolina",Butler,78,200,,4,,4,Georgia,2011
db,Demetrious Nicholson,"Virginia Beach, Virginia",Bayside,0,167,,4,,5,Virginia,2011
qb,Kiehl Frazier,"Springdale, Arkansas",Shiloh Christian,78,212,,4,,5,Auburn,2011
rb,Mike Bellamy,"Punta Gorda, Florida",Charlotte,65,185,,5,,5,Clemson,2011
rb,Quan Bray,"Lagrange, Georgia",Troup,65,178,,4,,5,Auburn,2011
ol,Sedrick Flowers,"Galena Park, Texas",North Shore,78,280,,4,,5,Texas,2011
wr,Devon Blackmon,"Fontana, California",Summit,78,175,,4,,5,Oregon,2011
de,Greg Townsend Jr.,"Beverly Hills, California",Beverly Hills,78,242,,4,,5,USC,2011
qb,Brandon Allen,"Fayetteville, Arkansas",Fayetteville,0,214,,4,,5,Arkansas,2011
dt,Delvon Simmons,"McKeesport, Pennsylvania",McKeesport,78,265,,4,,5,Texas Tech,2011
lb,Brent Calloway,"Russellville, Alabama",Russellville,0,210,,4,,5,Alabama,2011
lb,Lawrence Thomas,"Detroit, Michigan",Renaissance,78,232,,4,,5,Michigan State,2011
db,Corey Moore,"Griffin, Georgia",Griffin,78,195,,4,,5,Georgia,2011
ol,Tony Morales,"Arlington, Texas",Sam Houston,78,300,,4,,5,Texas Tech,2011
ath,Christian French,"Cedar Rapids, Iowa",Kennedy,78,229,,4,,5,Oregon,2011
de,Ben Councell,"Asheville, North Carolina",A. C. Reynolds,78,225,,4,,5,Notre Dame,2011
te,A.C. Leonard,"Jacksonville, Florida",University Christian School,0,232,,4,,5,Florida,2011
ol,Tyler Moore,"Clearwater, Florida",Countryside,78,295,,4,,5,Nebraska,2011
rb,Travis Riley,"Kannapolis, North Carolina",Brown,78,210,,3,,5,North Carolina,2011
te,Eric MacLain,"Fayetteville, North Carolina",Jack Britt,78,245,,4,,6,Clemson,2011
wr,Odell Beckham Jr.,"New Orleans, Louisiana",Isidore Newman School,65,165,,4,,6,LSU,2011
ath,Bubba Starling,"Gardner, Kansas",Gardner Edgerton,0,193,,4,,6,Nebraska,2011
qb,Teddy Bridgewater,"Miami, Florida",Northwestern,78,185,,4,,6,Louisville,2011
ol,Matthew Hegarty,"Aztec, New Mexico",Aztec,78,265,,4,,6,Notre Dame,2011
rb,Mike Blakely,"Bradenton, Florida",Manatee,65,194,,4,,6,Florida,2011
de,Anthony Zettel,"West Branch, Michigan",Ogemaw Heights,0,254,,4,,6,Penn State,2011
ol,Ryan Kelly,"West Chester, Ohio",Lakota West,78,270,,3,,6,Alabama,2011
dt,Christian Heyward,"San Diego, California",Point Loma,0,269,,4,,6,USC,2011
qb,David Ash,"Belton, Texas",Belton,78,195,,3,,6,Texas,2011
rb,Andrew Buie,"Jacksonville, Florida",Trinity Christian,65,188,,4,,6,West Virginia,2011
lb,Anthony Wallace,"Dallas, Texas",Skyline,78,220,,4,,6,Oregon,2011
lb,Tre Madden,"Mission Viejo, California",Mission Viejo,78,215,,4,,6,USC,2011
de,Deion Barnes,"Philadelphia, Pennsylvania",Northeast,78,220,,4,,6,Penn State,2011
ol,Brandon Clemons,"Milford, Pennsylvania",Delaware Valley,78,255,,4,,6,Michigan State,2011
db,Wayne Lyons,"Ft. Lauderdale, Florida",Dillard,78,190,,4,,6,Stanford,2011
db,Charles Jackson,"Klein, Texas",Klein Collins,65,180,,4,,6,Nebraska,2011
rb,Savon Huggins,"Jersey City, New Jersey",St. Peter's Prep,78,190,,4,,7,Rutgers,2011
lb,Trey DePriest,"Springfield, Ohio",Springfield,78,231,,4,,7,Alabama,2011
dt,Desmond Jackson,"Houston, Texas",Westfield,0,278,,4,,7,Texas,2011
qb,Kyle Boehm,"San Jose, California",Archbishop Mitty,78,205,,3,,7,California,2011
de,Steve Miller,"Canton, Ohio",McKinley,78,230,,4,,7,Ohio State,2011
de,Kenny Hayes,"Toledo, Ohio",Whitmer,78,240,,4,,7,Ohio State,2011
db,Doran Grant,"Akron, Ohio",St. Vincent-St. Mary,65,171,,4,,7,Ohio State,2011
ath,George Atkinson III,"Livermore, California",Granada,0,194,,4,,7,Notre Dame,2011
lb,Kendall Thompson,"Carthage, Texas",Carthage,78,232,,4,,7,Texas,2011
db,Jonathan Rose,"Leeds, Alabama",Leeds,78,170,,4,,7,Auburn,2011
ol,Austin Blythe,"Williamsburg, Iowa",Williamsburg,78,280,,4,,7,Iowa,2011
wr,Nickolas Brassell,"Batesville, Mississippi",South Panola,78,175,,4,,7,Mississippi,2011
ol,Sterling Lovelady,"Navarre, Florida",Navarre,78,283,,3,,7,Florida State,2011
ol,Antonio Richardson,"Nashville, Tennessee",Pearl-Cohn,78,310,,4,,7,Tennessee,2011
te,Ben Koyack,"Oil City, Pennsylvania",Oil City Senior,78,230,,4,,7,Notre Dame,2011
qb,Jamal Turner,"Arlington, Texas",Sam Houston,78,175,,4,,7,Nebraska,2011
de,Sterling Bailey,"Gainesville, Georgia",East Hall,78,260,,4,,8,Georgia,2011
ol,Bobby Hart,"Fort Lauderdale, Florida",St. Thomas Aquinas,0,283,,4,,8,Florida State,2011
rb,Aaron Green,"San Antonio, Texas",Madison,0,191,,4,,8,Nebraska,2011
db,Glenn Faulkner,"East St. Louis, Illinois",East St. Louis,78,194,,4,,8,Kentucky,2011
dt,Viliami Moala,"Sacramento, California",Grant,0,326,,4,,8,California,2011
rb,Brandon Wright,"Las Vegas, Nevada",Palo Verde,0,173,,3,,8,San Diego State,2011
lb,A.J. Johnson,"Gainesville, Georgia",Gainesville,78,226,,4,,8,Tennessee,2011
qb,Michael Eubank,"Corona, California",Centennial,0,232,,4,,8,Arizona State,2011
de,Jermauria Rasco,"Shreveport, Louisiana",Evangel Christian,0,227,,4,,8,LSU,2011
lb,Anthony Sarao,"Absecon, New Jersey",Holy Spirit,78,220,,4,,8,USC,2011
ath,Anthony Pierson,"East St. Louis, Illinois",East St. Louis,65,175,,4,,8,Kansas,2011
te,Ray Hamilton,"Strongsville, Ohio",Strongsville,78,230,,4,,8,Iowa,2011
qb,Reilly O'Toole,"Wheaton, Illinois",Wheaton Warrenville South,78,215,,3,,8,Illinois,2011
db,Nick Waisome,"Groveland, Florida",South Lake,65,171,,4,,8,Florida State,2011
wr,Kelvin Benjamin,"Belle Glade, Florida",Glades Central,78,210,,4,,8,Florida State,2011
ol,Jarrod James,"Pikeville, North Carolina",Charles B Aycock,78,276,,4,,8,North Carolina,2011
ol,Ethan Hutson,"Destrehan, Louisiana",Destrehan,78,295,,3,,8,Mississippi,2011
ol,Donovan Smith,"Owings Mills, Maryland",Owings Mills,0,270,,4,,9,Penn State,2011
qb,Marquise Williams,"Charlotte, North Carolina",Mallard Creek,78,218,,4,,9,North Carolina,2011
db,James Sample,"Sacramento, California",Grant,78,195,,4,,9,Washington,2011
dt,Phillip Dukes,"Manning, South Carolina",Manning,78,295,,4,,9,South Carolina,2011
wr,Jaxon Shipley,"Brownwood, Texas",Brownwood,78,170,,4,,9,Texas,2011
db,Stefan McClure,"Vista, California",Vista,65,170,,4,,9,California,2011
lb,Jason Gibson,"Gardena, California",Junipero Serra,0,212,,4,,9,California,2011
de,Brennan Scarlett,"Portland, Oregon",Central Catholic,78,255,,4,,9,California,2011
te,Brian Miller,"Andover, Massachusetts",Andover,78,215,,4,,9,Boston College,2011
ol,David Andrews,"Norcross, Georgia",Wesleyan,0,275,,3,,9,Georgia,2011
ath,Rodney Coe,"Edwardsville, Illinois",Edwardsville,78,230,,4,,9,Iowa,2011
ol,Jordan Rigsbee,"Chico, California",Pleasant Valley,0,275,,4,,9,California,2011
rb,DeVondrick Nealy,"Monticello, Florida",Jefferson County,65,175,,3,,9,Iowa State,2011
de,Norkeithus Otis,"Gastonia, North Carolina",Ashbrook,78,200,,4,,9,North Carolina,2011
lb,Travis Hughes,"Virginia Beach, Virginia",Kempsville,0,228,,4,,9,North Carolina,2011
rb,Kenny Hilliard,"Patterson, Louisiana",Patterson,78,218,,4,,9,LSU,2011
qb,Tony McNeal,"Chester, South Carolina",Chester,78,190,,3,,9,Clemson,2011
rb,Devonta Freeman,"Miami, Florida",Miami Central,65,180,,4,,10,Florida State,2011
dt,Danny Shelton,"Auburn, Washington",Auburn,78,300,,4,,10,Washington,2011
ol,Andre Yruretagoyena,"Scottsdale, Arizona",Chaparral,78,258,,4,,10,Oregon,2011
db,Blake Countess,"Owings Mills, Maryland",Good Counsel,65,171,,4,,10,Michigan,2011
qb,Chad Jeffries,"Glendora, California",Glendora,78,195,,3,,10,San Diego State,2011
lb,Lateek Townsend,"Bennettsville, South Carolina",Marlboro County,0,197,,4,,10,Clemson,2011
de,Giorgio Newberry,"Fort Pierce, Florida",Fort Pierce Central,78,255,,4,,10,Florida State,2011
ath,Darius Jennings,"Baltimore, Maryland",Gilman School,78,180,,4,,10,Virginia,2011
lb,Jake Keefer,"Baldwin, Wisconsin",Baldwin-Woodville,78,215,,4,,10,Wisconsin,2011
qb,Jerrard Randall,"Hollywood, Florida",Chaminade Madonna,78,189,,4,,10,LSU,2011
te,Brandon Fulse,"Fort Meade, Florida",Fort Meade,0,247,,4,,10,Auburn,2011
db,Jabari Gorman,"Miami, Florida",Monsignor Pace,65,170,,4,,10,Florida,2011
ol,Jordan Walsh,"Glen Ellyn, Illinois",Glenbard West,78,275,,4,,10,Iowa,2011
de,Andre Sturdivant,"Cleveland, Ohio",Glenville Academic Campus,0,249,,4,,10,Toledo,2011
rb,Justus Pickett,"Charlotte, North Carolina",Ardrey Kell,65,183,,3,,10,Maryland,2011
wr,Marvin Shinn,"Prichard, Alabama",Vigor,78,177,,4,,10,Alabama,2011
ol,Isaac Luatua,"La Mirada, California",La Mirada,0,299,,3,,10,Alabama,2011
wr,Charone Peake,"Roebuck, South Carolina",Dorman,78,200,,4,,11,Clemson,2011
qb,Gary Nova,"Ramsey, New Jersey",Don Bosco Prep,78,210,,3,,11,Rutgers,2011
db,Louchiez Purifoy,"Pensacola, Florida",Pine Forest,78,170,,4,,11,Florida,2011
qb,DaMarcus Smith,"Louisville, Kentucky",Seneca,78,180,,4,,11,UCF,2011
dt,Quincy Russell,"San Antonio, Texas",Sam Houston,78,289,,4,,11,Texas,2011
rb,Brendan Bigelow,"Fresno, California",Central East,65,180,,4,,11,California,2011
lb,Chet Moss,"Cedar Park, Texas",Cedar Park,78,219,,4,,11,Texas,2011
de,Chase Farris,"Elyria, Ohio",Elyria,78,265,,4,,11,Ohio State,2011
rb,Eric Beverly,"Jacksonville, Florida",First Coast,65,210,,3,,11,Florida State,2011
lb,Jabari Hunt-Days,"Powder Springs, Georgia",Hillgrove,78,226,,4,,11,Georgia Tech,2011
te,M.J. McFarland,"El Paso, Texas",El Dorado,0,236,,4,,11,Texas,2011
de,Anthony Rabasa,"Miami, Florida",Columbus,0,220,,3,,11,Notre Dame,2011
ath,Dominique Terrell,"Manassas, Virginia",Osbourn,65,175,,4,,11,Virginia,2011
ol,Ryker Mathews,"American Fork, Utah",American Fork,0,277,,4,,11,Brigham Young,2011
ol,Corey White,"Baton Rouge, Louisiana",Capitol,78,280,,4,,11,LSU,2011
ol,Ryan Norton,"Mauldin, South Carolina",Mauldin,78,274,,3,,11,Clemson,2011
db,Avery Walls,"McDonough, Georgia",Eagle's Landing Christian,65,184,,4,,11,California,2011
qb,Marcus Mariota,"Honolulu, Hawaii",St. Louis,78,185,,3,,12,Oregon,2011
qb,Cardale Jones,"Cleveland, Ohio",Glenville Academic Campus,0,217,,3,,12,Ohio State,2011
db,Floyd Raven,"Reserve, Louisiana",East St. John,78,180,,4,,12,Texas A&M,2011
de,Todd Barr,"Lakewood, California",Lakewood,78,265,,4,,12,California,2011
lb,Ramik Wilson,"Tampa, Florida",Jefferson,78,218,,4,,12,Georgia,2011
rb,Romar Morris,"Salisbury, North Carolina",Salisbury,65,175,,3,,12,North Carolina,2011
rb,Kelsey Young,"Norco, California",Norco,65,192,,4,,12,Stanford,2011
de,Ricardo Williams,"Homestead, Florida",Homestead,78,210,,3,,12,Miami (FL),2011
ath,Mykkele Thompson,"San Antonio, Texas",John Paul Stevens,78,182,,4,,12,Texas,2011
te,Max Stevenson,"Klein, Texas",Klein Oak,0,240,,4,,12,Oklahoma,2011
ol,Ryan Klachko,"Springfield, Illinois",Sacred Heart Griffin,78,287,,4,,12,Nebraska,2011
wr,DeAnthony Arnett,"Saginaw, Michigan",Saginaw,0,167,,4,,12,Tennessee,2011
lb,Curt Maggitt,"West Palm Beach, Florida",Dwyer,78,195,,4,,12,Tennessee,2011
db,Sheldon Royster,"Jersey City, New Jersey",St. Peter's Prep,78,185,,4,,12,South Carolina,2011
dt,Marquis Anderson,"Cibolo, Texas",Steele,78,280,,4,,12,Oklahoma,2011
ol,Brey Cook,"Springdale, Arkansas",Har-Ber,78,314,,4,,12,Arkansas,2011
ol,Tarik Cook,"Stone Mountain, Georgia",Stephenson,78,294,,3,,12,UCF,2011
qb,Connor Cook,"Cuyahoga Falls, Ohio",Walsh Jesuit,0,197,,3,,13,Michigan State,2011
ath,Bill Belton,"Atco, New Jersey",Winslow Township,0,191,,4,,13,Penn State,2011
dt,Gabe Wright,"Columbus, Georgia",Carver,78,273,,4,,13,Auburn,2011
ol,Trip Thurman,"Dover, Delaware",Dover,0,302,,4,,13,Florida,2011
wr,Kasen Williams,"Sammamish, Washington",Skyline,0,197,,4,,13,Washington,2011
db,Tevin Mitchel,"Mansfield, Texas",Legacy,78,175,,4,,13,Arkansas,2011
te,Nick Vannett,"Westerville, Ohio",Westerville Central,78,230,,4,,13,Ohio State,2011
lb,Amarlo Herrera,"College Park, Georgia",North Clayton,78,224,,4,,13,Georgia,2011
ol,Aaron Morris,"Jackson, Mississippi",Callaway,78,310,,4,,13,Mississippi,2011
de,D.J. Pettway,"Pensacola, Florida",Catholic,78,255,,4,,13,Alabama,2011
lb,Leilon Willingham,"Denver, Colorado",Mullen,78,240,,4,,13,UCF,2011
rb,Ka'Deem Carey,"Oro Valley, Arizona",Canyon Del Oro,65,180,,4,,13,Arizona,2011
ol,Trey Pettis,"Deland, Florida",Deland,78,290,,3,,13,Florida State,2011
db,Dondi Kirby,"Monroeville, Pennsylvania",Gateway,78,180,,4,,13,Illinois,2011
de,Samuel Ukwuachu,"Pearland, Texas",Pearland,78,203,,3,,13,Boise State,2011
rb,Antwan Gilbert,"Trotwood, Ohio",Trotwood-Madison,65,175,,3,,13,Toledo,2011
qb,Michael Brewer,"Austin, Texas",Lake Travis,78,175,,3,,13,Texas Tech,2011
qb,Johnny Manziel,"Kerrville, Texas",Tivy,78,193,,3,,14,Texas A&M,2011
dt,Marquise Wright,"Paramus, New Jersey",Paramus Catholic,78,265,,4,,14,Rutgers,2011
de,Cedric Reed,"Cleveland, Texas",Cleveland,0,240,,4,,14,Texas,2011
ol,Josh Cochran,"Hallsville, Texas",Hallsville,78,278,,4,,14,Texas,2011
rb,Tre Mason,"Lake Worth, Florida",Park Vista,65,190,,4,,14,Auburn,2011
ath,Raymon Taylor,"Detroit, Michigan",Highland Park,0,167,,4,,14,Michigan,2011
wr,Bradley Sylve,"Port Sulphur, Louisiana",South Plaquemines,65,175,,4,,14,Alabama,2011
de,Matt Roth,"Ponte Vedra, Florida",Nease,78,225,,3,,14,Virginia Tech,2011
te,Chris Barnett,"Hurst, Texas",L. D. Bell,78,245,,4,,14,Michigan,2011
db,Josh Turner,"Oklahoma City, Oklahoma",Millwood,78,175,,4,,14,Texas,2011
rb,Julius Pendergrass,"Chester, South Carolina",Chester,65,185,,3,,14,South Carolina State,2011
ol,Trai Turner,"New Orleans, Louisiana",St. Augustine,78,340,,4,,14,LSU,2011
db,Cortez Davis,"Daytona Beach, Florida",Mainland,78,200,,4,,14,Clemson,2011
lb,Zack Shaw,"Coshocton, Ohio",Coshocton,78,218,,4,,14,Indiana,2011
qb,Michael Bercovici,"Woodland Hills, California",Taft,78,205,,3,,14,Arizona State,2011
ol,Mack Crowder,"Bristol, Tennessee",Tennessee,78,270,,3,,14,Tennessee,2011
lb,Ryan Shazier,"Plantation, Florida",Plantation,78,205,,4,,14,Ohio State,2011
ath,Nick Marshall,"Rochelle, Georgia",Wilcox County,78,185,,4,,15,Georgia,2011
de,Kyle George,"Willingboro, New Jersey",Willingboro,78,235,,3,,15,Rutgers,2011
wr,T.J. Thorpe,"Durham, North Carolina",Jordan,78,180,,4,,15,North Carolina,2011
ol,Garrett Greenlea,"Klein, Texas",Klein Collins,78,300,,4,,15,Texas,2011
db,Albert Louis-Jean,"Brockton, Massachusetts",Brockton,0,172,,4,,15,Boston College,2011
db,Eilar Hardy,"Pickerington, Ohio",Pickerington Central,78,175,,4,,15,Notre Dame,2011
lb,David Santos,"Klein, Texas",Klein Collins,0,212,,4,,15,Nebraska,2011
rb,Jameel Poteat,"Harrisburg, Pennsylvania",Bishop McDevitt,65,195,,4,,15,Cincinnati,2011
te,Austin Traylor,"Columbus, Ohio",Walnut Ridge,78,210,,4,,15,Wisconsin,2011
rb,B.J. Allen,"Tatum, Texas",Tatum,65,185,,3,,15,Baylor,2011
de,Charlie Hopkins,"Spokane, Washington",Gonzaga Prep,0,240,,4,,15,Stanford,2011
ol,Jake Brendel,"Plano, Texas",Plano East,78,268,,3,,15,UCLA,2011
ol,Marcus Jackson,"Vero Beach, Florida",Vero Beach,78,315,,4,,15,Tennessee,2011
dt,Jordan Wade,"Round Rock, Texas",Stony Point,78,293,,4,,15,Oklahoma,2011
qb,Kevin Hogan,"Washington, District of Columbia",Gonzaga,78,200,,3,,15,Stanford,2011
qb,Brock Berglund,"Highlands Ranch, Colorado",Valor Christian,78,205,,3,,15,Kansas,2011
qb,Everett Golson,"Myrtle Beach, South Carolina",Myrtle Beach,78,170,,3,,16,Notre Dame,2011
wr,Miles Shuler,"Long Branch, New Jersey",Long Branch,65,173,,4,,16,Rutgers,2011
lb,Graham Stewart,"Middletown, Connecticut",Xavier,78,216,,4,,16,Florida,2011
ol,Tyler Johnstone,"Chandler, Arizona",Hamilton,78,260,,4,,16,Oregon,2011
rb,Remound Wright,"Fort Wayne, Indiana",Bishop Dwenger,65,190,,4,,16,Stanford,2011
db,Howard Matthews,"League City, Texas",Clear Springs,78,200,,4,,16,Texas A&M,2011
db,Sheroid Evans,"Sugar Land, Texas",Dulles,78,185,,4,,16,Texas,2011
de,Cooper Washington,"Muleshoe, Texas",Muleshoe,78,225,,3,,16,Texas Tech,2011
lb,Nicholas Grigsby,"Trotwood, Ohio",Trotwood-Madison,78,204,,4,,16,Pittsburgh,2011
de,Brennen Beyer,"Canton, Michigan",Plymouth,78,222,,4,,16,Michigan,2011
dt,Todd Peat Jr.,"Tempe, Arizona",Corona Del Sol,78,300,,4,,16,Nebraska,2011
qb,Corbin Berkstresser,"Lee's Summit, Missouri",Lee's Summit,0,224,,3,,16,Missouri,2011
te,Malcolm Faciane,"Picayune, Mississippi",Picayune,78,265,,4,,16,Alabama,2011
ath,Cody Prewitt,"Bay Springs, Mississippi",Sylva Bay Academy,78,200,,4,,16,Mississippi,2011
te,Jerell Adams,"Summerton, South Carolina",Scotts Branch,78,220,,3,,17,South Carolina,2011
de,Shane Ray,"Shawnee Mission, Kansas",Bishop Miege,0,221,,3,,17,Missouri,2011
rb,Harvey Langi,"South Jordon, Utah",Bingham,0,220,,4,,17,Utah,2011
ath,Ameer Abdullah,"Homewood, Alabama",Homewood,65,177,,3,,17,Nebraska,2011
db,Robenson Therezie,"Miami, Florida",Jackson,65,180,,4,,17,Auburn,2011
dt,Mickey Johnson,"Covington, Louisiana",St. Paul's,78,310,,4,,17,LSU,2011
ol,Mitch Smothers,"Springdale, Arkansas",Springdale,78,291,,3,,17,Arkansas,2011
db,Ifo Ekpre-Olomu,"Chino Hills, California",Chino Hills,65,180,,4,,17,Oregon,2011
ol,Kiaro Holts,"Indianapolis, Indiana",Warren Central,78,270,,4,,17,North Carolina,2011
qb,Christian Suntrup,"St. Louis, Missouri",Chaminade,0,205,,3,,17,Boston College,2011
qb,Patrick Coyne,"Cincinnati, Ohio",Badin,78,220,,3,,17,Cincinnati,2011
wr,Donte Moncrief,"Raleigh, Mississippi",Raleigh,0,203,,4,,17,Mississippi,2011
lb,Trevon Randle,"League City, Texas",Clear Springs,0,205,,3,,17,LSU,2011
de,Davon Moreland,"Los Angeles, California",Salesian,78,225,,4,,17,Southern Methodist,2011
lb,Steven Daniels,"Cincinnati, Ohio",St. Xavier,78,225,,4,,17,Boston College,2011
dt,Mustafa Jalil,"San Diego, California",Cathedral Catholic,78,300,,4,,18,California,2011
db,Chris Jones,"Adamsville, Alabama",Minor,78,185,,4,,18,Alabama,2011
qb,Jacob Coker,"Mobile, Alabama",St. Paul's,78,210,,3,,18,Florida State,2011
