position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
ol,Jack Tipton,"Arvada, Colorado",Pomona,78,280,,3,,38,Colorado,2002
de,Darryl Tapp,"Chesapeake, Virginia",Deep Creek,78,225,,3,,,Virginia Tech,2002
dt,Tory Collins,"Fortier, Louisiana","",78,250,,3,,38,LSU,2002
ol,Kyle Cook,"Macomb, Michigan",Dakota,78,280,,3,,38,Michigan State,2002
ath,Will Herring,"Opelika, Alabama","",78,205,,3,,38,Auburn,2002
rb,"John ""J.P."" Humber","Lakeland, Florida",George Jenkins,78,210,,3,,,Maryland,2002
wr,Mike Jefferson,"El Paso, Texas",Parkland,78,200,,3,,39,Arizona,2002
dt,Brandon Fails,"Colleyville, Texas",Heritage School,78,295,,3,,39,Texas A&M,2002
lb,Demeco Ryans,"Bessemer, Alabama",Jess Lanier,78,212,,3,,39,Alabama,2002
rb,Justice Hairston,"New Britain, Connecticut","",78,205,,3,,39,Iowa,2002
ol,Alex Potasi,"Harbor City, California",Narbonne,78,320,,3,,39,UCLA,2002
db,Chauncey Malone,"Trinity, Alabama",West Morgan,78,180,,3,,39,Alabama,2002
ath,Antonio Gonzalez,"Framingham, Massachusetts",Worcester Prep,65,178,,3,,39,Boston College,2002
ol,Chris White,"Chester, South Carolina","",78,290,,3,,39,South Carolina,2002
rb,Jerome Lewis,"Carrollton, Texas",Turner,65,175,,3,,,Kansas,2002
de,Richard Freeman,"Brentwood, Tennessee","",78,230,,3,,,Vanderbilt,2002
te,Brian Sykora,"Bloomington, Minnesota",Jefferson,78,210,,3,,39,Minnesota,2002
de,Brad Brezina,"Athens, Georgia",Athens Academy,78,265,,3,,39,Georgia Tech,2002
db,Robert James,"Phoenix, Arizona",Maryvale,65,180,,3,,39,Arizona State,2002
lb,Akin Akinniyi,"Carrollton, Texas",Creekview,78,205,,3,,40,Arizona,2002
wr,Damien Collins,"Dallas, Texas",Bryan,78,187,,3,,40,Oklahoma State,2002
de,Eric Zilisch,"Hartland, Wisconsin",Arrowhead,78,225,,3,,,Iowa,2002
dt,Brandon Greeson,"High Point, North Carolina",Central,78,315,,3,,40,Nebraska,2002
ol,Brandon Robinson,"South Forsyth, Georgia","",78,265,,3,,40,South Carolina,2002
te,Gabe Hall,"Lubbock, Texas",Coronado,78,235,,3,,40,Texas Tech,2002
de,Bobby Payne,"Morrilton, Arkansas","",78,261,,3,,40,Arkansas,2002
db,Chris Reis,"Roswell, Georgia","",78,204,,3,,40,Georgia Tech,2002
ol,Joseph Karaska,"Southfield, Michigan",Lathrup,78,315,,3,,40,Michigan State,2002
lb,Mark Zalewski,"Wausau, Wisconsin",East High School,78,225,,3,,40,Wisconsin,2002
db,Joe Garcia,"Los Alamitos, California","",78,180,,3,,40,UCLA,2002
ath,Brandon Coleman,"Miami, Florida",North,78,195,,3,,40,Missouri,2002
ath,Michael Sampson,"Lewisville, Texas","",78,190,,3,,41,Georgia Tech,2002
ol,Jeromey Clary,"Arlington, Texas",Mansfield,78,290,,3,,41,Kansas State,2002
dt,Quintin Echols,"Fort Worth, Texas",Wyatt,78,300,,3,,41,Kansas State,2002
lb,Patrick Lowery,"Mocksville, North Carolina",Davie County,78,227,,3,,41,North Carolina State,2002
wr,Thomas Bachman,"Shreveport, Louisiana",Evangel Christian,65,180,,3,,41,Texas Tech,2002
de,Eli Nichols,"Crawfordville, Florida",Wakulla,78,220,,3,,,Duke,2002
de,Joel Penton,"Van Wert, Ohio","",78,235,,3,,41,Ohio State,2002
db,Cavari Dailey,"Plantation, Florida","",78,195,,3,,41,Auburn,2002
rb,Donnie McCleskey,"La Puente, California",Bishop Amat,65,185,,3,,41,California,2002
lb,Jeff Burns,"Basking Ridge, New Jersey",Ridge,78,210,,3,,41,Boston College,2002
db,Matthew Fountaine,"Oakland, California",Bishop O'Dowd,65,182,,3,,41,Washington,2002
db,Lamon Means,"Galena Park, Texas","",78,185,,3,,42,Arizona,2002
lb,Glenn Jackson,"Carrollton, Texas",Turner,78,210,,3,,42,Oklahoma State,2002
db,Willie Andrews,"Longview, Texas","",65,180,,3,,42,Baylor,2002
de,Kirby Joseph,"Lake Charles, Louisiana",Washington-Marion,78,220,,3,,,UCLA,2002
rb,Malcolm Ruff,"Baltimore, Maryland",Gilman School,78,217,,3,,42,Duke,2002
wr,Nathaniel Banks,"Liberty, Mississippi",Amite County,65,179,,3,,42,Mississippi,2002
te,Patrick Fleming,"Colleyville, Texas",Heritage School,78,270,,3,,42,Texas A&M,2002
lb,Andy Matakis,"Corpus Christi, Texas",Flour Bluff,78,220,,3,,42,Texas A&M,2002
ath,Carlton â€œC.J.â€ Woodard,"Hendersonville, North Carolina",Northern Vance,78,170,,3,,42,Duke,2002
de,Andy Boyd,"Concord, North Carolina","",78,250,,3,,42,South Carolina,2002
dt,Leroy Harris,"Raleigh, North Carolina",Southeast,78,280,,3,,42,North Carolina State,2002
ol,Stephon Heyer,"Snellville, Georgia",Brookwood,78,260,,3,,42,Maryland,2002
ol,Mark Bihl,"Washington Court House, Ohio","",78,260,,3,,42,Michigan,2002
ath,Chad Schroeder,"Austin, Texas",Westlake,78,170,,3,,43,Texas A&M,2002
lb,Akarika Dawn,"Sugarland, Texas",Kempner,78,205,,3,,43,Colorado,2002
ol,Grant Dickey,"Tyler, Texas",Tyler Lee,78,305,,3,,43,Alabama,2002
dt,Will Down,"Escondido, California",San Pasqual,78,280,,3,,43,Colorado,2002
db,Michael Gilmore,"Greenville, South Carolina",JL Mann,78,170,,3,,43,North Carolina,2002
lb,Brian Robison,"Splendora, Texas","",78,248,,3,,43,Texas,2002
wr,Jason Lilly,"Dover, Delaware","",78,205,,3,,43,Boston College,2002
te,Chad Baca,"Colleyville, Texas",Herritage,78,225,,3,,43,Purdue,2002
de,Jordan Reffett,"Moses Lake, Washington","",78,245,,3,,43,Washington,2002
db,Reggie Grigsby Jr.,"Oceanside, California",El Camino,78,183,,3,,43,Washington State,2002
ol,Nathaniel Clayton,"Baltimore, Maryland",City College High,78,315,,3,,43,Maryland,2002
ol,Brian Johnson,"Tallahassee, Florida",Godby,78,300,,3,,44,LSU,2002
dt,Eric Fritz,"Dublin, Ohio",Coffman,78,295,,3,,44,Pittsburgh,2002
te,Brad Schell,"Burtonsville, Maryland",Paint Branch,78,230,,3,,44,Maryland,2002
lb,Duran Johnson,"Oak Lawn, Illinois",Richards,78,210,,3,,44,Purdue,2002
db,Terrell Lemon,"Miami, Florida",Carol City,65,163,,3,,44,Syracuse,2002
wr,Ronald Morton,"Hamilton, New Jersey",Hamilton West,78,180,,3,,44,Virginia,2002
de,Chris Harris,"Tuscaloosa, Alabama",Central,78,225,,3,,,Alabama,2002
de,Charles Walker,"Beggs, Oklahoma","",78,267,,3,,44,Arkansas,2002
rb,Josh Allen,"Greenbelt, Maryland",Eleanor Roosevelt,78,200,,3,,44,Maryland,2002
lb,Rick Brown,"Cincinnati, Ohio",Elder High School,78,230,,3,,44,Boston College,2002
ol,Tom Berishaj,"Sterling Heights, Michigan",Stevenson High School,78,299,,3,,44,Michigan,2002
ath,Ken Topps,"Shannon, Mississippi",Shannon,78,170,,3,,45,Mississippi State,2002
wr,Shawn Tucker,"Parkland, Florida",Douglas,78,172,,3,,45,Rutgers,2002
de,Damon McWhite,"Woodbury, New Jersey",West Deptford,78,235,,3,,,Wake Forest,2002
de,Rondell Biggs,"Southfield, Michigan",Lathrup,78,265,,3,,45,Michigan,2002
db,Trevor Hooper,"Mountain View, California",Mountain View,78,190,,3,,45,Stanford,2002
ol,Lee Lispi,"Pittston, Pennsylvania",Pittston Area,78,297,,3,,45,Penn State,2002
dt,Dan Milsten,"Puyallup, Washington",Rogers,78,250,,3,,45,Washington,2002
lb,Kyle Smith,"Kirkwood, Missouri",Kirkwood,78,220,,3,,45,Iowa State,2002
db,Vernon Russell,"River Ridge, Louisiana",John Curtis,78,185,,3,,45,LSU,2002
lb,Eric Washington,"Detroit, Michigan",Crockett,78,210,,3,,46,Minnesota,2002
wr,Brandon Wright,"Memphis, Tennessee",East,65,170,,3,,46,Mississippi State,2002
ath,LaKeldrick Bridges,"Dallas, Texas",Hillcrest School,78,170,,3,,46,Georgia Tech,2002
rb,Reggie Merriweather,"North Augusta, South Carolina","",65,190,,3,,46,Clemson,2002
de,Adam Carriker,"Kennewick, Washington",Kennewick,78,235,,3,,46,Nebraska,2002
lb,Ty Kalandyk,"Live Oak, Florida",Suwannee,78,210,,3,,46,UCF,2002
ol,Jamayel Phillips,"Winnfield, Louisiana","",78,320,,3,,46,Nebraska,2002
db,Tremaine Tyler,"Cordova, South Carolina",Edisto High School,78,175,,3,,46,South Carolina,2002
de,Marcus Smith,"San Diego, California",Mission Bay,78,210,,3,,,Arizona,2002
db,Lance Evans,"Voorhees, New Jersey",Eastern Regional,78,185,,3,,46,Virginia,2002
ol,Dan Veenstra,"Largo, Florida","",78,285,,3,,46,UCF,2002
dt,Scott Moss,"Minooka, Illinois","",78,230,,3,,46,Illinois,2002
lb,Cory Groover,"Hannah, South Carolina",Pamlico,78,240,,3,,47,Clemson,2002
ol,Roman Fry,"Ironton, Ohio","",78,255,,3,,47,Clemson,2002
rb,Jasper Faulk,"Lafayette, Louisiana",Lafayette,78,190,,3,,47,Southern Miss,2002
de,Brian Rackley,"Tallahassee, Florida",Lawton Chiles,78,235,,3,,47,North Carolina,2002
db,Keron Gordon,"Tampa, Florida",Plant,78,185,,3,,47,LSU,2002
ol,Chris Auletta,"Farmingdale, New York",St. Anthony's,78,300,,3,,47,Penn State,2002
db,Fletcher Terrell,"St. Louis Park, Minnesota","",78,175,,3,,47,Minnesota,2002
dt,Warren McDuffie,"Iowa City, Iowa",Iowa City,78,240,,3,,48,Iowa,2002
ol,Taylor Schuster,"Sharyland, Texas","",78,255,,3,,48,Texas A&M,2002
lb,Charles Sallet,"Seffner, Florida",Armwood,65,220,,3,,48,Pittsburgh,2002
db,Justin Wyatt,"Compton, California",Dominguez,65,175,,3,,48,USC,2002
wr,Enrique Cook,"Chicago, Illinois",Mt. Carmel,78,185,,3,,48,Wisconsin,2002
lb,Terry Bynes,"Ft. Lauderdale, Florida",Dillard,78,200,,3,,48,Rutgers,2002
db,Jeff Cook,"Crowley, Louisiana",Notre Dame,78,190,,3,,48,LSU,2002
de,Marcus Jones,"Klein, Texas","",78,250,,3,,48,Colorado,2002
ol,Dane Uperesa,"Honolulu, Hawaii",Punahou,78,300,,3,,48,Hawaii,2002
ath,Shang Moore,"Houston, Texas",Worthing,78,190,,3,,48,Houston,2002
wr,Calvin Davis,"Iowa City, Iowa","",78,175,,3,,49,Iowa,2002
rb,Jerome Brooks,"Haltom, Texas","",65,175,,3,,49,Purdue,2002
db,O.C. Collins,"Dacula, Georgia","",78,175,,3,,49,Memphis,2002
ol,Anthony Wollschlager,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,295,,3,,49,Miami (FL),2002
ol,Jacob Bingham,"El Cajon, California",Granite Hills,78,300,,3,,49,Arizona State,2002
de,Jason Benn,"Seattle, Washington",O'Dea,78,240,,3,,49,Washington,2002
dt,Andrew Burk,"Newburgh, Indiana",Castle,78,265,,3,,49,Illinois,2002
lb,Jamar Williams,"Langham Creek, Texas","",78,210,,3,,49,Arizona State,2002
db,Michael Roberts,"Toronto, Ontario",Central Teck,65,175,,3,,49,Ohio State,2002
ath,John Jackson,"Monticello, Arkansas","",78,180,,3,,49,Arkansas,2002
ath,Ricky Wilson,"Port Arthur, Texas",Lincoln,65,162,,3,,50,Texas Tech,2002
dt,Henry Smith,"Aliceville, Alabama","",78,280,,3,,50,Alabama,2002
ol,Taitusi Lutui,"Mesa, Arizona","",78,330,,3,,50,Utah,2002
ol,Steve Taylor,"Purcell, Oklahoma","",78,320,,3,,50,Oklahoma,2002
db,Gerett Burl,"Libertyville, Illinois","",65,170,,3,,50,Colorado,2002
wr,Ray Williams,"Scotch Plains, New Jersey",Fanwood,78,170,,3,,50,Purdue,2002
lb,Elliot Goode,"Manlius, New York",Fayetteville-Manilus,78,220,,3,,50,Wisconsin,2002
de,Barry Cofield,"Cleveland Heights, Ohio","",78,250,,3,,50,Northwestern,2002
lb,Paul Joran,"Apple Valley, Minnesota","",78,220,,3,,50,Wisconsin,2002
db,Donald Burgs,"Houston, Texas",Madison,65,170,,3,,51,Colorado,2002
wr,Chris McFoy,"Chino, California","",78,185,,3,,51,USC,2002
lb,Will Gilkison,"Union Beach, New Jersey",Red Bank Regional,78,230,,3,,51,Rutgers,2002
db,Willie Davis,"Wilmington, North Carolina",Laney,78,190,,3,,51,Virginia,2002
dt,Ramon McCollough,"Daytona Beach, Florida",Mainland,78,300,,3,,51,South Florida,2002
ol,Stephen Sene,"Irmo, South Carolina","",78,300,,3,,51,South Carolina,2002
lb,Kelvin Smith,"Thiels, New York",North Rockland,78,215,,3,,51,Syracuse,2002
de,Lamar Veney,"Stuarts Draft, Virginia","",78,260,,3,,51,Virginia Tech,2002
rb,Dwayne Smith,"Chicago, Illinois",Hales Franciscan,65,215,,3,,51,Wisconsin,2002
ol,Nephi Penerosa,"Stockton, California",St. Mary's,78,300,,3,,51,San Diego State,2002
db,Thomas Wright,"Sweeny, Texas","",78,183,,3,,52,Oklahoma State,2002
lb,Taylor Owenby,"Cumming, Georgia",South Forsyth,78,220,,3,,52,West Virginia,2002
rb,Jamar Brittingham,"Levittown, Pennsylvania",Neshaminy,78,190,,3,,52,Rutgers,2002
lb,Sean Lowe,"Arlington, Texas",Lamar,78,215,,3,,52,Kansas State,2002
de,Wayman Casey,"Fort Smith, Arkansas",Northside Senior,78,235,,3,,52,Tulsa,2002
db,I-Perfection Harris,"Brooklyn, New York",Polytechnic Prep,65,165,,3,,52,Georgia Tech,2002
wr,Charlie Vample,"Cincinnati, Ohio",Reading,78,175,,3,,52,Cincinnati,2002
ol,Jon Cochran,"West Des Moines, Iowa",Valley High School,78,290,,3,,52,Stanford,2002
ol,D.J. Bell,"Camden, Delaware",Caesar Rodney,78,298,,3,,52,Virginia,2002
dt,Neel Allen,"Marietta, Georgia",Lassiter,78,270,,3,,52,Minnesota,2002
ol,Josiah Vinson,"Irving, Texas",Irving,78,295,,3,,53,Stanford,2002
lb,Donnell Clark,"Griffin, Georgia","",78,240,,3,,53,Clemson,2002
dt,Robert Price,"Shaker Heights, Ohio","",78,290,,3,,53,Penn State,2002
db,Tyrone Henderson,"Oakland, California",McClymonds,78,180,,3,,53,Colorado,2002
ol,John Hall,"Chattsworth, Georgia",Murray County,78,280,,3,,53,South Carolina,2002
db,Matt Fawley,"Richardson, Texas",Pearce,78,205,,3,,53,Arizona State,2002
rb,Kenneth Tynes,"Centreville, Virginia","",65,185,,3,,53,Virginia,2002
lb,Torrance Washington,"Madison County, Florida","",78,220,,3,,53,Florida State,2002
lb,Leroy White,"Garland, Texas",South,78,220,,3,,54,Tulsa,2002
lb,Sam Olajubutu,"LaGrange, Georgia",La Grange,65,205,,3,,54,Arkansas,2002
db,Akeem Jackson,"Elizabeth, New Jersey","",78,180,,3,,54,West Virginia,2002
wr,Andre Chattams,"Dayton, Ohio",Chaminade,78,180,,3,,54,Purdue,2002
ol,Kris Mick,"Troy, Ohio","",78,275,,3,,54,South Carolina,2002
ol,Kurt Seifried,"Jenks, Oklahoma","",78,290,,3,,54,Oklahoma State,2002
dt,Al Washington,"Columbus, Ohio",Watterson,78,265,,3,,54,Boston College,2002
db,Darnell Ray,"Saint Louis, Missouri",Hazelwood East,78,175,,3,,54,Illinois,2002
wr,Dallas Baker,"New Smryna Beach, Florida",Northfield Mount Hermon Prep (MA),78,185,,3,,55,Florida,2002
lb,Brian Leonard,"Gouverneur, New York",Gouverneur Central,78,210,,3,,55,Rutgers,2002
ol,Pat Oxley,"Ft. Wayne, Indiana",Dwenger,78,275,,3,,55,Purdue,2002
db,Levonne Rowan,"Erie, Pennsylvania",Mercyhurst,78,180,,3,,55,Wisconsin,2002
ol,Matt Maddox,"Manasquan, New Jersey","",78,280,,3,,55,Illinois,2002
dt,Chase Pressley,"Fort Smith, Arkansas",Southside,78,270,,3,,55,Arkansas,2002
lb,Matt Sanders,"Louisville, Kentucky",Male,78,220,,3,,55,Louisville,2002
db,Ramzee Robinson,"Huntsville, Alabama",Butler,65,170,,3,,55,Alabama,2002
wr,David Noel,"South Durham, North Carolina","",78,208,,3,,56,North Carolina,2002
lb,D'Qwell Jackson,"Seminole, Florida","",78,210,,3,,56,Maryland,2002
ol,Brandon Darlington,"Downingtown, Pennsylvania","",78,265,,3,,56,Syracuse,2002
lb,Marvin Mitchell,"Norfolk, Virginia",Lake Taylor,78,230,,3,,56,Tennessee,2002
db,Maurice Humphrey,"Berlin, Connecticut","",78,182,,3,,56,Penn State,2002
db,Randy Bundy,"Reseda, California",Cleveland,65,165,,3,,56,California,2002
ol,Jermaine Leslie,"Weatherford, Texas","",78,285,,3,,57,Nebraska,2002
wr,Grant Brigham,"Birmingham, Alabama",Mountain Brook,78,170,,3,,57,Vanderbilt,2002
lb,Juwan Garth,"Decatur, Alabama",Austin,78,187,,3,,57,Alabama,2002
db,Cary Wade,"Fairfax, Virginia",Robinson,65,180,,3,,57,Virginia Tech,2002
ol,Joel Clinger,"Warrenton, Missouri",Warrenton,78,275,,3,,57,Missouri,2002
db,Carlos Alexander,"Akron, Ohio",Buchtel,65,165,,3,,57,Michigan State,2002
wr,Kenneth Tookes,"Jacksonville, Florida",First Coast,78,180,,3,,58,Florida,2002
db,Dashon Goldson,"Harbor City, California",Narbonne,78,180,,3,,58,Washington,2002
db,Noah Strozier,"Kansas City, Missouri",Rockhurst,78,180,,3,,58,Kansas State,2002
ol,Logan Robinson,"Agra, Kansas",Eastern Heights,78,310,,3,,58,Kansas State,2002
dt,Kendall High,"West Rowan, North Carolina","",78,260,,3,,58,North Carolina,2002
ol,Brandon Flanigan,"Haughton, Louisiana","",78,278,,3,,58,Texas A&M,2002
ol,Jon Beuthin,"Overland Park, Kansas",Blue Valley Northwest,78,260,,3,,59,Kansas State,2002
dt,Luis Rivas,"Miami, Florida",Coral Park,78,260,,3,,59,Rutgers,2002
db,Micah Sweats,"Jersey Village, Texas","",78,190,,3,,59,Texas Tech,2002
wr,Derrele Mitchell,"Winston-Salem, North Carolina",R.J. Reynolds,78,190,,3,,59,North Carolina,2002
db,T.J. Rushing,"Pauls Valley, Oklahoma","",65,175,,3,,59,Stanford,2002
ol,David Ochoa,"Houston, Texas",J Frank Dobie,78,255,,3,,59,Kansas,2002
db,Jermaine McCollum,"Miami, Florida",Southridge,65,165,,3,,60,Florida,2002
wr,Andre Hemphill,"Brevard, North Carolina","",78,190,,3,,60,South Carolina,2002
db,Marcus Guerrero-Bacon,"Houston, Texas",Cypress Springs,78,190,,3,,60,Missouri,2002
ol,Stephen Berg,"Tucson, Arizona",Canyon Del Oro,78,305,,3,,60,Arizona State,2002
ol,Joe Tripodi,"Chelsea, Michigan","",78,270,,3,,60,Northwestern,2002
ol,Richard Burch,"Brandon, Mississippi",Brandon,78,305,,3,,61,Mississippi State,2002
ol,Albert Bond,"Grand Prairie, Texas",South Grand Prairie,78,260,,3,,61,Oklahoma State,2002
wr,Daunte Fields,"Wellington, Florida",Cardinal Newman,78,155,,3,,61,North Carolina,2002
wr,Desmond Sims,"New Madrid, Missouri",New Madrid County Central,78,195,,3,,62,Arkansas,2002
ol,Nathaniel Webber,"Los Angeles, California",Dorsey,78,300,,3,,62,Michigan State,2002
ol,Fred Staugh,"Flower Mound, Texas","",78,290,,3,,62,Colorado,2002
ol,Akeem Retig,"Price, Texas",Carlisle,78,325,,3,,63,Baylor,2002
ol,Thad Hedgpeth,"Lumberton, North Carolina",Lumberton,78,292,,3,,63,Kansas State,2002
wr,Dvon Hill,"Greenwood, South Carolina","",78,200,,3,,63,South Carolina,2002
wr,Tee Milons,"Starkville, Mississippi","",65,165,,3,,64,Mississippi State,2002
te,Justin Woody,"Tallahassee, Florida",Lincoln,78,215,,3,,64,Syracuse,2002
ol,John Henry,"Nashville, Tennessee",Hillsboro,78,305,,3,,64,Middle Tennessee State,2002
db,Karibi DeDe,"Chatham, Virginia",Hargrave Military Academy,78,195,,3,,64,Auburn,2002
ol,Chris Messner,"Frederick, Oklahoma","",78,240,,3,,65,Oklahoma,2002
wr,Franklin Payne,"Jackson, Tennessee",University School,78,176,,3,,65,Illinois,2002
ol,Alex Kotzur,"Houston, Texas",St. Thomas,78,280,,3,,66,Texas A&M,2002
wr,Charles Ben,"St. Matthews, South Carolina",Calhoun Co,78,190,,3,,66,South Carolina,2002
wr,Iverick Harris,"Burlington, North Carolina",Cummings,78,190,,3,,67,East Carolina,2002
ol,Zeb McHargue,"Gray, Georgia",Jones County,78,280,,3,,67,Georgia Tech,2002
wr,Brandon Horn,"Detroit, Michigan",Country Day,78,205,,3,,68,Northwestern,2002
ol,Spencer Hollison,"Santa Margarita, California",Catholic,78,265,,3,,68,Washington State,2002
wr,Chad McCullar,"Galena Park, Texas",North Shore,65,173,,3,,69,Houston,2002
ol,Bob Whitaker,"Mt. Lebanon, Pennsylvania","",78,310,,3,,69,Kansas,2002
wr,Danny Melendez,"Lancaster, Pennsylvania",McCaskey,78,175,,3,,70,Maryland,2002
ol,Michael Sutton,"San Antonio, Texas",San Antonio Roosevelt,78,350,,3,,70,Colorado,2002
wr,Mark Simmons,"DeSoto, Texas","",65,170,,3,,72,Kansas,2002
wr,D'Jaun Woods,"Oklahoma City, Oklahoma",Millwood,78,190,,3,,73,Oklahoma State,2002
wr,Reggie Corner,"Canton, Ohio",McKinley,65,170,,3,,74,Bowling Green,2002
wr,Michael DePriest,"Fossil Ridge, Texas","",78,173,,3,,75,TCU,2002
lb,Brodrick Cross,"Palm Beach Gardens, Florida",Dwyer,78,234,,3,,75,Mississippi,2002
wr,Brandon Browner,"Sylmar, California","",78,185,,3,,76,Oregon State,2002
wr,David Thompson,"Memphis, Tennessee",University School,78,185,,3,,78,Arkansas,2002
wr,Xavier McGuire,"Dallas, Texas",Carter,78,210,,3,,79,Georgia Tech,2002
rb,Ibrahim Halsey,"Elizabeth, New Jersey","",65,190,,4,,26,Illinois,2002
wr,Eric Lyon,"Charlotte, North Carolina",Independence,78,195,,3,,80,Duke,2002
wr,Dave Vickers,"Akron, Ohio",Buchtel,78,180,,3,,81,Iowa,2002
wr,Hammond Thomas,"Baytown, Texas",Tyler Lee,78,180,,3,,82,Kansas State,2002
db,Mike Davis,"Los Angeles, California",Cathedral,78,170,,3,,25,Arizona State,2002
wr,Sinorice Moss,"Miami, Florida",Carol City,65,163,,3,,71,Miami (FL),2002
de,Kamerion Wimbley,"Wichita, Kansas",Northwest,78,225,,4,,,Florida State,2002
de,Parys Haralson,"Canton, Mississippi",Madison Central,78,235,,4,,,Tennessee,2002
ol,Joe Blackard,"Santa Clarita, California",College of the Canyons,78,325,,3,,,UCF,2002
de,Taurean Charles,"Miami, Florida",Northwestern,78,230,,4,,,Florida,2002
wr,J.T. Thompson,"Kilgore, Texas",Kilgore J.C.,65,180,,3,,,Baylor,2002
dt,Roy Williams,"Summitt, Mississippi",Southwest Mississippi C.C.,78,275,,4,,,UCF,2002
qb,Nathan Chandler,"Pasadena, California",Pasadena City C.C.,78,240,,3,,,Iowa,2002
db,Lawrence Turner,"San Francisco, California",City College of San Francisco,78,185,,3,,,Oregon State,2002
rb,Johnnie Mack,"San Francisco, California",City College of San Francisco,65,180,,4,,,Texas Tech,2002
lb,Derrick Pope,"Garden City, Kansas",Garden City C.C.,78,223,,5,,,Alabama,2002
wr,Mike Cox,"Redland, California",Shasta College,65,170,,4,,,Arkansas State,2002
db,Donta Bright,"Roswell, New Mexico",Eastern Arizona C.C.,78,195,,3,,,Utah,2002
db,Chris Swain,"Ellisville, Mississippi",Jones County Junior College,78,190,,3,,,Mississippi State,2002
wr,Eddie Jackson,"Coffeyville, Kansas",Coffeyville C.C.,78,215,,4,,,Washington,2002
de,Kai Parham,"Virginia Beach, Virginia",Princess Anne,78,230,,5,,,Virginia,2002
de,Marcus Jackson,"Norcross, Georgia","",78,235,,4,,,Georgia,2002
de,Julian Jenkins,"College Park, Georgia",Woodward Academy,78,230,,4,,,Stanford,2002
db,David Dobbins,"Los Altos Hills, California",Foothill College,78,195,,3,,,Murray State,2002
ath,Chris Vincent,"Valley Forge, Pennsylvania",Valley Forge Prep,78,210,,3,,,LSU,2002
wr,Tymere Zimmerman,"Fork Union, Virginia",Fork Union Military Academy,78,195,,4,,,Clemson,2002
wr,Sammy Moore,"Bakersfield, California",Bakersfield C.C.,78,180,,4,,,Washington State,2002
db,James McGill,"Bakersfield, California",Bakersfield C.C.,78,215,,4,,,Illinois,2002
lb,Ken Bournes,"Wessson, Mississippi",Copiah-Lincoln C.C.,78,250,,4,,,Mississippi,2002
de,Kevin Huntley,"Valley Forge, Pennsylvania",Valley Forge Military College,78,255,,3,,,Kansas State,2002
wr,Larry Fitzgerald,"Wayne, Pennsylvania",Valley Forge Military,78,215,,4,,,Pittsburgh,2002
ol,Jon Hawk,"Garden City, Kansas",Garden City C.C.,78,310,,4,,,Wyoming,2002
dt,Ahmad Childress,"Garden City, Kansas",Garden City C.C.,78,315,,4,,,Alabama,2002
de,Fred Blueford,"Ellisville, Mississippi",Jones County J.C.,78,270,,3,,,West Virginia,2002
ol,Jesse Keaulana-Kamakea,"San Francisco, California",City College of San Francisco,78,285,,4,,,Kansas State,2002
ol,Peni Holakeituai,"Rexburg, Idaho",Ricks C.C.,78,310,,5,,,Kansas State,2002
ol,James Redmond,"Atlanta, Georgia",Booker T. Washington,78,320,,4,,,Mississippi State,2002
db,Randy Jordan,"Bakersfield, California",Bakersfield C.C.,78,175,,4,,,Kansas State,2002
wr,James Terry,"El Dorado, Kansas",Butler County C.C.,78,185,,3,,,Kansas State,2002
ol,Michael Weiner,"Highland, Kansas",Highland C.C.,78,265,,3,,,Kansas State,2002
te,Gaines Adams,"Fork Union, Virginia",Fork Union Military Academy,78,240,,3,,,Clemson,2002
db,Josh Lay,"Wayne, Pennsylvania",Valley Forge Military,78,190,,3,,,Pittsburgh,2002
wr,Princell Brockenbrough,"San Francisco, California",City College of San Francisco,78,196,,4,,,Pittsburgh,2002
dt,Andrew Bulman,"Los Angeles, California",Los Angeles Valley College,78,290,,4,,,Kansas State,2002
db,Odell Bradley,"Utica, Mississippi",Copiah-Lincoln C.C.,65,185,,4,,,Mississippi State,2002
db,Jermaine Harris,"Milledgeville, Georgia",Gerogia Military,78,205,,3,,,South Carolina,2002
ol,Manuel Dickson,"Milledgeville, Georgia",Georgia Military College,78,285,,3,,,Mississippi State,2002
wr,John Cooper,"Pasadena, California",Pasadena City C.C.,78,190,,4,,,Kansas State,2002
lb,DeMorrio Williams,"Kilgore, Texas",Kilgore J.C.,78,200,,5,,,Nebraska,2002
db,Ronald Nunn,"San Francisco, California",City College of San Francisco,65,175,,4,,,USC,2002
lb,Jeremy Ruffin,"Meridian, Mississippi",Meridian,78,205,,4,,,Mississippi,2002
de,Ben Brinson,"Summitt, Mississippi",Southwest Mississippi C.C.,78,270,,3,,,UCF,2002
db,Harvey Whiten,"Compton, California",Compton C.C.,78,215,,3,,,Oregon State,2002
dt,Chris Solomona,"El Camino, California",El Camino College,78,285,,5,,,Oregon,2002
rb,J.R. Mounts,"Key West, Florida","",65,215,,4,,,Miami (FL),2002
k,Justin Laird,"Baytown, Texas",Tyler Lee,78,180,,3,,,Houston,2002
lb,Marcus Whitmore,"Independence, Kansas",Independence C.C.,78,220,,4,,,Arkansas,2002
ol,Brennis Smith,"Raymond, Mississippi",Hinds C.C.,78,260,,3,,,UCF,2002
qb,Bill Whittemore,"Fort Scott, Kansas",Fort Scott C.C.,78,190,,3,,,Kansas,2002
