position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
db,Bryant Jackson,"Sulphur Springs, Texas",Sulphur Springs,78,175,,4,,17,Texas,2010
de,Greg Daniels,"Houston, Texas",St. Pius X,78,242,,4,,17,Texas,2010
wr,Tevin Carter,"Los Angeles, California",Santee Educational Complex,78,190,,4,,17,California,2010
de,J.C. Copeland,"LaGrange, Georgia",Troup,78,240,,4,,17,LSU,2010
dt,Eric Humphrey,"Dallas, Texas",Parish Episcopal School,78,273,,4,,17,Oklahoma,2010
lb,Javarie Johnson,"Washington, District of Columbia",Dunbar,0,208,,4,,17,Maryland,2010
te,Trent Smiley,"Frisco, Texas",Wakeland,78,225,,3,,17,Kansas,2010
ol,Alex Hill,"Slidell, Louisiana",Slidell,78,305,,3,,17,Illinois,2010
ol,Jimmy Gjere,"New Brighton, Minnesota",Irondale,78,275,,4,,17,Minnesota,2010
qb,Dallas Lloyd,"Pleasant Grove, Utah",Pleasant Grove,78,205,,3,,17,Stanford,2010
qb,Tyler Gabbert,"Ballwin, Missouri",Parkway West,0,190,,4,,17,Missouri,2010
ol,Sal Conaboy,"Clark Summitt, Pennsylvania",Abington,78,255,,3,,17,Maryland,2010
lb,Zachary Quines,"Mililani, Hawaii",Mililani,78,205,,3,,17,Hawaii,2010
de,Nduka Onyeali,"Denver, Colorado",Mullen,78,240,,4,,18,Arizona State,2010
lb,Solomon Tentman,"Cincinnati, Ohio",Roger Bacon,78,230,,3,,18,Cincinnati,2010
ol,Luke Graham,"Harrison City, Pennsylvania",Penn Trafford,78,260,,3,,18,Penn State,2010
db,Tyler Stephenson,"Lancaster, Texas",Lancaster,65,175,,4,,18,Baylor,2010
rb,Rickey Galvin,"Berkeley, California",Berkeley,0,168,,3,,18,Washington State,2010
de,Kaleb Eulls,"Pickens, Mississippi",Yazoo County,78,255,,4,,18,Mississippi State,2010
ol,Tyrus Thompson,"Pflugerville, Texas",Pflugerville,0,278,,4,,18,Oklahoma,2010
ol,Michael Thompson,"Farmersville, Texas",Farmersville,78,315,,3,,18,TCU,2010
rb,DeMarcus Robinson,"Wichita, Kansas",Northwest,65,192,,4,,18,Kansas State,2010
db,James Haynes,"Orange, Texas",West Orange-Stark,0,181,,4,,18,Oklahoma,2010
dt,Denzel McCoy,"Duluth, Georgia",Northview,78,275,,4,,18,Georgia Tech,2010
te,Davis Dudchock,"Birmingham, Alabama",Oak Mountain,78,231,,3,,18,Stanford,2010
qb,Joe Boisture,"Saline, Michigan",Saline,0,202,,4,,18,Michigan State,2010
wr,Matt Milton,"Mascoutah, Illinois",Mascoutah,78,192,,4,,18,Tennessee,2010
qb,Trey Burton,"Venice, Florida",Venice,0,203,,3,,18,Florida,2010
ath,A.J. Derby,"Iowa City, Iowa",Iowa City,0,218,,4,,18,Iowa,2010
de,Neiron Ball,"Jackson, Georgia",Jackson,78,210,,4,,19,Florida,2010
qb,Connor Shaw,"Flowery Branch, Georgia",Flowery Branch,78,195,,3,,19,South Carolina,2010
db,Rashad Knight,"Jacksonville, Florida",Trinity Christian,0,181,,4,,19,Rutgers,2010
rb,Kyle Middlebrooks,"Fountain Valley, California",Fountain Valley,65,175,,3,,19,Arizona State,2010
dt,Byran Jones,"Junction City, Arkansas",Junction City,78,297,,4,,19,Arkansas,2010
lb,Victor Burnett,"Culver City, California",Culver City,78,225,,3,,19,Washington,2010
ol,Thomas Ricketts,"Wexford, Pennsylvania",North Allegheny,78,265,,4,,19,Penn State,2010
ol,Daquan Jones,"Johnson City, New York",Johnson City,78,302,,3,,19,Penn State,2010
ath,Tharold Simon,"Eunice, Louisiana",Eunice,78,185,,4,,19,LSU,2010
lb,Telvin Smith,"Valdosta, Georgia",Lowndes,78,196,,4,,18,Florida State,2010
db,Isaiah Lewis,"Indianapolis, Indiana",Ben Davis,65,190,,4,,19,Michigan State,2010
ol,Perry Meiklejohn,"Miami, Florida",Westminster Christian,78,325,,3,,19,UCF,2010
rb,Rajaan Bennett,"Powder Springs, Georgia",Mceachern,65,210,,4,,19,Vanderbilt,2010
te,Harrison Jones,"Memphis, Tennessee",Evangelical Christian School,78,230,,3,,19,Alabama,2010
qb,Chandler Whitmer,"Downers Grove, Illinois",Downers Grove South,0,185,,4,,19,Illinois,2010
wr,Tai-ler Jones,"Gainesville, Georgia",Gainesville High School,78,184,,4,,19,Notre Dame,2010
ol,Austin Shepherd,"Suwanee, Georgia",North Gwinnett,0,316,,3,,20,Alabama,2010
lb,Kris Catlin,"San Antonio, Texas",Madison,0,215,,3,,20,Oklahoma State,2010
rb,Deantre Lewis,"Norco, California",Norco,65,189,,4,,20,Arizona State,2010
db,Garry Peters,"Conyers, Georgia",Heritage,0,173,,4,,20,Clemson,2010
lb,Marvin Robinson,"Eagle Lake, Florida",Lake Region,0,190,,4,,20,Michigan,2010
ath,Dominique Brown,"Cincinnati, Ohio",Winton Woods,78,215,,4,,20,Louisville,2010
db,Corey Cooper,"Maywood, Illinois",Proviso East,78,203,,4,,20,Nebraska,2010
de,Justin Maclin,"Memphis, Tennessee",Ridgeway,78,215,,4,,20,LSU,2010
dt,Todd Chandler,"Miami, Florida",Northwestern,0,290,,4,,20,South Florida,2010
ol,Roman Sapolu,"Huntington Beach, California",Edison,78,250,,3,,20,Oregon State,2010
ol,Giovanni Di Poalo,"Ventura, California",St. Bonaventure,78,260,,4,,20,USC,2010
rb,Frankie Jackson,"Baton Rouge, Louisiana",Capitol,65,185,,3,,20,Arkansas State,2010
te,Cordell Giles,"Benoit, Mississippi",Ray Brooks,78,235,,3,,20,Mississippi,2010
qb,Tyler Shreve,"Redlands, California",East Valley,78,210,,3,,20,Utah,2010
de,Corey Crawford,"Columbus, Georgia",Carver,78,235,,4,,20,Clemson,2010
qb,Tarean Austin,"Tampa, Florida",Hillsborough,78,205,,3,,20,New Mexico,2010
wr,Dyjuan Lewis,"Indianapolis, Indiana",Pike,0,186,,4,,20,Cincinnati,2010
db,Sean Parker,"Harbor City, California",Narbonne,65,185,,4,,21,Washington,2010
dt,Nick Acree,"Fork Union, Virginia",Fork Union Military Academy,0,297,,4,,21,Virginia Tech,2010
te,Jerome Lewis,"Rochester, New York",Bishop Kearney,78,236,,3,,21,Virginia Tech,2010
wr,Shakim Phillips,"Wayne, New Jersey",De Paul Catholic,78,191,,4,,21,Boston College,2010
lb,Rashod Favors,"Fort Worth, Texas",Dunbar,78,215,,3,,21,Oklahoma,2010
rb,Jawan Jamison,"Jacksonville, Florida",Bolles,65,185,,3,,21,Rutgers,2010
db,Tre'Vante Porter,"Midwest City, Oklahoma",Carl Albert,78,185,,4,,21,Texas Tech,2010
lb,Aramide Olaniyan,"Woodberry Forest, Virginia",Woodberry Forest School,78,202,,4,,21,UCLA,2010
ol,Damien Robinson,"Olive Branch, Mississippi",Olive Branch,78,330,,4,,21,Mississippi State,2010
ol,Zach Bolton,"Houston, Texas",Klein Forest,78,260,,3,,21,Utah,2010
rb,Anthony Wilkerson,"Tustin, California",Tustin,78,210,,4,,21,Stanford,2010
de,Dakota Royer,"Manheim, Pennsylvania",Manheim Central,78,211,,4,,21,Penn State,2010
ath,Curtis Carter,"Stonewall, Louisiana",North De Soto,65,170,,4,,21,TCU,2010
de,Chuka Ndulue,"Dallas, Texas",Jesuit,78,240,,3,,21,Oklahoma,2010
qb,Chase Rettig,"San Clemente, California",San Clemente,78,205,,3,,21,Boston College,2010
qb,Ricardo Young,"Washington, District of Columbia",H. D. Woodson,0,170,,3,,21,Virginia Tech,2010
wr,Joshua Reese,"Miami, Florida",Miami Central,78,182,,4,,22,UCF,2010
de,Darryl Baldwin,"Solon, Ohio",Solon,78,250,,3,,22,Ohio State,2010
lb,Kendall Moore,"Raleigh, North Carolina",Southeast Raleigh,0,232,,4,,22,Notre Dame,2010
qb,Nick Montana,"Westlake Village, California",Oaks Christian,0,177,,3,,22,Washington,2010
ol,David Beasley,"Columbus, Georgia",Carver,78,287,,3,,22,Clemson,2010
db,Erick Dargan,"Pittsburg, California",Pittsburg,78,200,,4,,22,Oregon,2010
ath,Michael Carr,"West Point, Mississippi",West Point,78,192,,4,,22,Mississippi State,2010
ol,Skyler Schofner,"Sunbury, Ohio",Big Walnut,0,276,,4,,22,Michigan State,2010
rb,Princeton Collins,"Round Rock, Texas",Westwood,0,187,,3,,22,Utah,2010
rb,Marcus Coker,"Hyattsville, Maryland",DeMatha,0,222,,4,,22,Iowa,2010
db,A.J. Marshall,"Durham, North Carolina",Southern Durham,65,170,,4,,22,Wake Forest,2010
qb,Garrett Grayson,"Vancouver, Washington",Heritage,0,184,,3,,22,Colorado State,2010
de,Jamel Turner,"Fork Union, Virginia",Fork Union Military Academy,78,210,,4,,22,Ohio State,2010
dt,Tavadis Glenn,"Jacksonville, Florida",Terry Parker,78,265,,4,,22,Miami (FL),2010
lb,Zac Stout,"Westlake Village, California",Oaks Christian,0,215,,3,,22,Brigham Young,2010
ol,Kolton Houston,"Buford, Georgia",Buford,78,270,,3,,23,Georgia,2010
db,Brian Robinson,"Ft. Lauderdale, Florida",St. Thomas Aquinas,78,180,,4,,23,Marshall,2010
de,Joe Kruger,"Orem, Utah",Pleasant Grove,0,235,,3,,23,Utah,2010
dt,Kenneth Carter,"Greenville, Alabama",Greenville,78,267,,4,,23,Auburn,2010
qb,Austin Hinder,"Steamboat Springs, Colorado",Steamboat Springs,0,185,,3,,23,California,2010
de,Jackson Richards,"Southlake, Texas",Carroll,78,245,,4,,23,Texas Tech,2010
rb,Terron Ward,"Concord, California",De La Salle,65,185,,3,,23,Oregon State,2010
ol,Andrew Donnal,"Whitehouse, Ohio",Anthony Wayne,78,285,,4,,23,Iowa,2010
qb,Sam Carter,"Alief, Texas",Hastings,0,205,,3,,23,TCU,2010
db,Ricky Seale,"Escondido, California",Escondido,65,180,,4,,23,Stanford,2010
ath,Delvin Jones,"Miami, Florida",Miami Palmetto,78,230,,4,,23,Mississippi,2010
wr,Kenny Stills,"Carlsbad, California",La Costa Canyon,78,175,,4,,23,Oklahoma,2010
te,Garrett Uekman,"Little Rock, Arkansas",Catholic,78,235,,3,,23,Arkansas,2010
rb,Delans Griffin,"Clinton, Oklahoma",Clinton,65,181,,4,,23,Texas Tech,2010
lb,Jawara White,"Troy, Alabama",Henderson,78,220,,3,,23,Auburn,2010
lb,Toloa'i Ho Ching,"Sandy, Utah",Alta,78,225,,3,,23,Brigham Young,2010
qb,Case McCoy,"Graham, Texas",Graham,0,169,,3,,24,Texas,2010
de,Chris Smith,"Mount Ulla, North Carolina",West Rowan,78,230,,3,,24,Arkansas,2010
dt,Carlton Martin,"Madison, Mississippi",Madison Central,78,268,,4,,24,Mississippi,2010
te,Michael McFarland,"Tampa, Florida",Blake,78,230,,3,,24,Florida,2010
db,Tristen Holt,"Gilmer, Texas",Gilmer,78,185,,4,,24,Missouri,2010
de,Matt Hoch,"Harlan, Iowa",Harlan,78,230,,3,,24,Missouri,2010
rb,Ken Malcome,"Decatur, Georgia",Southwest Dekalb,78,213,,4,,24,Georgia,2010
db,Desmond Brown,"Centre, Alabama",Cherokee County,78,192,,4,,24,Clemson,2010
wr,Quinton Dunbar,"Miami, Florida",Booker T. Washington,78,170,,4,,24,Florida,2010
ol,Andrew Rodriguez,"Aurora, Nebraska",Aurora,0,298,,4,,24,Nebraska,2010
lb,Donell Welch,"Palm Desert, California",Palm Desert,78,205,,3,,24,Oregon State,2010
ol,Elliott Porter,"Waggaman, Louisiana",Archbishop Shaw,78,280,,3,,24,LSU,2010
lb,Jonathan Brown,"Memphis, Tennessee",Christian Brothers,78,225,,3,,24,Illinois,2010
ath,Barry Bostic,"Louisville, Georgia",Jefferson County,0,156,,4,,24,Georgia Tech,2010
rb,James Potts,"Delray Beach, Florida",American Heritage School,65,175,,3,,24,Buffalo,2010
qb,Grant Hedrick,"Independence, Oregon",Central,78,180,,3,,24,Boise State,2010
db,Nick Perry,"Prattville, Alabama",Prattville,78,195,,4,,25,Alabama,2010
wr,Marcus Lucas,"Liberty, Missouri",Liberty Senior,78,195,,4,,25,Missouri,2010
dt,Richard Ash,"Pahokee, Florida",Pahokee,78,263,,4,,25,Michigan,2010
rb,Jordan Thomas,"Endicott, New York",Union-Endicott,0,187,,3,,25,Rutgers,2010
rb,Ben Malena,"Cedar Hill, Texas",Cedar Hill,65,201,,4,,25,Texas A&M,2010
lb,Demetre Baker,"Orange Park, Florida",Orange Park,78,200,,3,,25,Georgia,2010
lb,John Propst,"Hoover, Alabama",Hoover,78,215,,3,,25,Tennessee,2010
qb,Tyler Arndt,"Cuero, Texas",Cuero,78,200,,3,,25,Texas State,2010
qb,Darren Daniel,"Phenix City, Alabama",Central,78,186,,3,,25,Stanford,2010
de,Alani Fua,"Westlake Village, California",Oaks Christian,78,210,,3,,25,Brigham Young,2010
ath,Joseph Randle,"Wichita, Kansas",Wichita Southeast,78,180,,4,,25,Oklahoma State,2010
ol,Evan Washington,"DeSoto, Texas",DeSoto,78,290,,4,,25,LSU,2010
de,Jibreel Black,"Cincinnati, Ohio",Wyoming,78,253,,3,,25,Michigan,2010
db,Ryan Ayers,"Douglasville, Georgia",South Paulding,65,175,,4,,25,Georgia Tech,2010
te,Kevin Haplea,"Annandale, New Jersey",North Hunterdon Reg,0,226,,3,,25,Penn State,2010
ol,Caleb Farris,"Lexington, Virginia",Rockbridge,0,315,,3,,25,Virginia Tech,2010
ath,Justin Gilbert,"Huntsville, Texas",Huntsville,0,173,,4,,26,Oklahoma State,2010
db,Adrian White,"DeSoto, Texas",DeSoto,65,171,,3,,26,Texas,2010
ol,Alex Crosthwaite,"San Diego, California",Cathedral Catholic,78,298,,4,,26,California,2010
wr,Anthony Creecy,"Durham, North Carolina",Southern Durham,0,196,,4,,26,North Carolina State,2010
lb,James Morris,"Solon, Iowa",Solon,78,215,,3,,26,Iowa,2010
rb,Mustafa Greene,"Irmo, South Carolina",Irmo,78,190,,4,,26,North Carolina State,2010
te,Michael Hartvigson,"Bothell, Washington",Bothell,78,240,,3,,26,Washington,2010
de,Eddie Plantaric,"Fair Oaks, California",Del Campo,78,270,,3,,26,Stanford,2010
dt,Calvin Smith,"Hialeah, Florida",Hialeah,78,265,,4,,26,New Mexico,2010
qb,Marcus McDade,"Stockton, California",St. Mary's,78,190,,3,,26,Fresno State,2010
de,Anthony Wilson,"Homewood, Alabama",Homewood,78,220,,3,,26,Southern Miss,2010
ol,Travis Jackson,"Columbus, Ohio",DeSales,78,265,,3,,26,Michigan State,2010
db,Mike Dorsey,"Warren, Ohio",Harding,78,201,,3,,26,West Virginia,2010
lb,Jake Nicolopulos,"Anderson, South Carolina",T. L. Hanna,78,220,,3,,26,Clemson,2010
rb,David Fluellen,"Lockport, New York",Lockport,78,197,,3,,26,Toledo,2010
qb,Stephen Morris,"Miami Shores, Florida",Monsignor Pace,0,186,,3,,26,Miami (FL),2010
qb,Jameill Showers,"Killeen, Texas",Shoemaker,0,200,,3,,27,Texas A&M,2010
ath,Danny Spond,"Littleton, Colorado",Columbine,0,232,,4,,27,Notre Dame,2010
db,Alton Demby,"Galena Park, Texas",North Shore,65,180,,3,,27,Houston,2010
ol,Trent Spurgeon,"Owasso, Oklahoma",Owasso,78,270,,4,,27,Arizona,2010
ol,Matt Rotheram,"North Olmsted, Ohio",North Olmsted,78,310,,3,,27,Pittsburgh,2010
rb,D.J. Jones,"Denison, Texas",Denison,65,210,,4,,27,Texas A&M,2010
db,Derek Owens,"Jacksonville, Florida",Andrew Jackson,65,180,,3,,27,Georgia,2010
lb,Domonique Patterson,"Dallas, Texas",Skyline,78,210,,3,,27,Texas A&M,2010
de,Henry Anderson,"College Park, Georgia",Woodward Academy,78,250,,3,,27,Stanford,2010
qb,Jared Barnett,"Garland, Texas",Garland,78,190,,3,,27,Iowa State,2010
dt,Thomas Molesi,"Oceanside, California",Oceanside,78,280,,4,,27,Oregon State,2010
rb,Jeremy Hester,"Panama City, Florida",Arnold,65,170,,3,,27,Southern Miss,2010
lb,Jewone Snow,"Canton, Ohio",McKinley,78,237,,3,,27,West Virginia,2010
te,Eric Waters,"Mansfield, Texas",Summitt,78,215,,3,,27,Missouri,2010
wr,Jeremy Richardson,"Springville, Alabama",Springville,78,220,,4,,27,Auburn,2010
de,B.J. Butler,"Kissimmee, Florida",Osceola,78,240,,3,,27,Louisville,2010
qb,Luke Massa,"Cincinnati, Ohio",St. Xavier,78,205,,3,,28,Notre Dame,2010
ol,Matt Arkema,"Midlothian, Virginia",Midlothian,78,290,,3,,28,Virginia Tech,2010
wr,Terrell Reese,"Brenham, Texas",Brenham,78,185,,4,,28,Utah,2010
qb,Mark Leal,"Delray Beach, Florida",Atlantic,78,190,,3,,28,Virginia Tech,2010
de,Kareem Martin,"Roanoke Rapids, North Carolina",Roanoke Rapids,0,222,,3,,28,North Carolina,2010
db,Keion Payne,"Ft. Lauderdale, Florida",St. Thomas Aquinas,0,165,,3,,28,Miami (FL),2010
ath,Jarrett Fobbs,"Shreveport, Louisiana",Huntington,65,180,,4,,28,LSU,2010
de,Brandon Burrows,"Marietta, Georgia",Walton,78,240,,3,,28,Georgia,2010
dt,Happy Iona,"Spanaway, Washington",Bethel School,78,283,,4,,28,Oregon State,2010
te,Tyler Perry,"Ventura, California",Buena,78,240,,3,,28,Oregon State,2010
ol,Cam Feldt,"Pilot Point, Texas",Pilot Point Selz,78,290,,4,,28,Arkansas,2010
rb,Mister Jones,"Littleton, Colorado",Littleton,78,205,,4,,28,Texas A&M,2010
lb,Davion Rogers,"Warren, Ohio",Harding,78,210,,3,,28,Michigan,2010
rb,Shontrelle Johnson,"Deland, Florida",Deland,65,180,,3,,28,Iowa State,2010
db,Isaiah Johnson,"Tyrone, Georgia",Sandy Creek,78,175,,3,,28,Georgia Tech,2010
ol,Laken Tomlinson,"Chicago, Illinois",Lane,78,285,,3,,29,Duke,2010
lb,Holmes Onwukaife,"Cedar Park, Texas",Cedar Park,78,220,,3,,29,Florida State,2010
de,David Perry,"Ft. Lauderdale, Florida",University School,78,230,,3,,29,Miami (FL),2010
de,Brandon Smith,"Columbus, Georgia",Carver,78,235,,3,,29,Southern Miss,2010
wr,Brandon Coleman,"Forestville, Maryland",Bishop McNamara,78,200,,4,,29,Rutgers,2010
ol,Mark Shuman,"Fork Union, Virginia",Fork Union Military Academy,78,280,,4,,29,Virginia Tech,2010
db,Chad Abram,"Lakeland, Florida",Kathleen,78,183,,3,,29,Florida State,2010
rb,Brandon Bourbon,"Potosi, Missouri",Potosi R3,78,205,,4,,29,Kansas,2010
ath,Lamonte Edwards,"Woodbury, Minnesota",Woodbury,78,215,,4,,29,Minnesota,2010
db,Ricardo Allen,"Daytona Beach, Florida",Mainland,65,170,,3,,29,Purdue,2010
dt,Tavaris Barnes,"Jacksonville, Florida",First Coast,78,250,,4,,29,Clemson,2010
rb,LaSteven McKinney,"Broadview, Illinois",Nazareth Academy,0,166,,3,,29,Southern Illinois,2010
te,John Young,"Los Angeles, California",Loyola,78,225,,3,,29,UCLA,2010
qb,Matt Joeckel,"Arlington, Texas",Arlington,78,220,,3,,29,Texas A&M,2010
ol,T.J. Leifheit,"Wilmington, North Carolina",Hoggard,78,300,,4,,30,North Carolina,2010
rb,Brandon Gainer,"Miami, Florida",Miami Central,78,194,,3,,30,Kentucky,2010
db,Shaquille Richardson,"Los Alamitos, California",Los Alamitos,78,170,,3,,30,Arizona,2010
ath,Adrian Phillips,"Garland, Texas",Garland,65,199,,4,,30,Texas,2010
te,Tank Sessions,"Decatur, Georgia",Columbia,78,230,,3,,30,Florida State,2010
lb,Tommie Saunders,"San Antonio, Texas",Madison,78,200,,3,,30,Oklahoma State,2010
lb,Jake Ryan,"Westlake, Ohio",St. Ignatius,78,220,,3,,30,Michigan,2010
db,Dontae Johnson,"Pennington, New Jersey",Pennington Prep,78,180,,3,,30,North Carolina State,2010
qb,Tyler Brosius,"Waynesville, North Carolina",Tuscola Senior,78,233,,3,,30,North Carolina State,2010
rb,Kedrick Rhodes,"Ocala, Florida",Trinity Catholic,65,175,,3,,30,Florida International,2010
qb,Kevin Spain,"Phoenix, Arizona",Paradise Valley,78,190,,3,,30,Hawaii,2010
wr,De'Joshua Johnson,"Pahokee, Florida",Pahokee,65,150,,4,,30,Florida State,2010
dt,Chase Rome,"Columbia, Missouri",Rock Bridge,78,290,,4,,30,Nebraska,2010
de,Donovan Vestal,"Arlington, Texas",Bowie,78,240,,3,,30,Nebraska,2010
de,Justin Taylor,"Norwood, North Carolina",South Stanly,78,222,,3,,30,Virginia Tech,2010
ol,Chad Lindsay,"The Woodlands, Texas",The Woodlands,78,307,,3,,30,Alabama,2010
wr,John Harris,"Garland, Texas",Naaman Forest,78,187,,4,,31,Texas,2010
dt,David Johnson,"Argyle, Texas",Argyle,78,270,,3,,31,TCU,2010
db,Aaron Colvin,"Owasso, Oklahoma",Owasso,78,180,,3,,31,Oklahoma,2010
qb,Tommy Rees,"Lake Forest, Illinois",Lake Forest,78,192,,3,,31,Notre Dame,2010
ath,Kevin Smith,"Compton, California",Centennial,78,205,,4,,31,Washington,2010
rb,Kamal Hogan,"Montvale, New Jersey",St. Joseph's,65,196,,3,,31,Louisville,2010
ol,Dillon Bonnell,"Highlands Ranch, Colorado",Thunderridge,78,285,,4,,31,Stanford,2010
de,Alex Turner,"Las Vegas, Nevada",Bishop Gorman,0,234,,3,,31,Stanford,2010
te,Kendall Montgomery,"Opa Locka, Florida",Monsignor Pace,78,226,,3,,31,Bowling Green,2010
lb,Zachary Allen,"Pahokee, Florida",Pahokee,78,210,,3,,31,Wake Forest,2010
ol,Shane McDermott,"Wellington, Florida",Palm Beach Central,78,266,,3,,31,Miami (FL),2010
db,Chris Young,"Auburn, Washington",Auburn,78,220,,3,,31,Washington,2010
de,Kendrick Frazier,"Denmark, South Carolina",Denmark Olar,78,250,,3,,31,South Carolina State,2010
lb,Tahrick Peak,"Dublin, Virginia",Pulaski County,78,210,,3,,32,Texas Tech,2010
de,Damontre Moore,"Rowlett, Texas",Rowlett,78,227,,3,,32,Texas A&M,2010
ol,Daryl Williams,"Corinth, Texas",Lake Dallas,0,269,,4,,32,Oklahoma,2010
rb,Nick Griffin,"New Augusta, Mississippi",Perry Central,0,193,,3,,32,Mississippi State,2010
qb,David Piland,"Southlake, Texas",Carroll,0,175,,3,,32,Houston,2010
wr,Keiwone Malone,"Memphis, Tennessee",Mitchell,78,165,,4,,32,Alabama,2010
dt,Daniel Noble,"Flower Mound, Texas",Marcus,78,275,,3,,32,Oklahoma,2010
qb,Nathan Sorenson,"Texarkana, Texas",Texas,78,200,,3,,32,Oklahoma State,2010
ath,Greg Dent,"Belle Glade, Florida",Glades Central,78,180,,4,,32,Florida State,2010
te,Nick Jacobs,"Many, Louisiana",Many,78,245,,3,,32,LSU,2010
db,Jonathan Anderson,"Corpus Christi, Texas",Carroll,0,196,,3,,32,TCU,2010
ol,Colin Tanigawa,"Los Angeles, California",Loyola,78,286,,3,,32,Washington,2010
db,Troy Hill,"Ventura, California",St. Bonaventure,65,160,,3,,32,Oregon,2010
de,Sefa Tanoai,"Pleasant Grove, Utah",Pleasant Grove,78,265,,3,,32,Utah,2010
lb,Mike Hellams,"Bolingbrook, Illinois",Bolingbrook,78,220,,3,,32,Northern Illinois,2010
ath,Blake Sims,"Gainesville, Georgia",Gainesville,78,180,,4,,33,Alabama,2010
qb,Jacoby Walker,"Spring, Texas",Westfield,0,210,,3,,33,Arkansas,2010
wr,James Louis,"Delray Beach, Florida",Atlantic,65,178,,4,,33,Ohio State,2010
dt,Bryon Bennett,"Madison, Mississippi",Madison Central,78,250,,3,,33,Mississippi,2010
te,Dakota Mosley,"Little Rock, Arkansas",Little Rock Christian,0,252,,3,,33,Auburn,2010
lb,Gideon Ajagbe,"Coconut Grove, Florida",Ransom Everglades,0,197,,3,,33,Florida,2010
lb,Cqulin Hubert,"Houston, Texas",Eisenhower,0,217,,3,,33,Texas Tech,2010
db,Terrance Mitchell,"Sacramento, California",Luther Burbank Senior,65,160,,3,,33,Oregon,2010
ol,Shane Johnson,"Hyattsville, Maryland",DeMatha,78,301,,3,,33,Pittsburgh,2010
qb,Taylor Burch,"Monroe, Louisiana",Neville,78,205,,3,,33,Louisiana Tech,2010
de,Relus Chance,"Waxahachie, Texas",Waxahachie,78,215,,3,,33,Tulsa,2010
rb,Andre Givens,"Hubbard, Ohio",Hubbard,65,185,,3,,33,Pittsburgh,2010
db,Carvin Johnson,"Metairie, Louisiana",Rummel,78,185,,3,,33,Michigan,2010
ol,Kody Innes,"Scottsdale, Arizona",Saguaro,78,280,,4,,33,UCLA,2010
de,Kona Schwenke,"Kahuku, Hawaii",Kahuku,78,215,,3,,34,Notre Dame,2010
ol,Ed Christian,"Valdosta, Georgia",Lowndes,78,280,,3,,34,Auburn,2010
lb,Brian Laiti,"Fairfax, Virginia",Robinson,78,200,,3,,34,Virginia Tech,2010
wr,Kenneth Scott,"Ontario, California",Colony,0,198,,4,,34,Utah,2010
db,Jered Bell,"Ontario, California",Colony,78,185,,3,,34,Colorado,2010
rb,Darryl Fields,"Madill, Oklahoma",Madill,78,197,,3,,34,Southern Methodist,2010
ath,Alex Kenney,"State College, Pennsylvania",State College Area,0,194,,4,,34,Penn State,2010
qb,Ed Sullivan,"Boca Raton, Florida",Boca Raton,78,195,,3,,34,Marshall,2010
db,Quentin Hayes,"Lancaster, Texas",Lancaster,78,175,,3,,34,Oklahoma,2010
de,Derrick Bryant,"Columbus, Ohio",Brookhaven,78,230,,3,,34,UCLA,2010
te,Sean Fitzpatrick,"Pittsford, New York",Pittsford Mendon,78,220,,3,,34,North Carolina,2010
qb,Javia Hall,"Dallas, Texas",Skyline,78,175,,3,,34,UTEP,2010
dt,Anthony Ferguson,"Baltimore, Maryland",Gilman School,78,280,,3,,34,Iowa,2010
ol,Kalon Davis,"Chester, South Carolina",Chester,78,325,,3,,34,Clemson,2010
lb,Tim Patterson,"Louisville, Kentucky",Central,78,225,,3,,35,Kentucky,2010
qb,Tanner Price,"Austin, Texas",Westlake,78,195,,3,,35,Wake Forest,2010
db,Andre Simmons,"Lorton, Virginia",South County,78,193,,3,,35,Vanderbilt,2010
rb,Trajuan Briggs,"Lake Balboa, California",Birmingham,65,200,,3,,35,California,2010
ath,Anthony Brown,"Fontana, California",Kaiser,65,180,,3,,35,USC,2010
dt,Damon Williams,"Irving, Texas",Nimitz,78,300,,3,,35,Oklahoma,2010
te,Bryan Sampson,"Pleasant Grove, Utah",Pleasant Grove,78,210,,3,,35,Brigham Young,2010
de,Andrew Hudson,"Redlands, California",East Valley,78,220,,3,,35,Washington,2010
wr,Adrian Coxson,"Baltimore, Maryland",City College High,0,194,,4,,35,Florida,2010
db,Derron Smith,"Banning, California",Banning,65,173,,3,,35,Fresno State,2010
de,Lee Adams,"Corona, California",Centennial,78,240,,3,,35,Arizona State,2010
ol,Mike Moudy,"Castle Rock, Colorado",Douglas County,78,291,,3,,35,Nebraska,2010
qb,Cody Fajardo,"Anaheim, California",Servite,78,195,,3,,35,Nevada,2010
ol,Geoffrey Gibson,"Las Vegas, Nevada",Bishop Gorman,0,327,,3,,35,California,2010
lb,Tuu Lolohea,"Kapolei, Hawaii",Kapolei,78,225,,3,,35,Hawaii,2010
dt,Julious Moore,"Bellevue, Washington",Bellevue,78,260,,3,,36,UCLA,2010
qb,Clint Trickett,"Tallahassee, Florida",North Florida Christian,78,175,,3,,36,Florida State,2010
wr,Davon Dunn,"San Diego, California",Lincoln,78,184,,4,,36,Fresno State,2010
de,Tayo Fabuluje Jr.,"Arlington, Texas",The Oakridge School,78,260,,3,,36,Brigham Young,2010
ath,Matthew Wells,"Monticello, Mississippi",Lawrence County,78,190,,3,,36,Mississippi State,2010
