position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
rb,Ryan Williams,"Manassas, Virginia",Stonewall Jackson,0,192,,4,,3,Virginia Tech,2008
lb,Brendan Beal,"Bethlehem, Pennsylvania",Liberty,78,235,,4,,3,Florida,2008
dt,Armond Armstead,"Elk Grove, California",Pleasant Grove,0,287,,4,,3,USC,2008
de,Wes Horton,"Sherman Oaks, California",Notre Dame,78,240,,4,,3,USC,2008
ath,Burton Scott,"Prichard, Alabama",Vigor,0,194,,5,,3,Alabama,2008
db,Brandon Harris,"Miami, Florida",Booker T. Washington,0,174,,4,,3,Miami (FL),2008
lb,Jerrell Harris,"Gadsden, Alabama",Gadsden City,0,220,,4,,3,Alabama,2008
ol,Khaled Holmes,"Santa Ana, California",Mater Dei,0,301,,4,,3,USC,2008
rb,Josh Haden,"Fort Washington, Maryland",Friendly,65,191,,4,,3,Boston College,2008
ol,Ben Habern,"Argyle, Texas",Liberty Christian School,78,270,,4,,3,Oklahoma,2008
te,Jake Stoneburner,"Dublin, Ohio",Coffman,0,223,,4,,3,Ohio State,2008
qb,MarQueis Gray,"Indianapolis, Indiana",Ben Davis,0,220,,4,,3,Minnesota,2008
k,Ben Buchanan,"Westerville, Ohio",Westerville Central,0,191,,3,,3,Ohio State,2008
de,Cornelius Washington,"Waynesboro, Georgia",Burke County,78,220,,4,,3,Georgia,2008
qb,Andrew Luck,"Houston, Texas",Stratford,78,215,,4,,4,Stanford,2008
wr,DeAndre Brown,"Ocean Springs, Mississippi",Ocean Springs,0,208,,5,,4,Southern Miss,2008
qb,Robert Griffin,"Copperas Cove, Texas",Copperas Cove,78,195,,4,,4,Baylor,2008
rb,Chris Polk,"Redlands, California",East Valley,65,190,,4,,4,Washington,2008
db,Boubacar Cissoko,"Detroit, Michigan",Cass Tech,0,171,,4,,4,Michigan,2008
rb,Jonas Gray,"Detroit, Michigan",Country Day,0,213,,4,,4,Notre Dame,2008
dt,DeAngelo Tyson,"Statesboro, Georgia",Statesboro,0,276,,4,,4,Georgia,2008
ol,Brandon Washington,"Miami, Florida",Northwestern,0,315,,4,,4,Miami (FL),2008
ol,Michael Brewster,"Orlando, Florida",Edgewater,0,305,,5,,4,Ohio State,2008
de,Kavario Middleton,"Lakewood, Washington",Lakes,0,250,,4,,4,Washington,2008
k,Justin Tucker,"Austin, Texas",Westlake,78,172,,3,,4,Texas,2008
rb,Eric Smith,"Seffner, Florida",Armwood,0,239,,3,,4,Auburn,2008
lb,Marcus Robinson,"Homestead, Florida",Homestead,0,210,,4,,4,Miami (FL),2008
db,Joseph Ibiloye,"Garland, Texas",South Garland,0,195,,4,,4,Oklahoma,2008
lb,Brandon Beachum,"Youngstown, Ohio",Cardinal Mooney,0,216,,4,,4,Penn State,2008
db,Doug Wiggins,"North Miami Beach, Florida",North Miami Beach,65,180,,4,,4,Western Michigan,2008
ath,Lamaar Thomas,"Fort Washington, Maryland",Friendly,65,181,,4,,4,Ohio State,2008
ol,Braxston Cave,"Mishawaka, Indiana",Penn,78,295,,4,,4,Notre Dame,2008
de,Michael Williams,"Reform, Alabama",Pickens County,78,240,,4,,4,Alabama,2008
te,Kevin Koger,"Toledo, Ohio",Whitmer,78,235,,4,,4,Michigan,2008
wr,Jonathan Baldwin,"Aliquippa, Pennsylvania",Aliquippa,78,233,,5,,5,Pittsburgh,2008
rb,Andre Ellington,"Moncks Corner, South Carolina",Berkeley,65,170,,4,,5,Clemson,2008
ol,Matt Patchan,"Seffner, Florida",Armwood,78,265,,5,,5,Florida,2008
rb,Derrick Coleman,"Fullerton, California",Troy,0,218,,3,,5,UCLA,2008
de,Toby Jackson,"Griffin, Georgia",Griffin,0,244,,4,,5,Georgia,2008
qb,Star Jackson,"Lake Worth, Florida",Lake Worth,0,182,,4,,5,Alabama,2008
rb,Cyrus Gray,"DeSoto, Texas",DeSoto,0,188,,4,,5,Texas A&M,2008
ath,Mark Barron,"Mobile, Alabama",St. Paul's,0,202,,4,,5,Alabama,2008
lb,Uona Kavienga,"Los Angeles, California",Leuzinger,0,226,,4,,5,USC,2008
dt,Jarvis Humphrey,"Cedar Hill, Texas",Cedar Hill,78,290,,4,,5,Texas,2008
ol,Ricky Barnum,"Lakeland, Florida",Lake Gibson,0,246,,4,,5,Michigan,2008
db,D.J. Monroe,"Angleton, Texas",Angleton,65,165,,4,,5,Texas,2008
ol,Matt Meyer,"Stockton, California",Lincoln,78,290,,4,,5,USC,2008
qb,Matt Scott,"Corona, California",Centennial,78,205,,4,,5,Arizona,2008
te,Aaron Douglas,"Maryville, Tennessee",Maryville,78,245,,4,,5,Tennessee,2008
lb,Jordan Futch,"Hollywood, Florida",Chaminade Madonna,0,202,,4,,5,Miami (FL),2008
db,Spencer Adams,"Matthews, North Carolina",Butler,0,180,,4,,5,Clemson,2008
de,Nathan Williams,"Washington Court House, Ohio",Miami Trace,0,245,,4,,5,Ohio State,2008
ol,Tyron Smith,"Moreno Valley, California",Rancho Verde,0,260,,5,,6,USC,2008
wr,Michael Floyd,"St. Paul, Minnesota",Cretin-Derham Hall,78,195,,5,,6,Notre Dame,2008
qb,Landry Jones,"Artesia, New Mexico",Artesia,0,224,,4,,6,Oklahoma,2008
db,Janoris Jenkins,"Pahokee, Florida",Pahokee,65,180,,4,,6,Florida,2008
de,Chaz Sutton,"Savannah, Georgia",Jenkins,78,236,,4,,6,South Carolina,2008
db,Dee Finley,"Auburn, Alabama",Auburn,78,210,,4,,6,Florida,2008
lb,Nigel Carr,"Jacksonville, Florida",First Coast,78,220,,4,,6,Florida State,2008
de,Quinton Coples,"Chatham, Virginia",Hargrave Military Academy,78,235,,4,,6,North Carolina,2008
rb,De'Anthony Curtis,"Camden, Arkansas",Fairview,65,209,,4,,6,Arkansas,2008
rb,Jeremy Hills,"Alief, Texas",Elsik,0,181,,4,,6,Texas,2008
lb,Ryan Baker,"Blountstown, Florida",Blountstown,78,206,,4,,6,LSU,2008
dt,Garrett Goebel,"Lombard, Illinois",Montini,0,264,,4,,6,Ohio State,2008
ol,Daniel Campbell,"Aldine, Texas",Aldine,78,320,,4,,6,USC,2008
qb,Darron Thomas,"Aldine, Texas",Aldine,78,195,,4,,6,Oregon,2008
ol,Matt Stankiewitch,"Schuylkill Haven, Pennsylvania",Blue Mountain,78,295,,3,,6,Penn State,2008
te,Matt Branch,"Monroe, Louisiana",Sterlington,78,240,,4,,6,LSU,2008
k,Justin Sorensen,"South Jordan, Utah",Bingham,78,215,,3,,6,Brigham Young,2008
rb,Jeffrey Demps,"Groveland, Florida",South Lake,0,162,,4,,7,Florida,2008
qb,Jacory Harris,"Miami, Florida",Northwestern,0,169,,4,,7,Miami (FL),2008
wr,Darryl Stonum,"Sugar Land, Texas",Dulles,78,180,,4,,7,Michigan,2008
lb,William Green,"Hoover, Alabama",Spain Park,78,215,,4,,7,Florida,2008
ol,Stephen Good,"Paris, Texas",Paris,78,300,,5,,7,Oklahoma,2008
ol,Ben Jones,"Centreville, Alabama",Bibb County,0,306,,3,,7,Georgia,2008
db,C.J. Holton,"Crawfordville, Florida",Wakulla,78,195,,4,,7,Miami (FL),2008
ol,Max Tuioti-Mariner,"Corona, California",Corona,0,300,,4,,7,Colorado,2008
db,Aaron Hester,"Compton, California",Dominguez,0,180,,4,,7,UCLA,2008
te,Joseph Fauria,"Encino, California",Crespi,78,250,,4,,7,Notre Dame,2008
lb,Mike Zordich,"Youngstown, Ohio",Cardinal Mooney,78,220,,4,,7,Penn State,2008
ath,Jarmon Fortson,"Columbus, Georgia",Carver,78,220,,4,,7,Florida State,2008
k,Blair Walsh,"Fort Lauderdale, Florida",Cardinal Gibbons,0,163,,3,,7,Georgia,2008
rb,Michael Shaw,"Trotwood, Ohio",Madison,78,185,,4,,7,Michigan,2008
dt,Corey Liuget,"Hialeah, Florida",Hialeah,78,260,,4,,7,Illinois,2008
de,Tyler Westphal,"Menasha, Wisconsin",Menasha,78,230,,4,,7,Wisconsin,2008
qb,Curt Phillips,"Kingsport, Tennessee",Sullivan South,0,212,,4,,7,Wisconsin,2008
de,Chase Clement,"Thibodaux, Louisiana",E. D. White,0,241,,4,,7,LSU,2008
rb,Ben Bartholomew,"Nashville, Tennessee",Montgomery Bell Academy,78,225,,3,,7,Tennessee,2008
wr,Jameel Owens,"Muskogee, Oklahoma","",78,210,,4,,8,Oklahoma,2008
qb,B.J. Daniels,"Tallahassee, Florida",Lincoln,78,203,,4,,8,South Florida,2008
lb,Darius Fleming,"Chicago, Illinois",St. Rita,0,230,,4,,8,Notre Dame,2008
db,T.J. Bryant,"Tallahassee, Florida",Lincoln,78,175,,4,,8,USC,2008
ol,Tyler Love,"Mountain Brook, Alabama",Mountain Brook,78,285,,5,,8,Alabama,2008
dt,Stacey McGee,"Muskogee, Oklahoma","",78,255,,4,,8,Oklahoma,2008
db,E.J. Woods,"Encino, California",Crespi,78,192,,4,,8,UCLA,2008
de,Datone Jones,"Compton, California",Compton,0,240,,4,,8,UCLA,2008
de,Everett Dawkins,"Duncan, South Carolina",Byrnes,0,242,,4,,8,Florida State,2008
qb,Jordan Jefferson,"Destrehan, Louisiana",Destrehan,0,200,,4,,8,LSU,2008
k,Bradley Nortman,"Brookfield, Wisconsin",Central,78,210,,3,,8,Wisconsin,2008
rb,Cameron Saddler,"Monroeville, Pennsylvania",Gateway,65,157,,4,,8,Pittsburgh,2008
rb,Dontavius Jackson,"Franklin, Georgia",Heard County,65,195,,4,,8,Georgia,2008
ath,Gerell Robinson,"Chandler, Arizona",Hamilton,78,210,,4,,8,Arizona State,2008
te,Brandon Moore,"Trotwood, Ohio",Trotwood-Madison,78,243,,4,,8,Michigan,2008
lb,Steven Filer,"Chicago, Illinois",Mt. Carmel,78,220,,4,,8,Notre Dame,2008
ol,Mike Golic,"West Hartford, Connecticut",Northwest Catholic,78,260,,3,,8,Notre Dame,2008
ol,David Snow,"Gilmer, Texas",Gilmer,0,300,,4,,8,Texas,2008
qb,Tyler Wilson,"Greenwood, Arkansas",Greenwood,0,182,,4,,9,Arkansas,2008
ol,Lucas Nix,"Jefferson Hills, Pennsylvania",Thomas Jefferson,78,295,,4,,9,Pittsburgh,2008
dt,Brandon Thompson,"Thomasville, Georgia",Thomasville,0,291,,4,,9,Clemson,2008
db,Brandon Taylor,"Franklinton, Louisiana",Franklinton,0,176,,4,,9,LSU,2008
lb,Nick Moody,"Philadelphia, Pennsylvania",Roman Catholic,0,218,,4,,9,Florida State,2008
rb,Sausan Shakerin,"Sandy, Utah",Alta,78,205,,3,,9,Utah,2008
db,Jarrell Barbour,"Peoria, Arizona",Centennial,78,190,,4,,9,Arizona State,2008
te,Ryan Deehan,"Poway, California",Poway,0,228,,4,,9,Colorado,2008
ath,Derrick Hall,"Beaumont, Texas",Central,65,201,,4,,9,Texas A&M,2008
rb,Terrence Robinson,"Klein, Texas",Oak,65,170,,4,,9,Michigan,2008
k,Kevin Harper,"Mentor, Ohio",Mentor,65,175,,3,,9,Pittsburgh,2008
lb,Jon Major,"Parker, Colorado",Ponderosa,78,230,,4,,9,Colorado,2008
wr,Aldarius Johnson,"Miami, Florida",Northwestern,78,200,,4,,9,Miami (FL),2008
qb,Kody Spano,"Stephenville, Texas",Stephenville,0,202,,3,,9,Nebraska,2008
de,Willie Mobley,"Eden Prairie, Minnesota",Eden Prairie,0,260,,4,,9,Ohio State,2008
ol,Dominic Galas,"Modesto, California",Central Catholic,0,266,,3,,9,California,2008
de,Cameron Henderson,"Birmingham, Alabama",Shades Valley,78,240,,4,,9,Auburn,2008
ol,Kenneth Page,"Columbia, South Carolina",A.C. Flora,78,293,,4,,9,Clemson,2008
qb,Jaybo Shaw,"Flowery Branch, Georgia",Flowery Branch,0,176,,3,,10,Georgia Tech,2008
lb,Lerentee McCray,"Dunnellon, Florida",Dunnellon,78,200,,4,,10,Florida,2008
ath,D.J. Shoemate,"Anaheim, California",Servite,0,219,,4,,10,USC,2008
wr,Joshua Jarboe,"Ellenwood, Georgia",Cedar Grove,78,195,,4,,10,Oklahoma,2008
ol,Dann O'Neill,"Grand Haven, Michigan","",78,291,,4,,10,Michigan,2008
dt,Chancey Aghayere,"Garland, Texas",Garland,78,244,,4,,10,LSU,2008
de,Everrette Thompson,"Burien, Washington",Kennedy,78,240,,4,,10,Washington,2008
de,Malik Jackson,"Lake Balboa, California",Birmingham,78,212,,4,,10,USC,2008
te,Jabaris Little,"Tallahassee, Florida",Lincoln,78,240,,4,,10,Florida State,2008
db,Charles Mitchell,"Clarksdale, Mississippi",Clarksdale,65,190,,4,,10,Mississippi State,2008
k,Chris Philpott,"Atlanta, Georgia",St Pius X School,78,186,,3,,10,Louisville,2008
ol,John Paul Alford,"Kosciusko, Mississippi",Kosciusko,78,275,,3,,10,Mississippi State,2008
qb,Kyle Parker,"Jacksonville, Florida",Bartram Trail,0,188,,4,,10,Clemson,2008
ol,Josh Jenkins,"Vienna, West Virginia",Parkersburg,0,282,,4,,10,West Virginia,2008
rb,Sam McGuffie,"Cypress, Texas",Cy-Fair,0,188,,4,,10,Michigan,2008
lb,Vincent Williams,"Davenport, Florida",Ridge,0,210,,4,,10,Florida State,2008
rb,Aundre Dean,"Katy, Texas",Katy,78,200,,4,,10,UCLA,2008
rb,Austin Johnson,"Hickory, North Carolina",Hickory,78,235,,3,,10,Tennessee,2008
db,Charles Whitlock,"Chester, South Carolina",Chester,65,172,,4,,10,South Carolina,2008
ol,David DeCastro,"Bellevue, Washington",Bellevue,78,285,,3,,11,Stanford,2008
de,Earl Okine,"Gainesville, Florida",Gainesville,0,235,,4,,11,Florida,2008
ol,J.B. Shugarts,"Klein, Texas",Klein,0,299,,4,,11,Ohio State,2008
qb,Randall Mackey,"Bastrop, Louisiana",Bastrop,65,200,,3,,11,Mississippi,2008
db,Robert Golden,"Fresno, California",Edison,65,182,,4,,11,Arizona,2008
qb,Nick Crissman,"Huntington Beach, California",Edison,78,193,,3,,11,UCLA,2008
rb,Harrison Jeffers,"Lawton, Oklahoma",Eisenhower,65,195,,4,,11,Texas Tech,2008
dt,Templeton Hardy,"Sardis, Mississippi",North Panola,0,295,,4,,11,Mississippi State,2008
de,Tony Jerod,"DeSoto, Texas",DeSoto,78,255,,4,,11,Texas A&M,2008
db,Brandon Smith,"New Brunswick, New Jersey",New Brunswick,78,210,,4,,11,Michigan,2008
lb,Shayne Hale,"Monroeville, Pennsylvania",Gateway,78,235,,4,,11,Pittsburgh,2008
ol,John Michael Boswell,"Northport, Alabama",Tuscaloosa County,78,290,,4,,11,Alabama,2008
te,James Hanna,"Flower Mound, Texas",Flower Mound,0,216,,4,,11,Oklahoma,2008
rb,Ray Polk,"Phoenix, Arizona",Brophy Prep,78,195,,4,,11,Colorado,2008
ath,E.J. Abrams-Ward,"Thomasville, North Carolina",Thomasville,78,210,,4,,11,Tennessee,2008
wr,Chris Tolliver,"Rayville, Louisiana",Rayville,78,180,,4,,11,LSU,2008
lb,Anthony McDonald,"Sherman Oaks, California",Notre Dame,78,220,,4,,11,Notre Dame,2008
wr,Jeff Fuller,"McKinney, Texas",Boyd,0,202,,4,,12,Texas A&M,2008
rb,LaMichael James,"Texarkana, Texas",Liberty-Eylau,65,180,,4,,12,Oregon,2008
db,Joe Adams,"Little Rock, Arkansas",Central Arkansas Christian,0,167,,4,,12,Arkansas,2008
lb,Courtney Upshaw,"Eufaula, Alabama",Eufaula,78,220,,4,,12,Alabama,2008
db,Vaughn Telemaque,"Long Beach, California",Poly,0,180,,4,,12,Miami (FL),2008
rb,Milton Knox,"Lake Balboa, California",Birmingham,65,192,,4,,12,UCLA,2008
te,Dwayne Allen,"Fayetteville, North Carolina",Terry Sanford,0,243,,4,,12,Clemson,2008
ol,Bryce Givens,"Denver, Colorado",Mullen,0,257,,4,,12,Colorado,2008
ol,Osaze Idumwonyi,"Cedar Hill, Texas",Cedar Hill,0,261,,3,,12,Kentucky,2008
de,Josh Williams,"Denton, Texas",Ryan,0,220,,3,,12,Nebraska,2008
qb,Tommy Dorman,"North Richland Hills, Texas",Birdville,78,204,,3,,12,Texas A&M,2008
ath,Davon Johnson,"Miami, Florida",Booker T. Washington,0,163,,4,,12,Miami (FL),2008
de,Damien Holmes,"Colton, California",Colton,0,250,,4,,12,UCLA,2008
qb,Bret Jefcoat,"Fulton, Mississippi",Itawamba Agricultural,0,199,,3,,12,Southern Miss,2008
lb,Bruce Taylor,"Myrtle Beach, South Carolina",Myrtle Beach,78,230,,4,,12,Virginia Tech,2008
dt,Sean Cwynar,"Woodstock, Illinois",Marian Central Catholic,78,284,,4,,12,Notre Dame,2008
de,Kapron Lewis-Moore,"Weatherford, Texas",Weatherford,0,225,,4,,13,Notre Dame,2008
rb,Onterrio McCalebb,"Fort Meade, Florida",Fort Meade,0,154,,4,,13,Auburn,2008
lb,Sean Spence,"Miami, Florida",Northwestern,0,186,,4,,13,Miami (FL),2008
wr,Brice Butler,"Norcross, Georgia",Norcross,78,178,,4,,13,USC,2008
dt,Lawrence Guy,"Las Vegas, Nevada",Western,78,265,,4,,13,Arizona State,2008
ath,Kye Staley,"Guthrie, Oklahoma",Guthrie,78,215,,4,,13,Oklahoma State,2008
ol,Antoine McClain,"Anniston, Alabama",Anniston,78,317,,4,,13,Clemson,2008
db,Jarred Holley,"Easton, Pennsylvania",Easton,65,175,,4,,13,Pittsburgh,2008
de,Cameron Meredith,"Santa Ana, California",Mater Dei,0,222,,3,,13,Nebraska,2008
ol,T.J. Johnson,"Aynor, South Carolina",Aynor,78,285,,3,,13,South Carolina,2008
lb,Dravannti Johnson,"Nederland, Texas",Nederland,78,230,,4,,13,Texas,2008
qb,Kale Pick,"Dodge City, Kansas",Dodge City,78,198,,3,,13,Kansas,2008
qb,Beau Sweeney,"Fresno, California",Clovis West,0,197,,3,,13,California,2008
te,Hubie Graham,"Scranton, Pennsylvania",West Scranton,78,227,,4,,13,Illinois,2008
ol,Dalton Freeman,"Pelion, South Carolina",Pelion,78,270,,4,,13,Clemson,2008
db,Jamoris Slaughter,"Stone Mountain, Georgia",Tucker,78,185,,4,,13,Notre Dame,2008
wr,Tommy Streeter,"Miami, Florida",Northwestern,0,200,,4,,14,Miami (FL),2008
ath,Chris Harper,"Wichita, Kansas",Northwest,0,231,,4,,14,Oregon,2008
qb,John Wienke,"Tuscola, Illinois","",0,196,,3,,14,Iowa,2008
dt,Solomon Koehler,"Kaneohe, Hawaii",Castle,78,305,,4,,14,Arizona,2008
ol,Vinston Painter,"Norfolk, Virginia",Maury,78,317,,4,,14,Virginia Tech,2008
rb,Rashad White,"Teaneck, New Jersey",Teaneck,0,164,,3,,14,Rutgers,2008
lb,Justin Johnson,"Gilmer, Texas",Gilmer,78,210,,4,,14,Oklahoma,2008
lb,Sam Maresh,"Champlin, Minnesota",Champlin Park,78,240,,4,,14,Minnesota,2008
ol,Zach Schlink,"Peoria, Arizona",Centennial,78,295,,4,,14,Arizona State,2008
te,Andrew Jones,"Smithville, Missouri",Smithville,0,228,,4,,14,Missouri,2008
db,Marc Anthony,"Chandler, Arizona",Chandler,0,182,,4,,14,California,2008
qb,Aramis Hillary,"Johnston, South Carolina",Strom Thurmond,0,205,,3,,14,South Carolina,2008
ol,Quin Sanford,"Batesville, Mississippi",South Panola,78,295,,3,,14,Southern Miss,2008
db,Dan McCarthy,"Youngstown, Ohio",Cardinal Mooney,78,190,,4,,14,Notre Dame,2008
de,Glenn Foster,"Chicago, Illinois",Mt. Carmel,78,223,,3,,14,Illinois,2008
rb,Jamal Womble,"Sierra Vista, Arizona",Buena,0,216,,4,,14,North Carolina,2008
de,Brandon Lewis,"Pleasant Grove, Alabama",Pleasant Grove,78,260,,4,,14,Alabama,2008
dt,Jurrell Casey,"Long Beach, California",Poly,78,280,,4,,15,USC,2008
db,Brandon Boykin,"Fayetteville, Georgia",Fayette County,0,162,,4,,15,Georgia,2008
ol,Alameda Ta'amu,"Seattle, Washington",Rainier Beach,78,353,,4,,15,Washington,2008
qb,Sean Renfree,"Scottsdale, Arizona",Notre Dame Prep,0,201,,3,,15,Duke,2008
lb,Don'ta Hightower,"Lewisburg, Tennessee",Marshall County,78,248,,4,,15,Alabama,2008
de,Keith Wells,"Gainesville, Georgia",Gainesville High School,0,211,,3,,15,Ohio State,2008
ol,Zebrie Sanders,"Clayton, Ohio",Northmont,0,273,,4,,15,Florida State,2008
rb,Jermaine Thomas,"Jacksonville, Florida",First Coast,78,190,,3,,15,Florida State,2008
wr,Tavarres King,"Mt. Airy, Georgia",Habersham Central,0,169,,4,,15,Georgia,2008
de,Andrew Wolridge,"Lexington, Texas",Lexington,78,235,,4,,15,Texas A&M,2008
te,Dion Jordan,"Chandler, Arizona",Chandler,78,215,,4,,15,Oregon,2008
rb,Chris Burns,"New Wilmington, Pennsylvania",Wilmington Area,65,185,,4,,15,Pittsburgh,2008
ath,Adrian Bushell,"DeSoto, Texas",DeSoto,65,180,,4,,15,Florida,2008
ol,Quinton Sales,"Fort Washington, Maryland",Friendly,0,278,,3,,15,Massachusetts,2008
db,Markelle Martin,"Wichita Falls, Texas",Rider,78,180,,4,,15,Oklahoma State,2008
qb,Sancho McDonald,"Miami, Florida",Booker T. Washington,0,187,,3,,15,Middle Tennessee State,2008
lb,Terrell Manning,"Laurinburg, North Carolina",Scotland County,78,205,,4,,15,North Carolina State,2008
ol,Cordy Glenn,"Riverdale, Georgia",Riverdale,0,315,,4,,16,Georgia,2008
qb,D.C. Jefferson,"Winter Haven, Florida",Winter Haven,0,230,,3,,16,Rutgers,2008
db,Jeremy Brown,"Orlando, Florida",Boone,0,163,,4,,16,Florida,2008
dt,Mike Martin,"Novi, Michigan",Detroit Catholic Central,0,278,,4,,16,Michigan,2008
ath,Johnathan Franklin,"Los Angeles, California",Dorsey,65,181,,4,,16,UCLA,2008
lb,Marcus Dowtin,"Fork Union, Virginia",Fork Union Military Academy,0,215,,4,,16,Georgia,2008
lb,Michael Mauti,"Mandeville, Louisiana",Mandeville,78,215,,4,,16,Penn State,2008
wr,Dan Buckner,"Allen, Texas",Allen,0,209,,4,,16,Texas,2008
qb,Darius Banks,"Culver City, California",Culver City,78,183,,3,,16,Eastern Washington,2008
rb,Tauren Poole,"Toccoa, Georgia",Stephens County,0,194,,3,,16,Tennessee,2008
de,Anthony Mains,"Naples, Florida",Golden Gate,0,225,,3,,16,Wisconsin,2008
ol,James Ferentz,"Iowa City, Iowa",Iowa City,78,250,,3,,16,Iowa,2008
db,Nolan Brewster,"Denver, Colorado",Mullen,78,195,,4,,16,Texas,2008
de,David King,"Houston, Texas",Strake Jesuit,0,238,,4,,16,Oklahoma,2008
te,Spencer Ladner,"Kansas City, Missouri",Pembroke Hill,78,230,,4,,16,California,2008
ol,Allen Carroll,"Oakland, California",McClymonds,0,286,,4,,16,Washington,2008
rb,Delano Howell,"Newhall, California",Hart,78,180,,3,,16,Stanford,2008
ath,Mark Ingram,"Flint, Michigan",Southwestern Academy,65,195,,4,,17,Alabama,2008
rb,Darius Ashley,"Cincinnati, Ohio",St. Xavier,0,185,,3,,17,Louisville,2008
wr,Kemonte Bateman,"Los Angeles, California",Crenshaw,0,176,,4,,17,Arizona State,2008
ol,Benjamin Jones,"Miami, Florida",Northwestern,78,270,,4,,17,Miami (FL),2008
rb,Ivan Matchett,"Mobile, Alabama",St. Paul's,0,206,,3,,17,Alabama,2008
de,Dominique Austin,"La Puente, California",Bishop Amat,0,232,,3,,17,Arizona,2008
qb,Casey Kelly,"Sarasota, Florida",Sarasota,0,191,,3,,17,Tennessee,2008
de,Glenn Harbin,"Mobile, Alabama",McGill Toolen,78,250,,4,,17,Alabama,2008
