position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
db,Okechuckwu Okoroha,"Greenbelt, Maryland",Eleanor Roosevelt,0,183,,4,,17,Boston College,2008
dt,Rod Davis,"Aldine, Texas",Eisenhower,78,300,,4,,17,Texas A&M,2008
qb,Jim Youngblood,"Camden, Arkansas",Fairview,0,217,,3,,17,Arkansas,2008
ol,Clay Spencer,"Baton Rouge, Louisiana",Parkview Baptist,0,285,,4,,17,LSU,2008
lb,Mike Yancich,"Washington, Pennsylvania",Trinity Senior,78,216,,4,,17,Penn State,2008
te,Mark Wedderburn,"Springfield, Pennsylvania",Cardinal O'Hara,78,235,,3,,17,Penn State,2008
lb,Andrew Sweat,"Washington, Pennsylvania",Trinity Senior,78,225,,4,,17,Ohio State,2008
db,Robby Green,"River Ridge, Louisiana",John Curtis,78,175,,4,,17,Alabama,2008
ol,Douglas Spacht,"Long Beach, California",Poly,78,285,,3,,17,Fresno State,2008
de,Robert Quinn,"North Charleston, South Carolina",Fort Dorchester,78,245,,4,,18,North Carolina,2008
rb,Tre Newton,"Southlake, Texas",Carroll,0,194,,3,,18,Texas,2008
ath,Devonta Bolton,"Norcross, Georgia",Norcross,78,220,,4,,18,Alabama,2008
db,Anthony Dye,"Corona, California",Santiago,65,179,,4,,18,UCLA,2008
rb,Carlton Thomas,"Frostproof, Florida",Frostproof,65,159,,3,,18,Georgia,2008
dt,Kheeston Randall,"Beaumont, Texas",Kelly,78,267,,4,,18,Texas,2008
db,Karnell Hatcher,"Delray Beach, Florida",Atlantic,0,186,,4,,18,LSU,2008
ol,Mark Buchanan,"Austin, Texas",Austin,78,275,,4,,18,Texas,2008
qb,Dominick Britt,"Trotwood, Ohio",Trotwood-Madison,0,175,,3,,18,Jackson State,2008
qb,Seth Doege,"Wolfforth, Texas",Frenship,78,200,,3,,18,Texas Tech,2008
lb,J.B. Fitzgerald,"Princeton Junction, New Jersey",West Windsor Plainsboro South,0,225,,4,,18,Michigan,2008
ol,Dan Hoch,"Harlan, Iowa",Harlan,0,302,,4,,18,Missouri,2008
te,Anthony Miller,"San Jose, California",Archbishop Mitty,0,250,,3,,18,California,2008
de,Eric Harper,"Marrero, Louisiana",John Ehret,78,220,,3,,18,Louisiana Tech,2008
wr,Melvin Ray,"Tallahassee, Florida",North Florida Christian,0,185,,4,,18,Alabama,2008
lb,Jonathan Meyers,"Greenwich, Connecticut",Greenwich High School,78,215,,4,,18,Princeton,2008
ol,Nick McRae,"Dublin, Georgia",Dublin,78,289,,3,,18,Georgia Tech,2008
de,Tyler Hoover,"Novi, Michigan","",0,265,,3,,19,Michigan State,2008
ol,Omoregie Uzzi,"Chamblee, Georgia",Chamblee,0,298,,4,,19,Georgia Tech,2008
lb,Christian Robinson,"Norcross, Georgia",Greater Atlanta Christian,0,204,,4,,19,Georgia,2008
db,Travis Howard,"Miami, Florida",Dr. Krop,0,172,,4,,19,Ohio State,2008
ath,A.J. Alexander,"Altoona, Pennsylvania",Altoona,78,180,,4,,19,Florida State,2008
rb,Reggie Hunt,"Daphne, Alabama",Daphne,65,180,,3,,19,Auburn,2008
dt,Jeremy Lewis,"West Palm Beach, Florida",Palm Beach Lakes,0,271,,4,,19,Miami (FL),2008
qb,Zack Stoudt,"Dublin, Ohio",Coffman,0,210,,3,,19,Louisville,2008
lb,Donovan Carter,"Lake Balboa, California",Birmingham,78,226,,3,,19,UCLA,2008
db,Rashun Dixon,"Terry, Mississippi",Terry,78,185,,4,,19,Mississippi State,2008
de,Steven Fowlkes,"College Park, Georgia",Banneker,78,213,,3,,19,Tennessee,2008
ol,Sam Robey,"Louisville, Kentucky",Trinity,78,253,,3,,19,Florida,2008
te,Tim Biere,"Omaha, Nebraska",Westside,0,226,,3,,19,Kansas,2008
qb,Jerome Tiller,"San Antonio, Texas",San Antonio Lee,0,184,,3,,19,Iowa State,2008
ol,Lane Clelland,"Owings Mills, Maryland",McDonogh,78,270,,4,,19,Notre Dame,2008
wr,Kevin Dorsey,"Forestville, Maryland",Forestville High,0,187,,4,,19,Maryland,2008
dt,Scott Vallone,"Central Islip, New York",St. Anthony's,78,255,,4,,20,Rutgers,2008
de,Toshmon Stevens,"Crescent City, Florida",Crescent City,0,198,,3,,20,Florida State,2008
lb,Marcus Witherspoon,"Absecon, New Jersey",Holy Spirit,78,215,,4,,20,Michigan,2008
rb,Jermaine Preyear,"Mobile, Alabama",Davidson,65,205,,3,,20,Alabama,2008
db,Victor Johnson,"Waco, Texas",Waco,0,170,,4,,20,Oklahoma State,2008
ol,Art Forst,"Manasquan, New Jersey",Manasquan,78,288,,4,,20,Rutgers,2008
wr,Omarius Hines,"Corsicana, Texas",Corsicana,78,180,,4,,20,Florida,2008
rb,Curtis McNeal,"Los Angeles, California",Venice,65,180,,3,,20,USC,2008
ol,Andrew Brewer,"Ona, West Virginia",Cabell Midland,0,249,,3,,20,Purdue,2008
te,Chris Pantale,"Wayne, New Jersey",Valley,0,230,,3,,20,Boston College,2008
qb,Ted Stachitas,"Ponte Vedra Beach, Florida",Nease,78,180,,3,,20,Wake Forest,2008
qb,Ryan Katz,"Santa Monica, California",Santa Monica,0,194,,3,,20,Oregon State,2008
db,Cameron Chism,"Forestville, Maryland",Bishop McNamara,78,175,,4,,20,Maryland,2008
lb,Sterling Lucas,"Orangeburg, South Carolina",Orangeburg Wilkinson,78,220,,3,,20,North Carolina State,2008
ath,Torrey Mack,"Stratford, Connecticut",Stratford,78,195,,4,,20,Virginia,2008
ol,Brian Mulroe,"Wilmette, Illinois",Loyola Academy,0,263,,3,,20,Northwestern,2008
de,Undra Billingsley,"Birmingham, Alabama",Woodlawn,78,260,,3,,20,Alabama,2008
lb,Eric LeGrand,"Colonia, New Jersey",Colonia,0,263,,3,,21,Rutgers,2008
wr,T.J. Lawrence,"Lakeland, Florida",Kathleen,0,185,,4,,21,Florida,2008
lb,Taylor Hill,"Youngstown, Ohio",Cardinal Mooney,78,205,,4,,21,Michigan,2008
dt,Moses McCray,"Tampa, Florida",Hillsborough,0,268,,4,,21,Florida State,2008
rb,Keola Antolin,"Las Vegas, Nevada",Bishop Gorman,65,183,,3,,21,Arizona,2008
de,Jamaar Jarrett,"San Marcos, California",Mission Hills,78,238,,3,,21,Arizona State,2008
db,David Whitmore,"Port Arthur, Texas",Port Arthur Memorial,78,190,,4,,21,Nebraska,2008
db,Travis Arnold,"Madison, Florida",Madison,0,184,,4,,21,Florida State,2008
ath,Deangelo Peterson,"Baton Rouge, Louisiana",Desire Street Academy,78,195,,4,,21,LSU,2008
de,Gary Mason,"Waxahachie, Texas",Waxahachie,78,211,,3,,21,Baylor,2008
rb,Devin Thomas,"San Antonio, Texas",Madison,65,185,,3,,21,Mississippi,2008
te,Steven Figueroa,"Phoenix, Arizona",Desert Vista,78,231,,3,,21,Arizona State,2008
qb,Collin Klein,"Loveland, Colorado",Loveland,0,202,,3,,21,Kansas State,2008
ol,R.J. Mattes,"Concord, North Carolina",Robinson,0,259,,4,,21,North Carolina State,2008
ol,Jonathan Cooper,"Wilmington, North Carolina",Hoggard,78,287,,3,,21,North Carolina,2008
qb,Tommy Reamon Jr.,"Newport News, Virginia",Gloucester,78,195,,3,,21,Old Dominion,2008
wr,Marvin Jones,"Etiwanda, California",Etiwanda,0,177,,4,,22,California,2008
rb,Michael Ball,"Las Vegas, Nevada",Desert Pines,0,201,,3,,22,Nevada,2008
db,Darrius Terry,"Lufkin, Texas",Lufkin,0,190,,3,,22,Louisiana Tech,2008
qb,Nick Florence,"Garland, Texas",South Garland,78,167,,3,,22,Baylor,2008
qb,Zac Dysert,"Ada, Ohio",Ada,78,180,,3,,22,Miami (OH),2008
ol,Chris Lathrop,"Cypress, Texas",Cy-Fair,0,288,,3,,22,Texas A&M,2008
de,Willie Bohannon,"Mobile, Alabama",Blount,78,230,,3,,22,Tennessee,2008
dt,Brandon Newman,"Louisville, Kentucky",Pleasure Ridge Park,78,300,,4,,22,Notre Dame,2008
te,Cooper Bassett,"Tuttle, Oklahoma",Tuttle,78,235,,3,,22,Oklahoma State,2008
lb,Marlon Walls,"Olive Branch, Mississippi",Olive Branch,78,225,,4,,22,Tennessee,2008
de,Nick Halloran,"Cambridge, Massachusetts",Buckingham Browne & Nichols,78,260,,3,,22,Boston College,2008
db,Robert Blanton,"Matthews, North Carolina",Butler,78,177,,4,,22,Notre Dame,2008
rb,Kevin Whaley,"Virginia Beach, Virginia",Salem,0,166,,3,,22,Minnesota,2008
ath,Chris Jordan,"Brentwood, Tennessee",Brentwood Academy,0,201,,4,,22,Alabama,2008
ol,Mike Goodman,"Miami, Florida",Columbus,78,270,,4,,22,Boston College,2008
lb,Patrick Larimore,"Newhall, California",Hart,0,228,,3,,22,UCLA,2008
db,Robert Lester,"Foley, Alabama",Foley,78,205,,4,,23,Alabama,2008
de,Michael McAdoo,"Antioch, Tennessee",Antioch,78,220,,3,,23,North Carolina,2008
de,Antoine Hopkins,"Highland Springs, Virginia",Highland Springs,78,285,,3,,23,Virginia Tech,2008
rb,Jahleel Addae,"Riverview, Florida",Riverview,65,170,,3,,23,Central Michigan,2008
wr,Kenny Tate,"Hyattsville, Maryland",DeMatha,78,215,,4,,23,Maryland,2008
lb,Kenny Demens,"Detroit, Michigan",Country Day,0,224,,4,,23,Michigan,2008
ath,Jerico Nelson,"Destrehan, Louisiana",Destrehan,0,186,,4,,23,Arkansas,2008
ol,Graham Pocic,"Lemont, Illinois",Lemont,78,316,,4,,23,Illinois,2008
te,Tanner Hawkinson,"McPherson, Kansas",Mcpherson,78,230,,3,,23,Kansas,2008
ol,Deveric Gallington,"North Richland Hills, Texas",Richland,78,320,,3,,23,Texas Tech,2008
lb,Zander Fabbri,"Bakersfield, California",Centennial,78,245,,3,,23,Arizona,2008
qb,Nathan Stanley,"Tahlequah, Oklahoma",Sequoyah,0,185,,3,,23,Mississippi,2008
rb,Isaac Johnson,"Everett, Massachusetts",Everett,65,185,,3,,23,Boston College,2008
qb,Luther Leonard,"Burien, Washington",Evergreen High School,0,190,,3,,23,Washington,2008
qb,Wayne Warren,"Salisbury, Maryland",Wicomico High,0,197,,3,,24,Rutgers,2008
de,Blake Chavis,"Beaumont, Texas",Westbrook,78,230,,3,,24,Texas A&M,2008
wr,Fred Smith,"Detroit, Michigan",Southeastern,0,207,,4,,24,Michigan State,2008
qb,Tino Sunseri,"Pittsburgh, Pennsylvania",Central Catholic,78,200,,3,,24,Pittsburgh,2008
db,Keanon Cooper,"Dallas, Texas",Skyline,0,190,,4,,24,Minnesota,2008
lb,Daniel Franklin,"Mt. Airy, Georgia",Habersham Central,0,210,,3,,24,Oklahoma,2008
ath,Averin Collier,"Churchville, New York",Churchville-Chili,65,195,,4,,24,Syracuse,2008
rb,Martin Ward,"Jonesboro, Georgia",Mount Zion,0,182,,3,,24,Marshall,2008
db,Rashad Evans,"Union City, California",James Logan,0,160,,3,,24,Fresno State,2008
de,Jeremy Longo,"Fort Lauderdale, Florida",Cardinal Gibbons,0,212,,3,,24,Georgia,2008
ol,Elliott Mealer,"Wauseon, Ohio",Wauseon,78,280,,4,,24,Michigan,2008
dt,Masengo Kabongo,"Fairfield, Connecticut",Fairfield College Prep School,0,279,,4,,24,Maryland,2008
lb,Jonathan Willard,"Loris, South Carolina",Loris,0,203,,4,,24,Clemson,2008
rb,Brandon Davis,"Suwanee, Georgia",Peachtree Ridge,0,184,,3,,24,UCF,2008
te,Austin Holt,"South Jordan, Utah",Bingham,0,227,,3,,24,Brigham Young,2008
db,Alfonzo Dennard,"Rochelle, Georgia",Wilcox County,65,185,,3,,25,Nebraska,2008
dt,David Kruger,"Orem, Utah",Timpanogos,78,264,,4,,25,Utah,2008
lb,Nick Williams,"Bainbridge, Georgia",Bainbridge,78,206,,4,,25,Georgia,2008
ath,Xavier Avery,"Ellenwood, Georgia",Cedar Grove,65,185,,4,,25,Georgia,2008
wr,Deion Walker,"Christchurch, Virginia",Christchurch School,78,186,,4,,25,Notre Dame,2008
te,Ben Cotton,"Ames, Iowa",Ames Senior,78,217,,3,,25,Nebraska,2008
db,Terrance Parks,"Fairburn, Georgia",Creekside,78,200,,3,,25,Florida State,2008
ol,Nick Cody,"Brush Prairie, Washington",Hockinson,0,289,,4,,25,Oregon,2008
rb,Gahn McGaffie,"Galena Park, Texas",Galena Park,65,170,,3,,25,Missouri,2008
de,Matt Akers,"Bakersfield, California",Liberty Union,78,240,,3,,25,Fresno State,2008
qb,Ebahn Feathers,"Fresno, California",Washington Union,65,189,,3,,25,Fresno State,2008
qb,Kevin Prince,"Encino, California",Crespi,78,185,,3,,25,UCLA,2008
lb,Jacoby Thomas,"Mobile, Alabama",Murphy,78,220,,3,,25,Troy,2008
ol,Jeff Baca,"Mission Viejo, California",Mission Viejo,78,280,,3,,25,UCLA,2008
de,Riley Reiff,"Parkston, South Dakota","",78,250,,3,,25,Iowa,2008
rb,Jacquizz Rodgers,"Rosenberg, Texas",Lamar Consolidated,0,180,,3,,26,Oregon State,2008
lb,Steven Sylvester,"McDonough, Georgia",Union Grove,0,211,,3,,26,Georgia Tech,2008
ol,Joe Looney,"Lake Worth, Florida",Lake Worth,0,309,,3,,26,Wake Forest,2008
lb,Brandon Magee,"Corona, California",Centennial,0,226,,3,,26,Arizona State,2008
ath,Lamar Harris,"Gilmer, Texas",Gilmer,78,179,,4,,26,Oklahoma,2008
de,Jacquies Smith,"Dallas, Texas",South Oak Cliff,78,220,,3,,26,Missouri,2008
ol,Greg Shaw,"Miami, Florida",Monsignor Pace,0,267,,4,,26,LSU,2008
rb,Isaiah Pead,"Columbus, Ohio",Eastmoor,0,184,,3,,26,Cincinnati,2008
te,Tyler Edwards,"Monroe, Louisiana",Ouachita,78,222,,3,,26,LSU,2008
db,Derrick Bryant,"Suwanee, Georgia",Peachtree Ridge,78,186,,3,,26,LSU,2008
qb,Jacob Charest,"Matthews, North Carolina",Butler,0,192,,3,,26,Illinois,2008
dt,Reggie Ellis,"Washington, District of Columbia",Dunbar,0,278,,4,,26,Illinois,2008
wr,Kerry Boykins,"Chesapeake, Virginia",Oscar Smith,0,200,,4,,26,Maryland,2008
db,Jermaine Robinson,"Pittsburgh, Pennsylvania",Brashear,0,158,,3,,26,Toledo,2008
de,Jack Crawford,"Richland, New Jersey",St. Augustine,78,255,,3,,26,Penn State,2008
de,Aldon Smith,"Raytown, Missouri",Raytown,78,235,,3,,27,Missouri,2008
lb,Chase Thomas,"Marietta, Georgia",Walton,78,210,,3,,27,Stanford,2008
qb,Dominique Blackman,"Carson, California",Carson,78,242,,3,,27,Washington,2008
de,Trevor Stigers,"Ridgeland, Mississippi",Ridgeland,78,225,,3,,27,Mississippi State,2008
db,Joe Wylie,"Lauderdale Lakes, Florida",Boyd Anderson,0,171,,3,,27,Miami (FL),2008
wr,Antwon Moutra,"Culver City, California",Culver City,78,183,,4,,27,UCLA,2008
ath,Dyrell Roberts,"Smithfield, Virginia",Smithfield,78,190,,4,,27,Virginia Tech,2008
rb,Collins Okafor,"Omaha, Nebraska",Westside,78,210,,3,,27,Nebraska,2008
ol,Erik Kuraczea,"Ansonia, Connecticut",Ansonia,78,300,,3,,27,Connecticut,2008
te,Mike Cruz,"Johnstown, Pennsylvania",Bishop McCort,78,255,,3,,27,Pittsburgh,2008
dt,Willie Packer,"Moss Point, Mississippi",Moss Point,78,260,,3,,27,Southern Miss,2008
rb,Covaughn DeBoskie,"Chandler, Arizona",Hamilton,78,186,,3,,27,California,2008
db,Xavier Brewer,"Jacksonville, Florida",Bartram Trail,0,169,,3,,27,Clemson,2008
lb,Dwayne Maddox,"Shelby, North Carolina",Crest,0,222,,3,,27,North Carolina State,2008
wr,Frankie Hammond Jr.,"Hallandale, Florida",Hallandale,0,151,,4,,28,Florida,2008
ath,Damaris Johnson,"Norco, Louisiana",Destrehan,65,170,,4,,28,Tulsa,2008
ol,Matt Hall,"Russellville, Arkansas",Russellville,78,320,,4,,28,Arkansas,2008
rb,Mikel LeShoure,"Champaign, Illinois",Centennial,78,220,,3,,28,Illinois,2008
db,Dwayne Gratz,"Piscataway, New Jersey",Piscataway,0,176,,3,,28,Connecticut,2008
dt,Marcel Dareus,"Birmingham, Alabama",Huffman,78,277,,3,,28,Alabama,2008
lb,Leonard Hubbard,"Springfield, Illinois",Sacred Heart Griffin,78,225,,3,,28,Wisconsin,2008
db,Charles Burrell,"Detroit, Michigan",Southeastern,0,204,,3,,28,Michigan State,2008
ol,Matt Sanders,"Crestview, Florida",Crestview,0,293,,3,,28,Clemson,2008
te,Nic DiLillo,"Madison, Ohio",Madison High School,78,219,,3,,28,Ohio State,2008
de,Whitney Mercilus,"Akron, Ohio",Garfield High School,78,225,,3,,28,Illinois,2008
lb,Ebele Okakpu,"Roswell, Georgia",Roswell,0,201,,3,,28,North Carolina,2008
rb,Shane Turner,"Houston, Texas",Cypress Falls,65,170,,3,,28,Rice,2008
qb,Reid McCollum,"Summerville, South Carolina",Summerville,0,195,,3,,28,South Carolina,2008
lb,T.J. Pridemore,"Buford, Georgia",Buford,0,228,,3,,29,Florida,2008
qb,Tim Curry,"Elysian Fields, Texas",Elysian Fields,0,191,,3,,29,UTEP,2008
wr,Nelson Rosario,"Oceanside, California",El Camino,78,202,,4,,29,UCLA,2008
rb,Jason Ford,"Belleville, Illinois",Althoff,65,209,,3,,29,Illinois,2008
db,D'Anton Lynn,"Celina, Texas",Celina,0,177,,3,,29,Penn State,2008
de,Dan Vaughan,"Pittsburgh, Pennsylvania",Central Catholic,78,225,,3,,29,Syracuse,2008
rb,Louis Bland,"Modesto, California",Central Catholic,65,202,,3,,29,Washington State,2008
dt,Micanor Regis,"Pahokee, Florida",Pahokee,0,300,,3,,29,Miami (FL),2008
ol,Ethan Ruhland,"Lake Orion, Michigan",Lake Orion,78,262,,3,,29,Michigan State,2008
lb,Shaq Wilson,"Jacksonville, Florida",First Coast,78,220,,3,,29,South Carolina,2008
de,Kaleb Ramsey,"Uniontown, Pennsylvania",Laurel Highlands,78,257,,3,,29,Boston College,2008
ol,Tyler Rigsbee,"Chico, California",Pleasant Valley,0,250,,4,,29,California,2008
te,Nigel Nicholas,"Rossville, Georgia",Ridgeland,78,247,,3,,29,Oklahoma State,2008
ath,Jake Murphy,"American Fork, Utah",American Fork,78,215,,4,,29,Brigham Young,2008
wr,Jarius Wright,"Warren, Arkansas",Warren,65,180,,4,,30,Arkansas,2008
dt,Javonta Boyd,"St. Petersburg, Florida",Northeast,78,290,,3,,30,Kansas State,2008
rb,Kwamaine Brown,"Kissimmee, Florida",Osceola,0,185,,3,,30,Kansas State,2008
rb,Brian Baucham,"Torrance, California",West,65,170,,3,,30,USC,2008
ath,T'Sharvan Bell,"Kissimmee, Florida",Osceola,0,169,,4,,30,Auburn,2008
ol,LeRoy Chevalier,"Houston, Texas",Yates,78,325,,3,,30,Texas A&M,2008
db,Marcal Robinson,"Prichard, Alabama",Vigor,0,164,,3,,30,Southern Miss,2008
db,Winston Guy,"Lexington, Kentucky",Lexington Catholic,78,186,,3,,30,Kentucky,2008
ol,Peter Konz,"Neenah, Wisconsin",Neenah,78,285,,4,,30,Wisconsin,2008
lb,Justin Staples,"Lakewood, Ohio",St. Edward,78,215,,3,,30,Illinois,2008
de,Ryan Haliburton,"Wolfforth, Texas",Frenship,0,234,,3,,30,Texas Tech,2008
te,Quentin Williams,"Pittsburgh, Pennsylvania",Central Catholic,78,235,,3,,30,Northwestern,2008
lb,Demetrius Hartsfield,"Raleigh, North Carolina",Southeast Raleigh,0,208,,3,,30,Maryland,2008
qb,Brad Smelley,"Tuscaloosa, Alabama",American Christian Academy,78,220,,3,,30,Alabama,2008
rb,Drew Temple,"Kansas City, Missouri",Rockhurst,65,186,,3,,31,Missouri,2008
lb,Kyle Prater,"Kerrville, Texas",Tivy,78,215,,3,,31,LSU,2008
lb,Blake Slaughter,"Missouri City, Texas",Elkins,0,225,,3,,31,Kansas State,2008
ath,DeRon Furr,"Columbus, Georgia",Carver,0,212,,4,,31,Auburn,2008
wr,Cordale Scott,"Cleveland, Ohio",Glenville Academic Campus,78,200,,4,,31,Illinois,2008
dt,Josh Jackson,"Canton, Mississippi",Canton,78,273,,3,,31,Mississippi State,2008
db,Makiri Pugh,"Charlotte, North Carolina",Independence,65,194,,3,,31,Georgia,2008
db,Justin Glenn,"Mukilteo, Washington",Kamiak,65,185,,3,,31,Washington,2008
ol,Bo Tillman,"Meadville, Mississippi",Franklin County,78,285,,4,,31,Southern Miss,2008
ol,Michael Via,"Greensboro, North Carolina",Northeast Guilford,78,261,,3,,31,Virginia Tech,2008
rb,Brock Fitzhenry,"Giddings, Texas",Giddings,65,172,,3,,31,Texas,2008
de,Leon Mackey,"Chatham, Virginia",Hargrave Military Academy,78,258,,3,,32,Virginia Tech,2008
ol,Preston Bailey,"Nashville, Tennessee",Montgomery Bell Academy,78,315,,3,,32,Tennessee,2008
db,Zaviar Gooden,"Pflugerville, Texas",Pflugerville,0,195,,3,,32,Missouri,2008
rb,Brynn Harvey,"Largo, Florida",Largo,0,204,,3,,32,UCF,2008
lb,DeWitt Stuckey,"Stockton, California",Lincoln,78,212,,3,,32,Oregon,2008
ol,John Williams,"Tulsa, Oklahoma",Booker T. Washington,78,335,,3,,32,Kansas,2008
ath,Christian Wilson,"McKees Rocks, Pennsylvania",Montour,0,228,,4,,32,North Carolina,2008
dt,Marty Everett,"Bushnell, Florida",South Sumter,0,300,,3,,32,North Carolina State,2008
db,Ugo Okpara,"Sugar Land, Texas",Dulles,78,175,,3,,32,Boston College,2008
lb,Lyndell Gibson,"Virginia Beach, Virginia",Salem,78,212,,3,,32,Virginia Tech,2008
te,London Davis,"Cahokia, Illinois",Cahokia,78,255,,3,,32,Illinois,2008
wr,Dejuan Miller,"Metuchen, New Jersey",Metuchen,0,207,,4,,32,Oklahoma,2008
rb,Shady Salamon,"St. Paul, Minnesota",Cretin-Derham Hall,65,175,,3,,32,Minnesota,2008
dt,Chris Palmer,"Philadelphia, Pennsylvania",St John Neumann High School,78,285,,3,,33,West Virginia,2008
te,Cory Harkey,"Chino Hills, California",Chino Hills,78,240,,3,,33,UCLA,2008
rb,Dennis Johnson,"Texarkana, Arkansas",Arkansas High,65,180,,3,,33,Arkansas,2008
lb,Will Pericak,"Boulder, Colorado",Boulder,0,247,,3,,33,Colorado,2008
ol,Sam Hammond,"Union, South Carolina",Union,78,300,,3,,33,South Carolina State,2008
db,Prentiss Waggner,"Clinton, Louisiana",Clinton,0,170,,3,,33,Tennessee,2008
de,Brendan Kelly,"Eden Prairie, Minnesota",Holy Angels,78,225,,3,,33,Wisconsin,2008
ath,Brandon Barnes,"Bunn, North Carolina",Bunn,78,185,,4,,33,North Carolina State,2008
db,Ausar Walcott,"Hackensack, New Jersey",Hackensack,78,200,,3,,33,Virginia,2008
lb,Kevin Reddick,"New Bern, North Carolina",New Bern,78,208,,3,,33,North Carolina,2008
rb,Kenneth Miles,"Snellville, Georgia",Brookwood,65,200,,3,,33,South Carolina,2008
ol,Tyler Sands,"Boyertown, Pennsylvania",Boyertown Area Senior,0,290,,3,,33,Illinois,2008
wr,Jerry Johnson,"Venice, California",Venice,78,187,,4,,33,UCLA,2008
wr,Sedrick Johnson,"Arp, Texas",Arp,78,200,,4,,34,Iowa State,2008
lb,Colin Shumate,"Las Vegas, Nevada",Las Vegas,78,222,,3,,34,San Diego State,2008
ol,Tobias Smith,"Columbus, Mississippi",Columbus Sr,78,292,,3,,34,Mississippi State,2008
ol,Brian Thomas,"Pearland, Texas",Pearland,78,265,,3,,34,Texas A&M,2008
ath,Will Compton,"Bonne Terre, Missouri",North County,0,214,,4,,34,Nebraska,2008
rb,Brandon Bolden,"Baton Rouge, Louisiana",Scotlandville,0,208,,3,,34,Mississippi,2008
rb,Deleon Eskridge,"San Mateo, California",Serra,0,181,,3,,34,Minnesota,2008
de,Zeb Togiai,"Phoenix, Arizona",Desert Vista,0,254,,3,,34,Arizona State,2008
lb,David Posluszny,"Aliquippa, Pennsylvania",Hopewell,0,206,,3,,34,Notre Dame,2008
te,Kenny Anunike,"Lewis Center, Ohio",Olentangy,78,230,,3,,34,Duke,2008
db,Johnny Adams,"Akron, Ohio",Buchtel,65,157,,3,,34,Michigan State,2008
db,Sean Westgate,"Oak Park, California",Oak Park,0,185,,3,,34,UCLA,2008
dt,Geordon Hanohano,"Honolulu, Hawaii",St. Louis,78,270,,3,,34,Hawaii,2008
ol,Andrew Datko,"Fort Lauderdale, Florida",St. Thomas Aquinas,78,285,,3,,35,Florida State,2008
ath,Orhian Johnson,"Gulfport, Florida",Boca Ciega,0,178,,3,,35,Ohio State,2008
rb,Tony Gregory,"Virginia Beach, Virginia",First Colonial,78,178,,3,,35,Virginia Tech,2008
db,Neiko Lipscomb,"Tucker, Georgia",Tucker,78,175,,3,,35,Auburn,2008
te,Jordan Brewer,"Carmel, Indiana","",78,220,,3,,35,Purdue,2008
lb,Spencer Reeves,"Dallas, Texas",Skyline,0,193,,3,,35,Minnesota,2008
db,Mike Jones,"Harrisburg, Pennsylvania",Bishop McDevitt,65,191,,3,,35,Syracuse,2008
db,Michael Ricks,"Courtland, Alabama","",78,190,,3,,35,Troy,2008
ol,Patrick Jamison,"Chandler, Arizona",Hamilton,78,278,,3,,35,Arizona State,2008
dt,Hafis Williams,"Elizabeth, New Jersey",Elizabeth,78,285,,3,,35,Notre Dame,2008
de,Isaiah Hamlette,"Stafford, Virginia",Brooke Point,78,245,,3,,35,Virginia Tech,2008
lb,Bradly Roussel,"Baton Rouge, Louisiana",Redemptorist,65,215,,3,,35,Washington,2008
wr,Marquan Jones,"Blythewood, South Carolina",Blythewood,0,173,,4,,35,Clemson,2008
lb,Malcolm Munroe,"Miami, Florida",Coral Reef,0,195,,3,,36,Georgia Tech,2008
dt,Tony Gillespie,"Jenks, Oklahoma","",0,298,,3,,36,Kansas State,2008
ath,Marcus Jemison,"McCalla, Alabama",McAdory,78,190,,3,,36,Auburn,2008
de,D.J. Marshall,"Mesquite, Texas",Mesquite,0,230,,3,,36,Kansas,2008
db,Drew McAllister,"Danville, California",Monte Vista,78,195,,3,,36,USC,2008
db,Greg Brown,"Cedar Hill, Texas",Cedar Hill,0,164,,3,,36,Kansas,2008
lb,Trent Mackey,"Carencro, Louisiana",Carencro,65,191,,3,,36,Duke,2008
rb,Luther Ambrose,"St. James, Louisiana",St. James,65,160,,3,,36,Louisiana-Monroe,2008
te,Justin Horton,"Henderson, Texas",Henderson,78,220,,3,,36,Oklahoma State,2008
ol,Nick Becton,"Wilmington, North Carolina",New Hanover,78,285,,3,,36,Virginia Tech,2008
wr,Christopher Owusu,"Westlake Village, California",Oaks Christian,78,177,,4,,36,Stanford,2008
ol,Jarien Moreland,"Belle Glade, Florida",Glades Central,0,319,,3,,36,UCF,2008
wr,D.J. Coles,"Goochland, Virginia",Goochland,78,198,,4,,37,Virginia Tech,2008
lb,Gavin Hardin,"Jackson, Tennessee",Central-Merry,78,225,,3,,37,Miami (FL),2008
dt,Damion Square,"Houston, Texas",Yates,78,270,,3,,37,Alabama,2008
rb,Alonzo Landry,"Lafayette, Louisiana",Carencro,65,225,,3,,37,McNeese State,2008
rb,David Arnold,"Valdosta, Georgia",Valdosta,65,185,,3,,37,Georgia Southern,2008
db,Matt Daniels,"Fayetteville, Georgia",Fayette County,0,183,,3,,37,Duke,2008
ol,Kurt Wermers,"Crown Point, Indiana",Crown Point,0,278,,3,,37,Michigan,2008
ol,Joe Schafer,"St. Paul, Minnesota",Cretin-Derham Hall,78,265,,3,,37,Wisconsin,2008
db,Derrick Herman,"Cleveland, Mississippi","",65,185,,3,,37,Mississippi,2008
ath,Jack Ramsey,"Chicago, Illinois",Simeon,65,182,,3,,37,Illinois,2008
