position,name,location,school,height,weight,fourty,stars,rating,rank,institution,year
lb,Luthur Brown,"Lakewood, California","",78,227,,4,,3,USC,2005
de,Ricky Jean-Francois,"Miami, Florida",Carol City,78,241,,4,,3,LSU,2005
k,Graham Gano,"Cantonment, Florida",Tate,78,180,,3,,3,Florida State,2005
rb,Conredge Collins,"Miami, Florida",Monsignor Pace,65,220,,4,,3,Pittsburgh,2005
de,Everette Brown,"Wilson, North Carolina",Beddingfield,78,238,,4,,3,Florida State,2005
wr,Mohamed Massaquoi,"Charlotte, North Carolina",Independence,0,190,,4,,4,Georgia,2005
lb,Rico McCoy,"Washington, District of Columbia",St. John's College High,78,210,,4,,4,Tennessee,2005
lb,Curtis Lofton,"Kingfisher, Oklahoma","",78,225,,4,,4,Oklahoma,2005
te,Jonathan Hannah,"Hope Mills, North Carolina",South View,78,251,,4,,4,South Carolina,2005
rb,Maurice Wells,"Jacksonville, Florida",Sandalwood,65,177,,4,,4,Ohio State,2005
qb,Derek Shaw,"Oceanside, California","",78,205,,4,,4,Arizona State,2005
ol,Dan Doering,"Barrington, Illinois","",78,300,,5,,4,Iowa,2005
qb,Josh Portis,"Woodland Hills, California",Taft,78,183,,4,,4,Florida,2005
de,Justin Mincey,"Folkston, Georgia",Charlton County,78,240,,4,,4,Florida State,2005
k,Troy Van Blarcom,"Orange, California",Lutheran,78,200,,3,,4,USC,2005
ath,Leon Jackson,"Pasco, Washington",Pasco,78,210,,4,,4,Nebraska,2005
dt,Kade Weston,"Red Bank, New Jersey","",78,315,,4,,4,Georgia,2005
db,Chris Keys,"Stevenson, Alabama",North Jackson,78,210,,4,,4,Alabama,2005
ol,Barry Humphries,"Honea Path, South Carolina",Belton-Honea,78,291,,3,,4,Clemson,2005
de,Courtney Harris,"Jupiter, Florida","",78,230,,4,,4,Miami (FL),2005
rb,Kevin Grady,"East Grand Rapids, Michigan","",65,230,,5,,4,Michigan,2005
db,Derek Pegues,"Batesville, Mississippi",South Panola,65,183,,4,,4,Mississippi State,2005
ol,Matt Reynolds,"Provo, Utah",Timpview,78,270,,4,,4,Brigham Young,2005
rb,Steven Korte,"Mandeville, Louisiana",Fontainebleau,78,230,,4,,4,LSU,2005
wr,Mario Manningham,"Warren, Ohio",Harding,78,174,,4,,5,Michigan,2005
lb,Brian Cushing,"Oradell, New Jersey",Bergen Catholic,0,216,,4,,5,USC,2005
lb,Phillip Dillard,"Jenks, Oklahoma","",78,245,,4,,5,Nebraska,2005
de,Doug Worthington,"Athol Springs, New York",St. Francis,78,256,,4,,5,Ohio State,2005
de,Paul Freeney,"Aldine, Texas",Eisenhower,78,229,,4,,5,Texas A&M,2005
dt,Roy Miller,"Killeen, Texas",Shoemaker,78,302,,4,,5,Texas,2005
ol,Rafael Eubanks,"Roseville, Minnesota",Cretin-Derham Hall,78,290,,4,,5,Iowa,2005
te,Richard Gordon,"Miami, Florida",Miami Norland,78,242,,4,,5,Miami (FL),2005
ol,Matt Hardrick,"Orlando, Florida",Edgewater,78,338,,4,,5,Florida State,2005
k,Ryan Succop,"Hickory, North Carolina",Hickory,78,210,,3,,5,South Carolina,2005
rb,Richie Rich,"Marietta, Georgia",Wheeler,65,177,,4,,5,North Carolina,2005
ol,Ian Smith,"Cartersville, Georgia","",78,277,,3,,5,Georgia,2005
ath,Antonio Bass,"Jackson, Michigan","",78,194,,4,,5,Michigan,2005
qb,Willie Tuitama,"Stockton, California",St. Mary's,78,212,,4,,5,Arizona,2005
db,Nic Harris,"Alexandria, Louisiana","",78,208,,4,,5,Oklahoma,2005
rb,Toney Baker,"Jamestown, North Carolina",Ragsdale,65,218,,4,,5,North Carolina State,2005
rb,Michael Houston,"Denver, Colorado",Montbello,78,220,,3,,5,Texas,2005
db,Reggie Smith,"Edmond, Oklahoma",Santa Fe,78,190,,4,,5,Oklahoma,2005
qb,Kyle Reed,"Oakland, California",McClymonds,78,194,,4,,5,California,2005
dt,Ndamukong Suh,"Portland, Oregon",Grant,0,278,,4,,6,Nebraska,2005
rb,James Davis,"Atlanta, Georgia",Douglass,78,207,,4,,6,Clemson,2005
lb,Travis Beckum,"Oak Creek, Wisconsin","",78,220,,4,,6,Wisconsin,2005
lb,Anthony Felder,"Seattle, Washington",O'Dea,78,225,,4,,6,California,2005
de,Zach Potter,"Omaha, Nebraska",Creighton Prep,0,258,,4,,6,Nebraska,2005
qb,Chase Daniel,"Southlake, Texas",Carroll,78,214,,3,,6,Missouri,2005
te,Jermichael Finley,"Diboll, Texas","",78,210,,4,,6,Texas,2005
wr,Malcolm Kelly,"Longview, Texas","",78,200,,4,,6,Oklahoma,2005
rb,Matt Clapp,"Phoenix, Arizona",Paradise Valley,78,232,,3,,6,Oklahoma,2005
ol,Aleksey Lanis,"Los Angeles, California",Crenshaw,78,313,,4,,6,UCLA,2005
qb,Rob Schoenhoft,"Cincinnati, Ohio",St. Xavier,78,227,,4,,6,Ohio State,2005
db,Clarence Ward,"Pensacola, Florida","",78,175,,4,,6,Florida State,2005
ath,C.J. Byrd,"North Augusta, South Carolina","",78,185,,4,,6,Georgia,2005
ol,Kevin Bemoll,"Mission Viejo, California","",78,295,,4,,6,California,2005
ol,Jon Cooper,"Fort Collins, Colorado","",78,270,,3,,6,Oklahoma,2005
rb,Dion Foster,"Oak Lawn, Illinois",Richards,65,180,,3,,6,Wisconsin,2005
db,Jamie Robinson,"Rock Hill, South Carolina",Northwestern,78,185,,4,,6,Florida State,2005
de,Will Powers,"San Mateo, California",Serra,78,221,,4,,6,Stanford,2005
ol,Michael Oher,"Memphis, Tennessee",Briarcrest Christian,78,330,,4,,7,Mississippi,2005
de,Adrian McCovy,"Lakewood, California",Lakewood,78,215,,4,,7,Arizona,2005
te,Erik Lorig,"Rolling Hills Estates, California",Peninsula,78,250,,4,,7,Stanford,2005
qb,Jimmy Johns,"Brookhaven, Mississippi","",78,230,,3,,7,Alabama,2005
ath,Henry Melton,"Grapevine, Texas","",78,275,,4,,7,Texas,2005
rb,Jamaal Charles,"Port Arthur, Texas",McAllen Memorial,78,185,,4,,7,Texas,2005
wr,Selwyn Lymon,"Fort Wayne, Indiana",Harding,78,190,,4,,7,Purdue,2005
qb,Joe Cox,"Charlotte, North Carolina",Independence,78,192,,3,,7,Georgia,2005
db,Randy Phillips,"Belle Glade, Florida",Central,78,181,,4,,7,Miami (FL),2005
db,Kevin Thomas,"Oxnard, California",Rio Mesa,78,166,,4,,7,USC,2005
de,Matt Kopa,"Elk Grove, California",Elk Grove,78,268,,4,,7,Stanford,2005
lb,Spencer Adkins,"Naples, Florida","",78,228,,4,,7,Miami (FL),2005
dt,Ekom Udofia,"Scottsdale, Arizona",Chaparral,78,288,,4,,7,Stanford,2005
rb,Keegan Herring,"Peoria, Arizona",Peoria,65,190,,3,,7,Arizona State,2005
ol,Jim Cordle,"Lancaster, Ohio","",78,285,,4,,7,Ohio State,2005
lb,Gerald Williams,"Lauderdale Lakes, Florida",Boyd Anderson,78,226,,4,,7,Tennessee,2005
ol,Sergio Render,"Newnan, Georgia","",78,302,,3,,7,Virginia Tech,2005
k,Joe Marcoux,"Ramsey, New Jersey",Don Bosco Prep,78,185,,3,,7,Villanova,2005
rb,Rashawn Jackson,"Jersey City, New Jersey",St. Peter's Prep,78,250,,3,,7,Virginia,2005
dt,Terrance Taylor,"Muskegon, Michigan","",78,285,,4,,8,Michigan,2005
qb,Cameron Sexton,"Laurinburg, North Carolina",Scotland County,78,171,,3,,8,North Carolina,2005
ol,Dace Richardson,"Wheaton, Illinois",South,78,300,,4,,8,Iowa,2005
rb,Roy Upchurch,"Tallahassee, Florida",Godby,78,195,,4,,8,Alabama,2005
db,Shawn Oatis,"Chino, California",Chino,78,205,,4,,8,UCLA,2005
lb,Deveon Simmons,"Virginia Beach, Virginia",Landstown,78,221,,4,,8,Virginia Tech,2005
rb,Ernest Williams,"Monessen, Pennsylvania","",78,260,,3,,8,Pittsburgh,2005
db,Bryan Evans,"Jacksonville, Florida",Ed White,78,175,,4,,8,Georgia,2005
ol,A.J. Trump,"Clearwater, Florida",Central Catholic,78,285,,4,,8,Miami (FL),2005
ath,Aaron Ware,"Westlake Village, California",Oaks Christian,78,180,,4,,8,UCLA,2005
de,Gabe McKenzie,"Mobile, Alabama",Davidson,78,218,,4,,8,Auburn,2005
wr,Eric Huggins,"Conway, South Carolina","",78,186,,4,,8,Oklahoma,2005
lb,Jon Demps,"Pensacola, Florida",Washington,78,225,,4,,8,Florida,2005
te,Tommy Trott,"Montgomery, Alabama",Trinity,78,235,,4,,8,Auburn,2005
de,Raymond Henderson,"Oak Creek, Wisconsin","",78,250,,4,,8,Tennessee,2005
ol,Thomas Altieri,"Vista, California","",78,280,,3,,8,Arizona State,2005
qb,Arkelon Hall,"Fresno, California",Edison,78,205,,3,,8,Washington State,2005
ol,Curtis Crouch,"Fayetteville, North Carolina",E. E. Smith,78,322,,4,,9,North Carolina State,2005
rb,Rashard Mendenhall,"Skokie, Illinois",Niles West,78,190,,4,,9,Illinois,2005
ath,Montario Hardesty,"New Bern, North Carolina","",0,190,,4,,9,Tennessee,2005
db,Avery Atkins,"Daytona Beach, Florida",Mainland,65,182,,4,,9,Florida,2005
qb,Domenic Natale,"Princeton, New Jersey",The Hun School,78,189,,3,,9,Michigan State,2005
rb,Jahre Cheeseman,"Voorhees, New Jersey",Eastern Regional,65,176,,3,,9,Virginia Tech,2005
ol,Rodney Picou,"Moreno Valley, California",Canyon Springs,78,299,,4,,9,Nebraska,2005
wr,Carlos Thomas,"College Park, Georgia",Banneker,65,165,,4,,9,South Carolina,2005
de,Roderick Battle,"Atlanta, Georgia",Douglass,78,236,,4,,9,Georgia,2005
dt,James McKinney,"Louisville, Kentucky",Central,78,277,,4,,9,Michigan,2005
db,Chris Hawkins,"Walker, Louisiana",Walker,78,180,,4,,9,LSU,2005
lb,Darry Beckwith,"Baton Rouge, Louisiana",Parkview Baptist,78,224,,4,,9,LSU,2005
rb,Kenneth Jefferson,"Hyattsville, Maryland",DeMatha,78,230,,3,,9,Virginia Tech,2005
de,J.B. Paxson,"Greenwood, Indiana",Center Grove,78,260,,4,,9,Purdue,2005
lb,Andre Mathis,"Erie, Pennsylvania",Cathedral Prep,78,224,,4,,9,Tennessee,2005
qb,Michael Greco,"Lighthouse Point, Florida",Cardinal Gibbons,78,199,,3,,9,North Carolina State,2005
ol,Joe Bernardi,"Flagstaff, Arizona",Flagstaff,78,250,,3,,9,Fresno State,2005
te,Joey Hiben,"Waconia, Minnesota","",78,235,,4,,9,Notre Dame,2005
wr,O.J. Murdock,"Tampa, Florida",Middleton,78,178,,4,,10,South Carolina,2005
rb,Jerrell Wilkerson,"San Antonio, Texas",Clark,65,170,,3,,10,Texas,2005
ol,Cory Zirbel,"Murray, Kentucky","",78,301,,4,,10,Michigan,2005
rb,Maurice Greer,"Denver, Colorado",Mullen,65,200,,4,,10,Colorado,2005
rb,Mark Paschal,"Charlotte, North Carolina",Latin,78,221,,3,,10,North Carolina,2005
db,Kevin Thornton,"Little Rock, Arkansas",Central,78,187,,4,,10,Arkansas,2005
ol,Richard Clark,"Daytona Beach, Florida",Seabreeze,78,280,,3,,10,UCF,2005
ol,Malcolm Rawls,"Memphis, Tennessee",East,78,303,,4,,10,Tennessee,2005
de,Stephen Friday,"Hampton, Virginia",Phoebus,78,215,,4,,10,Virginia Tech,2005
qb,Zac Robinson,"Littleton, Colorado",Chatfield,78,178,,3,,10,Oklahoma State,2005
te,Jeff Cottam,"Germantown, Tennessee","",78,250,,3,,10,Tennessee,2005
lb,Lamont Robinson,"Salem, New Jersey","",78,220,,4,,10,Oklahoma,2005
dt,Louis Ellis,"Jackson, Mississippi",Lanier,78,293,,4,,10,Mississippi State,2005
lb,Ryan Stamper,"Jacksonville, Florida",First Coast,78,215,,4,,10,Florida,2005
ath,Vic Hall,"Gretna, Virginia","",65,168,,4,,10,Virginia,2005
db,Anthony Wiseman,"Hyattsville, Maryland",DeMatha,65,175,,4,,10,Maryland,2005
de,Nick Reed,"Mission Viejo, California",Mission Viejo,78,240,,4,,10,Oregon,2005
qb,Sean Canfield,"Carlsbad, California","",78,203,,3,,10,Oregon State,2005
rb,Brandon Barnett,"Texarkana, Arkansas","",65,188,,3,,11,Arkansas,2005
ol,Blake Kerley,"Garland, Texas",South Garland,78,262,,3,,11,Arizona,2005
db,Dorian Munroe,"Miami, Florida",Coral Reef,78,180,,4,,11,Florida,2005
de,McKinner Dixon,"Lufkin, Texas","",78,240,,4,,11,Texas Tech,2005
wr,D.J. Hord,"Kansas City, Missouri",Rockhurst,78,195,,4,,11,Notre Dame,2005
dt,Walker Ashley,"Eden Prairie, Minnesota","",78,283,,4,,11,USC,2005
de,Aaron Lewis,"Albuquerque, New Mexico",La Cueva,78,265,,4,,11,Texas,2005
rb,Pat Roxas,"Orange, California",Lutheran,78,240,,3,,11,Kansas State,2005
db,Cary Harris,"Sherman Oaks, California",Notre Dame,78,180,,4,,11,USC,2005
ath,Alex Daniels,"Columbus, Ohio",Brookhaven,78,219,,4,,11,Minnesota,2005
qb,Bill Stull,"Pittsburgh, Pennsylvania",Seton La Salle,78,181,,3,,11,Pittsburgh,2005
te,Brian Ellis,"Daytona Beach, Florida",Mainland,78,235,,3,,11,Florida,2005
ol,David Moosman,"Libertyville, Illinois","",78,270,,4,,11,Michigan,2005
lb,Kaluka Maiava,"Wailuku, Hawaii",Baldwin,65,212,,4,,11,USC,2005
rb,Antonio Robinson,"Winnfield, Louisiana","",78,195,,4,,11,LSU,2005
lb,Zack Follett,"Clovis, California",Clovis,78,228,,4,,11,California,2005
ol,Calvin Wilson,"Hattiesburg, Mississippi","",78,336,,4,,11,Mississippi State,2005
qb,Osaar Rasshan,"Pomona, California",Garey,78,190,,3,,11,UCLA,2005
qb,Evan Sharpley,"Marshall, Michigan","",0,200,,3,,12,Notre Dame,2005
qb,Jarrett Brown,"West Palm Beach, Florida",Palm Beach Lakes,78,192,,3,,12,West Virginia,2005
de,Ryan Williams,"Mission Viejo, California",Mission Viejo,78,240,,4,,12,Ohio State,2005
ol,Ciron Black,"Tyler, Texas",Tyler Lee,78,315,,3,,12,LSU,2005
de,Lawrence Wilson,"Akron, Ohio",St. Vincent-St. Mary,78,230,,4,,12,Ohio State,2005
dt,Jeff Owens,"Plantation, Florida","",78,263,,4,,12,Georgia,2005
lb,Darius Dewberry,"Fort Valley, Georgia",Peach County,78,211,,4,,12,Georgia,2005
ol,Joe Akers,"Parkton, Maryland",Hereford,78,305,,3,,12,Connecticut,2005
db,Adam Myers-White,"Hamilton, Ohio","",78,190,,4,,12,Tennessee,2005
db,Bruce Johnson,"Live Oak, Florida",Suwanee,78,170,,4,,12,Miami (FL),2005
ol,Justin Schifano,"Webster, New York",Schroeder,78,300,,4,,12,Michigan,2005
rb,Jake Behrens,"Omaha, Nebraska",Millard North,78,219,,3,,12,Colorado,2005
lb,Jerome Hayes,"Bayonne, New Jersey","",78,225,,4,,12,Penn State,2005
rb,Deon Wallace,"Houston, Texas",Worthing,65,175,,3,,12,Louisiana-Lafayette,2005
wr,Darrius Heyward-Bey,"Silver Spring, Maryland",McDonogh,78,190,,4,,12,Maryland,2005
ath,J.C. Neal,"Sumter, South Carolina",Lakewood,65,177,,4,,12,North Carolina State,2005
te,Ryan Moya,"El Dorado, California",Oak Ridge,78,225,,3,,12,UCLA,2005
rb,Morgan Green,"White Plains, Maryland",Lackey,65,205,,4,,12,Maryland,2005
ol,Craig Roark,"Ada, Oklahoma","",78,290,,3,,13,Nebraska,2005
qb,Casey Dick,"Allen, Texas","",78,196,,3,,13,Arkansas,2005
wr,Manuel Johnson,"Gilmer, Texas","",65,185,,4,,13,Oklahoma,2005
db,Ishie Oduegwu,"Denton, Texas",Ryan,65,185,,4,,13,Texas,2005
lb,Chris Brown,"Texarkana, Texas",Texas,78,210,,4,,13,Texas,2005
lb,B.J. Travers,"Westlake, Ohio","",78,228,,3,,13,Iowa,2005
de,Barry Turner,"Nashville, Tennessee",Brentwood Academy,78,248,,3,,13,Nebraska,2005
db,Chris Chancellor,"Miami, Florida",Edison,65,153,,4,,13,Clemson,2005
dt,Kendrick Stewart,"Lakeland, Florida","",78,275,,4,,13,Florida State,2005
qb,Jimmy Barnes,"Los Alamitos, California",Los Alamitos,78,225,,3,,13,Alabama,2005
rb,George Hypolite,"Los Angeles, California",Loyola,78,255,,3,,13,Colorado,2005
ath,Syd'Quan Thompson,"Sacramento, California",Grant,65,178,,4,,13,California,2005
ol,Pat Sheil,"Clifton, Virginia",Centreville,78,265,,4,,13,Boston College,2005
de,Cameron Morrah,"Claremont, California","",78,235,,4,,13,California,2005
rb,Michael Smith,"Tallahassee, Florida",Rickards,65,175,,3,,13,Arkansas,2005
rb,J.R. Hasty,"Bellevue, Washington","",65,200,,4,,13,Washington,2005
te,James Dray,"Oradell, New Jersey",Bergen Catholic,78,220,,3,,13,Stanford,2005
db,Michael Ray Garvin,"Ramsey, New Jersey",Don Bosco Prep,65,179,,4,,14,Florida State,2005
lb,Prince Hall,"Moreno Valley, California","",78,239,,3,,14,Alabama,2005
ol,Jason Kacinko,"Harrison City, Pennsylvania",Penn-Trafford,78,300,,4,,14,Purdue,2005
db,Arkeith Brown,"El Campo, Texas","",78,175,,3,,14,Texas A&M,2005
de,Marcus Shavers,"Allen, Texas","",78,250,,4,,14,Arkansas,2005
de,Michael Shelton,"Compton, California",Dominguez,78,211,,3,,14,Arizona,2005
qb,Dustin Sherer,"Cicero, Indiana",Hamilton Heights,78,194,,3,,14,Wisconsin,2005
wr,Slick Shelley,"Fort Smith, Arkansas",Southside,78,180,,4,,14,Tennessee,2005
te,Ed Wang,"Ashburn, Virginia",Stone Bridge,78,265,,3,,14,Virginia Tech,2005
ol,Eric Hedstrom,"Arlington Heights, Illinois",Prospect,78,265,,3,,14,Purdue,2005
qb,Kerry Meier,"Pittsburg, Kansas","",78,203,,3,,14,Kansas,2005
rb,Pete Richardson,"Muskogee, Oklahoma","",65,179,,3,,14,Texas Tech,2005
lb,E.J. Savannah,"Bellevue, Washington","",78,210,,4,,14,Washington,2005
rb,Mikell Simpson,"Harrisburg, Pennsylvania","",78,185,,4,,14,Virginia,2005
ath,Matt Dunham,"Columbus, Georgia",Pacelli Catholic,78,233,,4,,14,Florida State,2005
dt,Todd Denlinger,"Troy, Ohio","",78,280,,4,,14,Ohio State,2005
rb,Kevin Harris,"Sanford, Florida",Seminole,78,210,,3,,14,Wake Forest,2005
lb,Neefy Moffett,"Palm Bay, Florida","",78,215,,4,,15,Florida State,2005
de,Earl Heyman,"Louisville, Kentucky",Ballard,78,260,,4,,15,Louisville,2005
ath,Todd Cox,"Memphis, Tennessee",Harding Academy,78,195,,4,,15,Tennessee,2005
de,Auston English,"Canadian, Texas","",78,235,,3,,15,Oklahoma,2005
ol,Brock Unruh,"Corpus Christi, Texas",Calallen,78,310,,3,,15,Kansas State,2005
qb,Colt McCoy,"Tuscola, Texas",Jim Ned,78,180,,3,,15,Texas,2005
db,Gremon Coffman,"Duncanville, Texas","",78,193,,3,,15,Texas A&M,2005
dt,Alex Kanellis,"Iowa City, Iowa",Iowa City West,78,239,,4,,15,Iowa,2005
te,Richard Quinn,"Maple Heights, Ohio","",78,225,,3,,15,North Carolina,2005
rb,Marcus Green,"Bastrop, Louisiana","",65,170,,3,,15,Mississippi,2005
wr,Chris Brooks,"St. Louis, Missouri",Hazelwood East,78,195,,4,,15,Nebraska,2005
qb,Jason Forcier,"San Diego, California",St. Augustine,78,205,,3,,15,Michigan,2005
ol,Duke Robinson,"Atlanta, Georgia",Booker T. Washington,78,330,,4,,15,Oklahoma,2005
lb,Darryl Gresham Jr.,"Roanoke, Virginia",William Fleming,78,227,,3,,15,Florida,2005
db,Mike Brown,"Jersey City, New Jersey",St. Peter's Prep,65,170,,4,,15,Virginia,2005
rb,Terry Longbons,"Peoria, Arizona",Centennial,65,211,,4,,15,Arizona,2005
db,Jeff Allen,"Hyattsville, Maryland",DeMatha,78,201,,3,,16,Maryland,2005
ol,Eben Britton,"Burbank, California",Burroughs,78,280,,4,,16,Arizona,2005
lb,Eric Houston,"Miami, Florida",Coral Reef,78,220,,3,,16,Miami (FL),2005
qb,Jamie McCoy,"Midland, Texas",Tyler Lee,78,197,,3,,16,Texas A&M,2005
de,Jonathan Lewis,"Carrollton, Texas",Newman Smith,78,256,,4,,16,Kansas State,2005
dt,Vincent Williams,"Dallas, Texas",Carter,78,275,,4,,16,Texas A&M,2005
ol,Ronnie Wilson,"Pompano Beach, Florida",Blanche Ely,78,331,,3,,16,Florida,2005
ath,Rendrick Taylor,"Bennettsville, South Carolina",Marlboro County,78,210,,4,,16,Clemson,2005
te,Logan Paulsen,"West Hills, California",Chaminade,78,219,,3,,16,UCLA,2005
db,Brandon Harrison,"Dayton, Ohio",Chaminade-Julienne,65,190,,4,,16,Michigan,2005
rb,Deion Gilliam,"Galena Park, Texas",North Shore,65,180,,3,,16,Central Michigan,2005
rb,Elan Lewis,"Hampton, Virginia",Phoebus,65,215,,4,,16,Virginia Tech,2005
lb,Demetri Stewart,"Oakland Park, Florida",Northeast,78,199,,4,,16,Miami (FL),2005
de,Ayanga Okpokowuruk,"Chattanooga, Tennessee",McCallie School,78,240,,3,,16,Duke,2005
qb,Tavita Pritchard,"Lakewood, Washington",Clover Park,78,173,,3,,16,Stanford,2005
dt,Vince Oghobaase,"Alief, Texas",Hastings,78,295,,4,,17,Duke,2005
rb,Mike Ford,"Sarasota, Florida",Sarasota,78,205,,4,,17,Alabama,2005
ol,Michael Johnson,"Pensacola, Florida",Pine Forest,78,280,,4,,17,Alabama,2005
qb,Curtis Pulley,"Hopkinsville, Kentucky",Hopkinsville,78,186,,3,,17,Kentucky,2005
lb,Scott Smith,"Highland Park, Illinois","",78,222,,3,,17,Notre Dame,2005
qb,Chris Turner,"West Hills, California",Chaminade,78,197,,3,,17,Maryland,2005
te,Edward Dickson,"Bellflower, California","",78,225,,3,,17,Oregon,2005
wr,Jeremy Childs,"Los Alamitos, California","",78,180,,4,,17,Boise State,2005
db,Patrick Trahan,"New Orleans, Louisiana",St. Augustine,78,205,,3,,17,Auburn,2005
ol,Eddie Haupt,"Merritt Island, Florida",Merritt Island,78,290,,3,,17,Florida,2005
de,Terrance Jamison,"Harvey, Illinois",Thornton Township,78,225,,3,,17,Wisconsin,2005
de,Vladimir Richard,"Sunrise, Florida",Piper,78,255,,3,,17,Tennessee,2005
rb,Cordney Smith,"Duncanville, Texas","",78,205,,3,,17,Baylor,2005
ath,Lucas Taylor,"Lafayette, Louisiana",Carencro,65,168,,4,,17,Tennessee,2005
lb,Josh Miller,"Manning, South Carolina",Manning,78,211,,4,,17,Clemson,2005
db,Keith Fitzhugh,"Lovejoy, Georgia","",65,200,,3,,17,Mississippi State,2005
ol,Colin Tucker,"Richardson, Texas",Pearce,78,275,,3,,18,Arkansas,2005
